Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
1039,"MADISON",0,"Retirement Plan For The Employees of The Town of Madison",0,0,1,0,0,0,,0,228,0,605788,605788,0,,,,"07/01/04 00:00:00",9581954,7605838,,0,-319437,
1040,"MADISON",0,"Town of Madison Police Department Retirement Plan",0,0,0,1,0,0,,0,46,0,260607,260607,0,,,,"07/01/04 00:00:00",8465736,7911725,,0,13655,
1041,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,1,0,,0,84,0,46187,46187,0,,,,"07/01/04 00:00:00",855231,744678,,0,0,
1042,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,1,1,0,0,,1,1313,0,2894000,2894000,0,,,,"07/01/04 00:00:00",126231000,105098000,,0,0,
1043,"MILFORD",0,"City of Milford Retirement System",0,1,0,0,0,0,,0,1343,0,961000,961000,0,,,,"07/01/04 00:00:00",,,,1,0,
1044,"NEW FAIRFIELD",0,"New Fairfield Town Retirement Income Plan",0,0,1,0,1,0,,0,75,0,207924,207000,0,,,,"01/01/05 00:00:00",3159445,2990593,,0,6350,
1045,"NEW FAIRFIELD",0,"New Fairfield Board of Education Retirement Income Plan",0,0,0,0,0,1,,0,121,0,178301,178301,0,,,,"07/01/04 00:00:00",,,,1,5070,
1046,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,1,0,0,0,0,,0,73,0,104643,103693,0,,,,"07/01/03 00:00:00",1780652,1249425,,0,141458,
1047,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,0,1,0,0,0,,0,354,0,442000,442000,0,,,,"07/01/04 00:00:00",23270000,18188000,,0,-8000,
1048,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,1,0,0,,0,100,0,806000,806000,0,,,,"07/01/04 00:00:00",32807000,23436000,,0,-184000,
1049,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,0,0,0,0,1,,1,45,0,160000,160000,0,,,,"07/01/04 00:00:00",7872000,6374000,,0,-5000,
1050,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,0,0,0,1,0,,0,112,0,88000,88000,0,,,,"07/01/03 00:00:00",1199000,654000,,0,0,
1051,"PLAINFIELD",0,"Town of Plainfield Employees' Retirement Plan",0,1,0,0,0,0,,0,284,0,792331,468614,0,,,,"07/01/03 00:00:00",8162530,6893034,,0,1246268,
1052,"PORTLAND",0,"Town of Portland Defined Benefit Plan",0,1,0,0,0,0,,0,168,0,538460,631507,0,,,,"07/01/05 00:00:00",11518776,7493968,,0,-119749,
1053,"PORTLAND",0,"Portland Volunteer Fire Department Plan",1,0,0,0,1,0,,0,70,0,,,0,,,,,,,,0,,
1054,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,0,1,0,1,0,,0,99,0,280079,280079,0,,,,"07/01/03 00:00:00",6095151,5014093,,0,0,
1055,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,0,0,0,0,1,,0,66,0,174141,174141,0,,,,"07/01/04 00:00:00",3022632,2599567,,0,0,
1056,"ROCKY HILL",0,"Town of Rocky Hill: General Employees Pension Plan",0,0,1,0,0,1,,0,286,0,1009123,746000,0,,,,"09/01/04 00:00:00",18540266,15351849,,0,719458,
1057,"ROCKY HILL",0,"Town of Rocky Hill: Police Officer Pension Plan",0,0,0,1,0,0,,0,44,0,485918,281000,0,,,,"09/01/04 00:00:00",12978585,10500158,,0,139122,
1058,"ROCKY HILL",0,"Town of Rocky Hill: Firefighters Pension Plan",1,0,0,0,1,0,,0,118,0,54557,46000,0,,,,"07/01/04 00:00:00",,,,1,12061,
1059,"ROCKY HILL",0,"Town of Rocky Hill: Ambulance Pension Plan",1,0,0,0,0,0,"Volunteer Ambulance personnel",1,40,0,33885,33885,0,,,,"07/01/04 00:00:00",,,,1,0,
1060,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,1,1,0,0,,1,176,0,671577,0,0,,,,"01/01/05 00:00:00",16544600,11056100,,0,415865,
1061,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,1,,0,128,0,385615,172738,0,,,,"01/01/05 00:00:00",6281473,5217193,,0,1280055,
1062,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,1,0,0,1,,0,1536,0,217000,0,0,,,,"07/01/04 00:00:00",145610000,176081000,,0,-1648000,
1063,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,1,0,0,,0,548,0,1290000,1450000,0,,,,"07/01/04 00:00:00",138234000,149936000,,0,-1873000,
1064,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,1,0,,0,467,0,491000,450000,0,,,,"07/01/04 00:00:00",103782000,115211000,,0,-283000,
1065,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,"custodians and mechanics",1,578,0,217000,100000,0,,,,"07/01/04 00:00:00",31203000,37071000,,0,-614000,
1066,"SUFFIELD",0,"Town of Suffield Retirement Plan",0,1,0,0,0,0,,0,244,0,443950,443950,0,,,,"07/01/03 00:00:00",14573055,13325241,,0,-81319,
1067,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,1,,0,55,0,186713,200716,0,,,,"06/30/05 00:00:00",4132491,2773230,,0,0,
1068,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,1,0,1,1,,0,235,0,262039,262039,0,,,,"01/01/05 00:00:00",,,,1,0,
1069,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,1,0,0,,0,54,0,418697,418697,0,,,,"01/01/05 00:00:00",12395851,11667744,,0,0,
1070,"STRATFORD",0,"Town of Stratford Employees' Retirement Plan",0,1,0,0,0,0,,0,994,0,10535184,4223500,0,,,,"07/01/03 00:00:00",181840000,23498000,"NPO and Actuarial Asset figure does not include the proceeds of POB issued in 1998.",0,75066796,"***"
1071,"STONINGTON",0,"Town of Stonington Retirement Plan",0,0,1,0,0,1,,0,318,0,400504,447858,0,,,,"07/01/03 00:00:00",,,,0,-13737,
1072,"WILTON",0,"Wilton Employees' Retirement Plan",0,1,0,0,0,0,,0,540,0,1536511,1536511,0,,,,"06/30/05 00:00:00",46891424,40603549,,0,-2243,
1073,"WOODBURY",0,"Town of Woodbury Pension Plan",0,1,0,0,0,0,,0,73,0,200400,200400,0,,,,"07/01/04 00:00:00",4080981,3404119,,0,0,
1074,"GROTON (CITY OF)",0,"City of Groton Retirement Plan",0,1,0,0,0,0,,0,284,0,1582700,1630917,0,,,,"07/01/04 00:00:00",41522736,32036455,,0,-471566,
1075,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,1,0,0,0,0,,0,95,0,344496,347596,0,,,,"07/01/03 00:00:00",9039145,7087865,,0,0,
1076,"NORTH HAVEN",0,"Pension Plan For General Employees of The Town of North Haven",0,0,1,0,0,1,,1,395,0,899569,835584,0,,,,"07/01/05 00:00:00",39650681,38375737,,0,45644,
1077,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,1,0,0,,0,80,0,376757,376757,0,,,,"07/01/04 00:00:00",16959618,15811597,,0,0,
1078,"NORTH HAVEN",0,"Town of North Haven Fire Department Pension Plan",0,0,0,0,1,0,,0,48,0,318734,318734,0,,,,"07/01/04 00:00:00",11176074,10153705,,0,0,
1079,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,1,0,,0,114,0,145034,145034,0,,,,"07/01/05 00:00:00",958512,388329,,0,-19082,
1080,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,"elected officials",1,6,0,115957,97346,0,,,,"07/01/05 00:00:00",1357230,0,,0,506281,
1081,"WEST HAVEN",0,"City of West Haven Police Pension Fund",0,0,0,1,0,0,,0,234,0,-1103584,1066300,0,,,,"01/01/04 00:00:00",90703954,92722515,,0,-59018308,"***"
1082,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,0,1,0,0,0,,1,1080,0,0,0,0,,,,"06/30/04 00:00:00",103416190,122127232,,0,-355753,
1083,"MERIDEN",0,"Meriden Police Pension Plan",0,0,0,1,0,0,,0,225,0,3413205,3380395,0,,,,"06/30/04 00:00:00",72823660,48752364,,0,13307325,
1084,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,0,0,0,1,0,,0,190,0,1906328,1906320,0,,,,"06/30/04 00:00:00",64094542,43396288,,0,12973025,
1085,"NEW HAVEN",0,"City Employees' Retirement Fund of New Haven",0,0,1,0,0,0,,1,2224,0,7407549,7407549,0,,,,"06/30/04 00:00:00",288616500,182582100,,0,1441823,
1086,"NEW HAVEN",0,"Pension Fund For New Haven Policemen And Firemen",0,0,0,1,1,0,,0,1811,0,11028000,11028000,0,,,,"06/30/04 00:00:00",406432500,266358100,,0,9614028,
1087,"HAMDEN",0,"Retirement Plan of The Town of Hamden",0,1,0,0,0,0,,0,1275,0,13287374,3000000,0,,,,"07/01/04 00:00:00",239835010,83785549,,0,84188252,
1088,"SHERMAN",0,"Town of Sherman Pension Plan",0,1,0,0,0,0,,0,32,0,55311,41802,0,,,,"07/01/04 00:00:00",579821,536882,,0,-25367,
1089,"ORANGE",0,"Retirement Plan For Police Officers of Town of Orange",0,0,0,1,0,0,,0,52,0,412560,412560,0,,,,"01/01/05 00:00:00",15890221,11598210,,1,0,
1090,"ORANGE",0,"Town of Orange Employee Pension And Retirement Income Plan",0,1,0,0,0,0,,0,98,0,122472,122472,0,,,,"01/01/05 00:00:00",9341359,8452676,,1,0,
1091,"NORFOLK",0,"Town of Norfolk Pension Plan",0,1,0,0,0,0,,0,33,0,51980,51980,0,,,,"07/01/03 00:00:00",766777,558439,,0,-10919,
1092,"SALISBURY",0,"Town of Salisbury Pension Plan",0,1,0,0,0,0,,0,15,0,56782,56782,0,,,,"01/01/04 00:00:00",1424673,1354209,,0,-871,
1093,"BETHLEHEM",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,"annuity - insurance company provides lump sum payments to participants.  Town has transferred its legal obligation to pay benefits.",0,,
1094,"MORRIS",0,"Town of Morris Pension Plan",0,1,0,0,0,0,,0,10,0,21600,21883,0,,,,"07/01/04 00:00:00",378738,368580,,0,15620,
1095,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,1,0,,0,29,0,7057,6455,0,,,,"07/01/04 00:00:00",58577,53766,,0,-2688,
1096,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,0,0,0,0,,0,9,0,54802,20000,0,,,,"07/01/04 00:00:00",246426,55258,,0,194717,
1097,"TORRINGTON",0,"City of Torrington Police And Firemen's Retirement Fund",0,0,0,1,1,0,,0,270,0,2123714,2963639,0,,,,"07/01/04 00:00:00",45124971,27301174,,0,388794,
1098,"TORRINGTON",0,"City of Torrington Municipal Employees' Retirement Fund",0,0,1,0,0,1,,1,255,0,952906,1094394,0,,,,"07/01/04 00:00:00",23826324,18854180,,0,1114525,
1099,"TORRINGTON",0,"City of Torrington Board of Education Employees' Retirement Fund",0,0,0,0,0,0,,0,,1,,,0,,,,,,,,0,,
1100,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,1,0,0,0,0,,0,225,0,561020,388060,0,,,,"01/01/04 00:00:00",18382667,19818825,,0,-452740,
1101,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,1,0,0,0,0,,0,40,0,54276,54276,0,,,,"07/01/03 00:00:00",1378651,1467603,,0,-14017,
1102,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,1,0,,0,64,0,54713,54713,0,,,,"07/01/03 00:00:00",599088,297814,,0,-6849,
1103,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,1,0,0,,0,4,0,31834,31834,0,,,,"07/01/03 00:00:00",221368,115938,,0,0,
1104,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,1,0,0,0,0,,0,37,0,184499,90000,0,,,,"06/30/04 00:00:00",1745722,1459414,,0,200509,
1105,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,1,0,,0,98,0,45965,55699,0,,,,"06/30/04 00:00:00",970928,847071,,0,-20798,
1106,"SOMERS",0,"Town of Somers Town Plan",0,0,1,0,0,0,,0,30,0,147957,140111,0,,,,"07/01/05 00:00:00",,,,1,82254,
1107,"SOMERS",0,"Town of Somers Board of Education Plan",0,0,0,0,0,1,,0,67,0,151105,154830,0,,,,"07/01/04 00:00:00",,,,1,42791,
1108,"SOMERS",0,"Town of Somers Firefighters' Plan",1,0,0,0,1,0,,0,58,0,13382,0,0,,,,"06/30/05 00:00:00",,,,1,18657,
1109,"WILLINGTON",0,"Town of Willington Pension Fund",0,1,0,0,0,0,,0,7,0,13510,20994,0,,,,"07/01/05 00:00:00",,,,1,-24178,
1110,"WINDHAM",0,"Town of Windham Retirement Income Plan-Fire",0,0,0,0,1,0,,0,45,0,215279,215279,0,,,,"07/01/03 00:00:00",7298171,6353516,,0,-30191,
1111,"WINDHAM",0,"Town of Windham Retirement Income Plan-Police",0,0,0,1,0,0,,0,55,0,475100,475100,0,,,,"07/01/03 00:00:00",8954596,7000988,,0,-105724,
1112,"WINDHAM",0,"Town of Windham Retirement Income Plan-Municipal",0,0,1,0,0,0,,0,154,0,529288,529288,0,,,,"01/01/05 00:00:00",8650618,7136622,,0,-47738,
1113,"WINDHAM",0,"Town of Windham Retirement Income Plan-Board of Education",0,0,0,0,0,1,,0,189,0,213181,162998,0,,,,"07/01/03 00:00:00",4194812,4357992,,0,-15871,
1114,"NAUGATUCK",0,"The Borough of Naugatuck Employee Pension Plan",0,0,1,1,0,1,,1,766,0,1346310,1337341,0,,,,"07/01/04 00:00:00",63276653,63799372,,0,-26632433,"***"
1115,"NAUGATUCK",0,"The Borough of Naugatuck Fire Plan",0,0,0,0,1,0,,0,74,0,414047,433025,0,,,,"07/01/04 00:00:00",18442602,19542746,,0,-8516801,"***"
1116,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,1,0,0,0,0,,0,465,0,224571,224571,0,,,,"07/01/04 00:00:00",26123175,29723001,"Pg. 48 of audit states valuation date is 7/1/04.  Schedule of Funding Progress gives AAL, etc., as of an unknown date in 2005.",0,708813,
1117,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,0,0,1,0,0,,0,70,0,0,0,0,,,,"07/01/04 00:00:00",19410632,20608230,"Pg. 48 of audit states valuation date is 7/1/04.  Schedule of Funding Progress gives AAL, etc., as of an unknown date in 2005.",0,-55161,
1118,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,1,0,,0,153,0,30423,30423,0,,,,"07/01/04 00:00:00",654857,475396,"Pg. 48 of audit states valuation date is 7/1/04.  Schedule of Funding Progress gives AAL, etc., as of an unknown date in 2005.",0,23557,
1119,"DANBURY",0,"General Employees' Pension Plan",0,0,1,0,0,1,,1,1274,0,0,0,0,,,,"07/01/03 00:00:00",74647619,97448725,,0,0,
1120,"DANBURY",0,"Pre 1967 Police Pension Plan",0,0,0,1,0,0,,0,41,0,1007000,1007000,0,,,,"07/01/03 00:00:00",14173012,6993981,,0,0,
1121,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,0,0,0,1,0,,0,39,0,919000,919000,0,,,,"07/01/03 00:00:00",13091400,5864207,,0,0,
1122,"DANBURY",0,"Post 1967 Police Pension Plan",0,0,0,1,0,0,,0,105,0,1082000,1082000,0,,,,"07/01/04 00:00:00",51774948,50324387,,0,0,
1123,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,1,0,,0,150,0,298000,298000,0,,,,"07/01/04 00:00:00",48112254,54985734,,0,0,
1124,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,1,0,0,,0,123,0,605000,605000,0,,,,"07/01/04 00:00:00",9038173,8268316,,0,0,
1125,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,1,0,0,0,0,,0,2555,0,688849,688849,0,,,,"06/30/05 00:00:00",289863860,316137276,,0,0,
1126,"NORWALK",0,"Police Benefit Fund",0,0,0,1,0,0,,0,307,0,868054,868054,0,,,,"07/01/04 00:00:00",78823046,76806221,,0,888909,
1127,"NORWALK",0,"Fire Benefit Fund",0,0,0,0,1,0,,0,284,0,0,0,0,,,,"07/01/04 00:00:00",70026745,82164555,,0,0,
1128,"NORWALK",0,"Employees' Pension Plan",0,0,1,0,0,1,,1,1332,0,911816,994714,0,,,,"07/01/04 00:00:00",134895112,153970435,,0,733373,
1129,"NORWALK",0,"Food Service Employees' Plan",0,0,0,0,0,0,,1,73,0,125222,0,0,,,,"07/01/04 00:00:00",1417698,967991,,0,52443,
1130,"OLD SAYBROOK",0,"Town of Old Saybrook Retirement Plan",0,1,0,0,0,0,,0,154,0,0,246856,0,,,,"07/01/03 00:00:00",12198231,15492900,,0,-1234944,
1131,"TRUMBULL",0,"Town of Trumbull Police Benefit Retirement Plan",0,0,0,1,0,0,,0,110,0,1969000,850000,0,,,,"07/01/04 00:00:00",39271098,27147266,,0,15819531,
1132,"TRUMBULL",0,"Town of Trumbull Retirement Plan",0,1,0,0,0,0,,0,766,0,2779000,1225000,0,,,,"07/01/04 00:00:00",42583140,16971460,,0,19504290,
1133,"WESTPORT",0,"Town of Westport - Police Pension Plan",0,0,0,1,0,0,,0,127,0,0,64000,0,,,,"07/01/05 00:00:00",53591748,53591748,,0,-673000,
1134,"WESTPORT",0,"Town of Westport Fire Pension Fund",0,0,0,0,1,0,,0,105,0,0,56000,0,,,,"07/01/05 00:00:00",40587158,40587158,,0,-504000,
1135,"WESTPORT",0,"Town of Westport Public Works Pension Plan",0,0,0,0,0,0,,1,58,0,0,35000,0,,,,"07/01/05 00:00:00",10573871,10573871,,0,-295000,
1136,"WESTPORT",0,"Town of Westport Municipal Interim Pension Fund",0,0,1,0,0,1,,1,577,0,249000,9000,0,,,,"07/01/05 00:00:00",33225563,37590990,,0,-99000,
1137,"WESTPORT",0,"Town of Westport - Non Union Pension Plan",0,0,0,0,0,0,,1,136,0,320000,145000,0,,,,"07/01/05 00:00:00",18414013,17364336,,0,143000,
1138,"WINDSOR",0,"Town of Windsor Connecticut Retirement Plan",0,1,0,0,0,0,,0,478,0,763468,763468,0,,,,"07/01/04 00:00:00",34163256,40520462,,0,0,
1139,"NEWTOWN",0,"Town of Newtown Selectmen And Board of Education Pension Plan",0,0,0,0,0,1,,1,340,0,402684,402966,0,,,,"07/01/05 00:00:00",11515670,11857942,,0,-309190,
1140,"NEWTOWN",0,"Town of Newtown Pension Plan For Police",0,0,0,1,0,0,,0,56,0,193000,193303,0,,,,"07/01/05 00:00:00",9515132,8763251,,0,-70992,
1141,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Municipal Employees",0,0,1,0,0,1,,1,108,0,185440,185440,0,,,,"07/01/05 00:00:00",6871802,4956631,,0,-123445,
1142,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Police",0,0,0,1,0,0,,0,28,0,350219,350219,0,,,,"07/01/05 00:00:00",6209657,4544381,,0,-62930,
1143,"NORTH BRANFORD",0,"Retirement Plan For Employees of North Branford - Firefighters",1,0,0,0,1,0,,0,130,0,95903,95903,0,,,,"07/01/05 00:00:00",1191166,742523,,0,-30881,
1144,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,1,0,0,0,0,,0,149,0,0,0,0,,,,"07/01/04 00:00:00",3534089,3977803,,0,0,
1145,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,1,0,0,0,0,,0,234,0,781948,781948,0,,,,"07/01/05 00:00:00",19411275,10722783,,0,554317,
1146,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,1,0,0,,0,40,0,255932,246363,0,,,,"07/01/05 00:00:00",5148259,4188857,,0,-16741,
1147,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,1,0,0,0,0,,0,16,0,70860,66059,0,,,,"12/16/03 00:00:00",676896,385833,,0,69980,
1148,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,1,0,,0,42,0,24560,15158,0,,,,"07/01/03 00:00:00",376397,232991,,0,13327,
1149,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,1,0,0,0,0,,0,197,0,387178,387178,0,,,,"06/30/05 00:00:00",,,,1,-47237,
1150,"THOMASTON",0,"Town of Thomaston Retirement Plan",0,1,0,0,0,0,,0,144,0,741234,610922,0,,,,"01/01/04 00:00:00",9739103,6118485,,0,561620,
1151,"WOLCOTT",0,"Town of Wolcott Town and Police Plan",0,0,1,1,0,0,,1,142,0,663235,640932,0,,,,"01/01/05 00:00:00",12571949,9448370,,0,203929,
1152,"WOLCOTT",0,"Town of Wolcott Board of Education",0,0,0,0,0,1,,0,189,0,321131,250903,0,,,,"09/01/04 00:00:00",8148948,7389490,,0,126186,
1153,"AVON",0,"Retirement Plan For Police Officers of Town of Avon",0,0,0,1,0,0,,0,35,0,523683,523683,0,,,,"01/01/05 00:00:00",13897698,8591824,"-5305874",0,-7839,
1154,"AVON",0,"Retirement Plan For Public Works Employees of Town of Avon",0,0,0,0,0,0,,1,19,0,212076,212076,0,,,,"01/01/05 00:00:00",4051406,2217515,,0,-716,
1155,"AVON",0,"Retirement Plan For Non-Organized Employees of Town of Avon",0,0,0,0,0,0,,1,59,0,444532,444532,0,,,,"01/01/05 00:00:00",9807260,6686654,,0,-13807,
