Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
2416,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,0,1,0,0,0,0,,0,244,0,2029363,1663648,0,,,,"07/01/11 00:00:00",26448558,16407243,,0,2518695,
2417,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,0,1,0,0,0,0,,0,371,0,1590800,1590800,0,,,,"01/01/10 00:00:00",43859268,31559273,,0,-618,
2418,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,1,0,0,1,0,0,,0,86,0,1541812,1541812,0,,,,"01/01/10 00:00:00",31146427,21020009,"Police DB plan - Covers emps. Hired before Jan. 1, 2002.  No mention of plan that would cover Police hired after 1/1/2002.",0,0,
2419,"BRISTOL",0,"City of Bristol Retirement System",0,0,0,1,0,0,1,,1,1244,0,0,0,0,,,,"07/01/10 00:00:00",156145000,202904000,,0,-1774000,
2420,"BRISTOL",0,"City of Bristol Firefighter's Benefit Fund",0,0,0,0,0,1,0,,0,182,0,0,0,0,,,,"07/01/10 00:00:00",62506000,157354000,,0,-1803000,
2421,"BRISTOL",0,"City of Bristol Police Benefit Fund",0,0,0,0,1,0,0,,0,219,0,0,0,0,,,,"07/01/10 00:00:00",86099000,172814000,,0,-3022000,
2422,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,0,1,0,0,0,0,,0,246,0,1687026,343184,0,,,,"01/01/10 00:00:00",33440698,25150600,,0,3941321,
2423,"CANTON",0,"Town of Canton Employee Retirement Plan",0,1,1,0,0,0,0,,0,141,0,847175,847175,0,,,,"01/01/11 00:00:00",19781869,13043277,,0,490285,
2424,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,1,0,0,0,1,0,"Ambulance Volunteers",1,34,0,28492,28492,0,,,,"01/01/11 00:00:00",429725,245885,,0,54922,
2425,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,0,1,0,0,0,0,,0,529,0,618414,618414,0,,,,"07/01/10 00:00:00",39139701,36643347,,0,556165,
2426,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,0,0,0,1,0,0,,0,77,0,252025,252025,0,,,,"07/01/10 00:00:00",28070073,25210399,,0,771,
2427,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,0,1,0,,0,128,0,121109,121109,0,,,,"07/01/10 00:00:00",2130528,729059,,0,112794,
2428,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,0,1,0,0,0,0,,0,25,0,115742,107667,0,,,,"01/01/09 00:00:00",1325459,747033,,0,69832,
2429,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,0,1,0,,0,57,0,26498,13840,0,,,,"07/01/09 00:00:00",511165,355439,,0,6850,
2430,"COLCHESTER",0,"Town of Colchester Police Pension Plan",0,0,0,0,1,0,0,,0,7,0,93178,86428,0,,,,"07/01/10 00:00:00",599560,374488,,0,-20324,
2431,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,0,1,0,0,0,0,,0,178,0,1040895,1139895,0,,,,"07/01/10 00:00:00",11260273,6286971,,0,220482,
2432,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,1,0,0,0,0,,0,268,0,684425,684425,0,,,,"07/01/10 00:00:00",15223846,14992627,,0,-4432,
2433,"DANBURY",0,"General Employees' Pension Plan",0,0,1,0,0,0,0,,0,1226,0,2529000,2529000,0,,,,"07/01/09 00:00:00",110074859,111314774,,0,0,
2434,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,1,0,0,,0,36,0,904000,904000,0,,,,"07/01/09 00:00:00",11020751,5826153,,0,0,
2435,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,1,0,,0,27,0,488000,488000,0,,,,"07/01/09 00:00:00",8618850,5375994,,0,0,
2436,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,1,0,0,,0,102,0,0,0,0,,,,"07/01/10 00:00:00",56466195,52769298,,0,0,
2437,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,0,1,0,,0,192,0,311000,311000,0,,,,"07/01/10 00:00:00",68330153,65257292,,0,0,
2438,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,0,1,0,0,,0,163,0,1047000,1047000,0,,,,"07/01/10 00:00:00",22301675,17189830,,0,0,
2439,"DARIEN",0,"Town of Darien Town Pension Fund",0,0,1,0,0,0,0,,0,534,0,1515023,0,0,,,,"06/30/09 00:00:00",38943751,33150591,,0,0,
2440,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,0,1,0,0,,0,103,0,1027782,1027782,0,,,,"06/30/09 00:00:00",31211236,25437366,,0,0,
2441,"EAST HARTFORD",0,"East Hartford Employees' Retirement Plan",0,0,1,0,0,0,0,,0,1412,0,8434000,8451000,0,,,,"07/01/09 00:00:00",250672000,170923000,,0,1390000,
2442,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,0,1,0,0,0,0,,0,211,0,850037,850037,0,,,,"01/01/11 00:00:00",15207773,10722350,,0,-36378,
2443,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,0,1,0,0,0,0,,0,890,0,1678000,1678000,0,,,,"07/01/10 00:00:00",46278000,43801000,,0,-9000,
2444,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,0,1,0,0,,0,151,0,1218000,1218000,0,,,,"07/01/10 00:00:00",44852000,39116000,,0,-7000,
2445,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,0,1,0,0,0,0,,0,50,0,175420,152739,0,,,,"07/01/09 00:00:00",2382936,1873460,,0,13448,
2446,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,0,1,0,,0,66,0,88594,79457,0,,,,"07/01/09 00:00:00",843914,425633,,0,4626,
2447,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,0,1,0,0,,0,6,0,59877,53702,0,,,,"07/01/09 00:00:00",586053,394650,,0,6175,
2448,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,0,1,0,0,0,0,,0,561,0,2013158,1950000,0,,,,"07/01/11 00:00:00",85980068,69589308,,0,402453,
2449,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,0,1,0,0,0,0,,0,807,0,4930505,4782742,0,,,,"01/01/11 00:00:00",120697099,92295808,,0,1023602,
2450,"GRANBY",0,"Town of Granby Pension Plan",0,0,1,0,0,0,0,,0,98,0,286664,286664,0,,,,"07/01/10 00:00:00",14205226,11574971,,0,90996,
2451,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,0,1,0,0,0,0,,0,2440,0,10740033,10740033,0,,,,"07/01/10 00:00:00",404142454,325566171,,0,0,
2452,"GROTON",0,"Town of Groton - Retirement System",0,0,1,0,0,0,0,,0,642,0,2383892,2383892,0,,,,"07/01/10 00:00:00",98515524,84453080,,0,-1024337,
2453,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,0,1,0,0,0,0,,0,44,0,294688,187000,0,,,,"01/01/11 00:00:00",3106041,2775873,,0,348754,
2454,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,0,1,0,,0,113,0,82657,75000,0,,,,"07/01/10 00:00:00",1488040,994311,,0,82253,
2455,"LEDYARD",0,"Town of Ledyard Pension Plan",0,0,1,0,0,0,0,,0,235,0,908471,960792,0,,,,"07/01/09 00:00:00",18361798,11385895,,0,764451,
2456,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,0,1,0,0,0,0,,0,167,0,65655,65655,0,,,,"07/01/10 00:00:00",4836755,4668019,,0,0,
2457,"LITCHFIELD",0,"Town of Litchfield Municipal Employees Retirement Plan",0,0,1,0,0,0,0,,0,178,0,726000,727000,0,,,,"07/01/10 00:00:00",11661000,6216000,,0,-311000,
2458,"LITCHFIELD",0,"Volunteer Fire Dept. Supplemental Retirement Plan",1,0,0,0,0,1,0,"Volunteer ambulance corps",1,252,0,212000,212000,0,,,,"07/01/10 00:00:00",3121000,1937000,,0,-204000,
2459,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,0,0,1,0,0,1,,0,1180,0,479981,489450,0,,,,"07/01/10 00:00:00",133912594,140652162,,0,-315217,
2460,"MERIDEN",0,"Meriden Police Pension Plan",0,0,0,0,1,0,0,,0,202,0,3683113,3683113,0,,,,"07/01/10 00:00:00",98013777,61620597,,0,12823923,
2461,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,0,0,0,0,1,0,,0,176,0,2441615,2441615,0,,,,"07/01/10 00:00:00",74993738,51296883,,0,12573339,
2462,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,0,1,0,0,0,0,,0,95,0,583194,583194,0,,,,"07/01/11 00:00:00",15186782,11138711,,0,-18830,
2463,"MIDDLETOWN",0,"City of Middletown Retirement System",0,0,1,0,0,0,0,,0,962,0,1933000,1933000,0,,,,"07/01/10 00:00:00",236302000,272279000,,0,-2000,
2464,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,0,1,0,1,0,"Supervisors, clerical, non-union, highway employees",1,125,0,555705,106684,0,,,,"01/01/10 00:00:00",8784914,7124118,,0,527381,
2465,"MONROE",0,"Town of Monroe Board of Education Plan",0,0,0,0,0,0,1,,0,150,0,304258,304258,0,,,,"01/01/11 00:00:00",9675631,8502820,,0,-237557,
2466,"NAUGATUCK",0,"The Borough of Naugatuck Employee Pension Plan",0,0,1,0,0,0,0,,0,851,0,3009841,3105281,0,,,,"07/01/10 00:00:00",92073091,78408209,,0,-26301445,
2467,"NAUGATUCK",0,"The Borough of Naugatuck Fire Plan",0,0,0,0,0,1,0,,0,73,0,565951,855900,0,,,,"07/01/10 00:00:00",26052540,25573881,,0,-8518618,
2468,"NEW BRITAIN",0,"New Britain Firemen's Pension Fund",0,0,0,0,0,1,0,,0,236,0,450000,450000,0,,,,"01/01/11 00:00:00",79785000,79711000,,0,-1333000,
2469,"NEW BRITAIN",0,"New Britain Policemen's Pension Fund",0,0,0,0,1,0,0,,0,257,0,743000,749000,0,,,,"01/01/11 00:00:00",80338000,73662000,,0,205000,
2470,"NEW HAVEN",0,"City Employees' Retirement Fund of New Haven",0,0,0,1,0,0,1,"Full-time elected or appointed officers",1,2212,0,11941035,12015996,0,,,,"06/30/10 00:00:00",381259400,177317300,,0,1656183,
2471,"NEW HAVEN",0,"Pension Fund For New Haven Policemen And Firemen",0,0,0,0,1,1,0,,0,1887,0,18692000,18692000,0,,,,"06/30/10 00:00:00",557015300,290172300,,0,11645015,
2472,"NEWTOWN",0,"Town of Newtown Selectmen And Board of Education Pension Plan",0,0,0,0,0,0,1,"Bd. Of Selectmen, Civilians in Police Dept., Library, etc.",1,446,0,663805,663805,0,,,,"07/01/11 00:00:00",18952786,18432090,,0,-252545,
2473,"NEWTOWN",0,"Town of Newtown Pension Plan For Police",0,0,0,0,1,0,0,,0,66,0,460540,460540,0,,,,"07/01/11 00:00:00",13655333,12153619,,0,-60921,
2474,"NORFOLK",0,"Town of Norfolk Pension Plan",0,0,1,0,0,0,0,,0,36,0,157281,153900,0,,,,"07/01/09 00:00:00",1313268,900806,,0,22459,
2475,"NORWALK",0,"Police Benefit Fund",0,0,0,0,1,0,0,,0,342,0,1925038,1925038,0,,,,"07/01/10 00:00:00",107525222,92593831,,0,1035583,
2476,"NORWALK",0,"Fire Benefit Fund",0,0,0,0,0,1,0,,0,277,0,335135,335135,0,,,,"07/01/10 00:00:00",92423473,93528996,,0,0,
2477,"NORWALK",0,"Employees' Pension Plan",0,0,0,1,0,0,1,,0,1379,0,1677163,1717429,0,,,,"07/01/10 00:00:00",177964459,177700315,,0,490057,
2478,"NORWALK",0,"Food Service Employees' Plan",0,0,0,0,0,0,0,"Food Service Employees",1,100,0,89530,89530,0,,,,"07/01/10 00:00:00",2030852,1648073,,0,-74817,
2479,"NORWICH",0,"City of Norwich Employees' Retirement Fund",0,0,1,0,0,0,0,,0,1068,0,3644000,3752000,0,,,,"01/01/10 00:00:00",184161000,149304000,,0,-513000,
2480,"NORWICH",0,"City of Norwich Volunteer Firefighters' Relief Plan",1,0,0,0,0,1,0,,0,193,0,255000,250000,0,,,,"01/01/10 00:00:00",3962000,1404000,,0,120000,
2481,"OLD SAYBROOK",0,"Town of Old Saybrook Retirement Plan",0,0,1,0,0,0,0,,0,160,0,475358,298579,0,,,,"07/01/09 00:00:00",16824391,15330433,,0,-2063810,
2482,"ORANGE",0,"Retirement Plan For Police Officers of Town of Orange",0,1,0,0,1,0,0,,0,50,0,411639,411639,0,,,,"01/01/11 00:00:00",18859254,14099716,,0,0,
2483,"ORANGE",0,"Town of Orange Employee Pension And Retirement Income Plan",0,1,1,0,0,0,0,,0,90,0,52983,52983,0,,,,"01/01/11 00:00:00",9794066,8591649,,0,0,
2484,"PLAINFIELD",0,"Town of Plainfield Employees' Retirement Plan",0,0,1,0,0,0,0,,0,354,0,1290421,501052,0,,,,"07/01/09 00:00:00",14054791,11540470,,0,2434638,
2485,"PLAINVILLE",0,"Town of Plainville Retirement Plan For Policemen",0,0,0,0,1,0,0,,0,64,0,374226,374226,0,,,,"07/01/10 00:00:00",12725950,10881875,,0,0,
2486,"PLAINVILLE",0,"Town of Plainville Retirement Plan - Municipal Employees",0,0,1,0,0,0,0,,0,142,0,424803,424803,0,,,,"07/01/10 00:00:00",12743498,10017686,,0,0,
2487,"PORTLAND",0,"Town of Portland Defined Benefit Plan",0,0,1,0,0,0,0,,0,155,0,1122139,1180377,0,,,,"07/01/10 00:00:00",19173068,11312282,,0,-79749,
2488,"PORTLAND",0,"Portland Volunteer Fire Department Plan",1,0,0,0,0,1,0,,0,80,0,73233,60222,0,,,,"07/01/10 00:00:00",765614,63572,,0,-6543,
2489,"PUTNAM",0,"Town of Putnam Pension Plan",0,0,1,0,0,0,0,,0,211,0,156351,156351,0,,,,"07/01/09 00:00:00",6394421,7067959,,0,0,
2490,"SHERMAN",0,"Town of Sherman Pension Plan",0,1,1,0,0,0,0,,0,32,0,43249,27500,0,,,,"07/01/11 00:00:00",917198,713585,,0,35242,
2491,"SOMERS",0,"Town of Somers Town Plan",0,0,1,0,0,0,0,,0,30,0,185949,185949,0,,,,"07/01/10 00:00:00",1733314,1167595,,0,0,
2492,"SOMERS",0,"Town of Somers Board of Education Plan",0,0,0,0,0,0,1,,0,79,0,222461,222461,0,,,,"07/01/11 00:00:00",3502763,2774740,,0,0,
2493,"SOMERS",0,"Town of Somers Firefighters' Plan",1,0,0,0,0,1,0,,0,67,0,12158,16963,0,,,,"07/01/10 00:00:00",241244,161742,,0,22140,
2494,"SOUTHBURY",0,"Town of Southbury Retirement Income Plan",0,0,1,0,0,0,0,,0,179,0,648132,648132,0,,,,"07/01/10 00:00:00",13560517,12120924,,0,-280241,
2495,"STONINGTON",0,"Town of Stonington Retirement Plan",0,0,0,1,0,0,1,"First Selectman, Town Clerk, Tax Collector",1,360,0,1163837,1471967,0,,,,"07/01/10 00:00:00",25290061,19653688,,0,-540906,
2496,"THOMASTON",0,"Town of Thomaston Retirement Plan",0,0,1,0,0,0,0,,0,161,0,820223,946555,0,,,,"01/01/11 00:00:00",16280934,10908008,,0,452054,
2497,"TORRINGTON",0,"City of Torrington Police And Firemen's Retirement Fund",0,0,0,0,1,1,0,,0,286,0,2801257,2813257,0,,,,"07/01/10 00:00:00",64596439,37512249,,0,345773,
2498,"TORRINGTON",0,"City of Torrington Municipal Employees' Retirement Fund",0,0,0,1,0,0,1,"Public Works Employees",1,275,0,1125528,1271233,0,,,,"07/01/10 00:00:00",34674221,26132128,,0,292579,
2500,"TRUMBULL",0,"Town of Trumbull Police Benefit Retirement Plan",0,0,0,0,1,0,0,,0,116,0,3474000,1350000,0,,,,"07/01/10 00:00:00",54456304,33497000,,0,20653152,
2501,"TRUMBULL",0,"Town of Trumbull Retirement Plan",0,0,0,1,0,0,1,,0,842,0,4472000,2325000,0,,,,"07/01/10 00:00:00",62863043,16807159,,0,29734779,
2502,"VERNON",0,"Police Pension Plan",0,0,0,0,1,0,0,,0,91,0,1057949,1057949,0,,,,"01/01/11 00:00:00",29969970,16862650,,0,0,
2503,"VERNON",0,"Town Pension Plan",0,0,1,0,0,0,1,,1,647,0,1502551,1502551,0,,,,"01/01/11 00:00:00",49873997,28199302,,0,0,
2504,"VERNON",0,"Volunteer Fire Dept. Retirement Plan",1,0,0,0,0,1,0,,0,180,0,44341,44341,0,,,,"01/01/11 00:00:00",873498,1148440,,0,0,
2505,"WALLINGFORD",0,"Town of Wallingford Consolidated Pension Plan",0,0,1,0,0,0,0,,0,1197,0,6060000,6060000,0,,,,"07/01/10 00:00:00",186712000,124764000,,0,-23000,
2506,"WALLINGFORD",0,"Town of Wallingford Volunteer Firefighters Plan",1,0,0,0,0,1,0,,0,144,0,36000,36000,0,,,,"07/01/09 00:00:00",1022000,868000,,0,-20000,
2507,"WATERBURY",0,"City of Waterbury Retirement Fund",0,0,1,0,0,0,0,,0,3939,0,15866000,15865000,0,,,,"07/01/10 00:00:00",542456000,383409000,,0,-234027000,
2508,"WATERFORD",0,"Town of Waterford Pension Trust Fund Plan",0,1,1,0,0,0,0,,0,23,0,82885,82885,0,,,,"07/01/09 00:00:00",1533919,958439,,0,0,
2509,"WEST HARTFORD",0,"Town of West Hartford Pension Fund",0,0,1,0,0,0,0,,0,2013,0,10002000,10000000,0,,,,"07/01/09 00:00:00",270814000,167268000,,0,-1566000,
2510,"WESTBROOK",0,"Westbrook Retirement Plan",0,0,1,0,0,0,0,,0,115,0,254387,254387,0,,,,"07/01/11 00:00:00",6216825,5526894,,0,3864,
2511,"WESTBROOK",0,"Westbrook Volunteer Firefighters' Pension Fund",1,0,0,0,0,1,0,,0,75,0,93175,93175,0,,,,"07/01/11 00:00:00",1359811,662170,,0,33204,
2512,"WESTBROOK",0,"Constables Retirement Plan",0,0,0,0,1,0,0,,0,8,0,6100,6100,0,,,,"07/01/11 00:00:00",220677,22625,,0,10003,
2513,"WESTPORT",0,"Town of Westport - Police Pension Plan",0,0,0,0,1,0,0,,0,138,0,1922000,2100000,0,,,,"06/30/11 00:00:00",66958711,54799778,,0,988000,
2514,"WESTPORT",0,"Town of Westport Fire Pension Fund",0,0,0,0,0,1,0,,0,123,0,1535000,1675000,0,,,,"06/30/11 00:00:00",45554846,42797937,,0,63000,
2515,"WESTPORT",0,"Town of Westport Public Works Pension Plan",0,0,0,0,0,0,0,"Public Works",1,59,0,378000,365000,0,,,,"06/30/11 00:00:00",12433811,11517093,,0,-80000,
2516,"WESTPORT",0,"Town of Westport Municipal Interim Pension Fund",0,0,0,0,0,0,1,"Various Unions",1,555,0,1620000,1650000,0,,,,"06/30/11 00:00:00",42902645,40341669,,0,692000,
2517,"WESTPORT",0,"Town of Westport - Non Union Pension Plan",0,0,0,0,0,0,0,"Non Union",1,153,0,2144000,2250000,0,,,,"06/30/11 00:00:00",28202238,18710081,,0,2073000,
2518,"WETHERSFIELD",0,"Town of Wethersfield Pension Plan",0,0,1,0,0,0,0,,0,608,0,1494228,1494231,0,,,,"07/01/10 00:00:00",76073000,66975000,"Plan appears to be closed to some employees, but not to others.  See p. 45, middle of page.",0,-98868,
2519,"WILLINGTON",0,"Town of Willington Pension Fund",0,0,1,0,0,0,0,,0,4,0,21744,25871,0,,,,"07/01/11 00:00:00",461825,382790,,0,-35360,
2520,"WINDSOR",0,"Town of Windsor Connecticut Retirement Plan",0,0,0,1,0,0,1,,1,545,0,1273290,1273290,0,,,,"07/01/09 00:00:00",50355944,52671376,,0,0,
2521,"WOLCOTT",0,"Town of Wolcott Town and Police Plan",0,0,0,1,1,0,0,,0,162,0,979110,1209593,0,,,,"01/01/11 00:00:00",19341991,13892200,,0,196317,
2522,"WOLCOTT",0,"Town of Wolcott Board of Education",0,0,0,0,0,0,1,,0,208,0,497497,526490,0,,,,"09/01/10 00:00:00",10765662,8708501,,0,178933,
2523,"GROTON (City)",0,"City of Groton Retirement Plan",0,0,1,0,0,0,0,,0,344,0,1818700,1779312,0,,,,"07/01/10 00:00:00",59399385,52258301,,0,-1199172,
2524,"WARREN",0,"Town of Warren Pension Plan",0,0,1,0,0,0,0,,0,12,0,36475,150000,0,,,,"07/01/10 00:00:00",676046,286124,,0,-252107,
2525,"WASHINGTON",0,"Town of Washington Retirement Plan",0,0,1,0,0,0,0,,0,60,0,164697,165000,0,,,,"01/01/10 00:00:00",2722517,1942201,,0,3953,
2526,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,1,0,0,0,0,,0,247,0,316948,316948,0,,,,"01/01/11 00:00:00",17102475,16402816,,0,0,
2527,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,0,1,0,0,,0,64,0,665677,665677,0,,,,"01/01/11 00:00:00",18719827,14982718,,0,0,
2528,"WOODBURY",0,"Town of Woodbury Pension Plan",0,0,1,0,0,0,0,,0,94,0,353220,353220,0,,,,"07/01/09 00:00:00",6430301,4607417,,0,-157909,
2529,"WEST HAVEN",0,"City of West Haven Police Pension Fund",0,1,0,0,1,0,0,,0,254,0,3950896,1050000,0,,,,"01/01/11 00:00:00",120389438,110509793,,0,-54538533,
2530,"WILTON",0,"Wilton Employees' Retirement Plan",0,0,1,0,0,0,0,,0,568,0,3130679,3600281,0,,,,"07/01/10 00:00:00",74982330,62749422,,0,-2538015,
2531,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,0,1,,0,61,0,206774,206774,0,,,,"06/30/10 00:00:00",4122328,3093635,,0,0,
2533,"OLD SAYBROOK",0,"Town of Old Saybrook Fire Company #1 Retirement Plan",1,0,0,0,0,1,0,,0,92,0,61272,61272,0,,,,"07/01/09 00:00:00",774127,421036,,0,0,
2322,"DERBY",0,"City of Derby Public Employee Retirement System",0,0,0,1,0,1,1,,0,182,0,605800,550000,0,,,,"07/01/09 00:00:00",10602983,8968572,,0,413889,
2323,"ANSONIA",0,"City Employees' Retirement Plan",0,1,1,0,0,0,0,,0,64,0,284751,0,0,,,,"07/01/10 00:00:00",,,,1,901556,
2324,"ANSONIA",0,"Police Retirement Plan",0,1,0,0,1,0,0,,0,24,0,382139,467000,0,,,,"07/01/10 00:00:00",5182000,880000,,0,1970439,
2325,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,0,1,0,0,0,0,,0,89,0,173341,173341,0,,,,"07/01/09 00:00:00",2734724,1601502,,0,144550,
2326,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,0,1,0,0,0,,0,1521,0,4175000,4175000,0,,,,"07/01/10 00:00:00",194670000,180544000,,0,33000,
2327,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,0,1,0,0,,0,565,0,4117000,4117000,0,,,,"07/01/10 00:00:00",183963000,166770000,,0,-894000,
2328,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,1,0,,0,478,0,1717000,1717000,0,,,,"07/01/10 00:00:00",133421000,130796000,,0,37000,
2329,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,1,,1,651,0,1221000,1221000,0,,,,"07/01/10 00:00:00",47910000,43118000,,0,-267000,
2330,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan",0,0,1,0,0,0,0,,0,23,0,129543,126710,0,,,,"07/01/09 00:00:00",1917519,1224101,,0,190796,
2331,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan- Volunteer Fire Company",1,0,0,0,0,1,0,,0,73,0,72571,80000,0,,,,"07/01/09 00:00:00",1287549,781042,,0,-14080,
2332,"BERLIN",0,"Town of Berlin Defined Benefit Plan",0,1,1,0,0,0,0,,0,69,0,473550,200000,0,,,,"07/01/10 00:00:00",6553019,1248885,,0,274902,
