Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
2144,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,0,1,0,,0,54,0,14809,19000,0,,,,"07/01/08 00:00:00",401064,339338,,0,-6083,
2145,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,1,0,0,0,0,,0,266,0,561057,561057,0,,,,"07/01/09 00:00:00",14275253,14165480,,0,-4786,
2146,"DANBURY",0,"General Employees' Pension Plan",0,0,1,0,0,0,0,,0,1226,0,0,0,0,,,,"07/01/09 00:00:00",110074859,111314774,,0,0,
2147,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,1,0,0,,0,36,0,845000,845000,0,,,,"07/01/09 00:00:00",11020751,5826153,,0,0,
2148,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,1,0,,0,27,0,552000,552000,0,,,,"07/01/09 00:00:00",8618850,5375994,,0,0,
2149,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,1,0,0,,0,104,0,0,0,0,,,,"07/01/08 00:00:00",52905479,57259302,,0,0,
2150,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,0,1,0,,0,193,0,272000,272000,0,,,,"07/01/08 00:00:00",60820930,67128480,,0,-28672,
2151,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,0,1,0,0,,0,148,0,1018000,1018000,0,,,,"07/01/08 00:00:00",17264266,14419318,,0,0,
2152,"DARIEN",0,"Town of Darien Town Pension Fund",0,0,1,0,0,0,0,,0,534,0,1330023,1330023,0,,,,"07/01/09 00:00:00",38943751,33150591,,0,0,
2153,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,0,1,0,0,,0,103,0,866685,866685,0,,,,"07/01/09 00:00:00",31211236,25437366,,0,0,
2154,"EAST HAMPTON",0,"East Hampton Employees' Retirement Plan",0,0,1,0,0,0,0,,0,333,0,765583,771832,0,,,,"07/01/09 00:00:00",21634148,17979527,,0,-1226289,
2155,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,0,1,0,0,0,0,,0,216,0,750941,750941,0,,,,"01/01/10 00:00:00",13315443,8357352,,0,-37713,
2156,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,0,1,0,0,0,0,,0,860,0,1388000,1397000,0,,,,"07/01/09 00:00:00",42448000,42223000,,0,-9000,
2157,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,0,1,0,0,,0,151,0,1075000,1082000,0,,,,"07/01/09 00:00:00",42483000,37681000,,0,-7000,
2158,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,0,1,0,0,0,0,,0,50,0,131523,131523,0,,,,"07/01/08 00:00:00",2219269,1899517,,0,-10191,
2159,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,0,1,0,,0,66,0,68656,68656,0,,,,"07/01/08 00:00:00",824956,500946,,0,-4979,
2160,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,0,1,0,0,,0,6,0,44890,44890,0,,,,"07/01/08 00:00:00",505955,399284,,0,0,
2161,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,0,1,0,0,0,0,,0,800,0,5054637,4002757,0,,,,"01/01/10 00:00:00",114116403,89103448,,0,904932,
2162,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,0,1,0,0,0,0,,0,158,0,41026,41026,0,,,,"07/01/09 00:00:00",4690019,4910437,,0,0,
2163,"GROTON (City of)",0,"City of Groton Retirement Plan",0,0,1,0,0,0,0,,0,344,0,1423100,1787483,0,,,,"07/01/09 00:00:00",56046214,50381140,,0,-1318320,
2164,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,0,1,0,0,0,0,,0,1168,0,354382,362432,0,,,,"07/01/08 00:00:00",123480133,140853728,,0,-324550,
2165,"MERIDEN",0,"Meriden Police Pension Plan",0,0,0,0,1,0,0,,0,208,0,3646850,3646850,0,,,,"07/01/08 00:00:00",89709424,60974656,,0,12852672,
2166,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,0,0,0,0,1,0,,0,181,0,2419234,2419234,0,,,,"07/01/08 00:00:00",70302239,51281856,,0,12601527,
2167,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,0,1,0,0,0,0,,0,95,0,477268,480918,0,,,,"07/01/09 00:00:00",14220945,9763201,,0,-18635,
2168,"MIDDLETOWN",0,"City of Middletown Retirement System",0,0,1,0,0,0,0,,0,958,0,1066000,1066000,0,,,,"07/01/09 00:00:00",231137000,275577000,,0,-2000,
2169,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,0,1,0,1,0,"Supervisors, clerical, non-union, and highway",1,125,0,146417,106684,0,,,,"01/01/10 00:00:00",8784914,7124118,,0,-124034,
2170,"MONROE",0,"Town of Monroe Board of Education Plan",0,0,0,0,0,0,1,,0,153,0,295652,295652,0,,,,"01/01/09 00:00:00",8601200,7735096,,0,248431,
2171,"NEW BRITAIN",0,"New Britain Firemen's Pension Fund",0,0,0,0,0,1,0,,0,242,0,450000,211000,0,,,,"01/01/09 00:00:00",78501000,82462000,,0,-1341000,"***"
2172,"NEW BRITAIN",0,"New Britain Policemen's Pension Fund",0,0,0,0,1,0,0,,0,263,0,743000,85000,0,,,,"01/01/09 00:00:00",80340000,79361000,,0,212000,"***"
2173,"NEW CANAAN",0,"Town of New Canaan Retirement Plan",0,0,1,0,0,0,0,,0,819,0,0,0,0,,,,"07/01/08 00:00:00",84806594,111383887,,0,0,
2174,"NEW HAVEN",0,"City Employees' Retirement Fund of New Haven",0,0,0,1,0,0,1,"WPCA employees & City officers",1,2257,0,11501900,11501900,0,,,,"06/30/08 00:00:00",357226500,201039400,,0,1685036,
2175,"NEW HAVEN",0,"Pension Fund For New Haven Policemen And Firemen",0,0,0,0,1,1,0,,0,1868,0,17811000,17811000,0,,,,"06/30/08 00:00:00",534902000,297398600,,0,11334858,
2176,"NEWTOWN",0,"Town of Newtown Selectmen And Board of Education Pension Plan",0,0,0,0,0,0,1,"Bd. Of Selectman, Civilian Police Dept. Library, etc.",1,449,0,492222,493236,0,,,,"07/01/10 00:00:00",17709414,17146590,,0,-262202,
2177,"NEWTOWN",0,"Town of Newtown Pension Plan For Police",0,0,0,0,1,0,0,,0,69,0,342670,344475,0,,,,"07/01/10 00:00:00",12755005,11419366,,0,-63250,
2178,"NORWALK",0,"Police Benefit Fund",0,0,0,0,1,0,0,,0,312,0,1197083,1097327,0,,,,"07/01/09 00:00:00",103712578,94249586,,0,1032738,
2220,"WEST HAVEN",0,"City of West Haven Police Pension Fund",0,0,0,0,1,0,0,,0,254,0,1157342,1157342,0,,,,"01/01/10 00:00:00",116990872,103217463,,0,-67130195,"***"
2221,"DERBY",0,"City of Derby Public Employee Retirement System",0,0,1,0,0,0,0,,0,154,0,489300,550000,0,,,,"07/01/07 00:00:00",9359566,8281124,,0,368490,
2222,"BURLINGTON",0,"Town of Burlington Employees Pension Plan",0,0,1,0,0,0,0,,0,25,0,200265,193906,0,,,,"07/01/09 00:00:00",2033734,1112741,,0,206506,
2223,"BURLINGTON",0,"Town of Burlington Constables Plan",0,0,0,0,1,0,0,,0,2,0,109998,107122,0,,,,"07/01/09 00:00:00",540318,531167,,0,3573,
2179,"NORWALK",0,"Fire Benefit Fund",0,0,0,0,0,1,0,,0,276,0,0,0,0,,,,"07/01/09 00:00:00",88353774,96297190,,0,0,
2180,"NORWALK",0,"Employees' Pension Plan",0,0,0,1,0,0,0,,1,1352,0,891003,889592,0,,,,"07/01/09 00:00:00",172664238,182692735,,0,528866,
2181,"NORWALK",0,"Food Service Employees' Plan",0,0,0,0,0,0,0,"Food Service",1,94,0,89102,89102,0,,,,"07/01/09 00:00:00",1930122,1612820,,0,-74612,
2182,"NORWICH",0,"City of Norwich Employees' Retirement Fund",0,0,1,0,0,0,0,,0,1052,0,2397000,2771000,0,,,,"01/01/09 00:00:00",175726000,153090000,,0,-406000,
2183,"NORWICH",0,"City of Norwich Volunteer Firefighters' Relief Plan",1,0,0,0,0,1,0,,0,193,0,255000,250000,0,,,,"01/01/10 00:00:00",3962000,1404000,,0,116000,
2184,"OLD SAYBROOK",0,"Town of Old Saybrook Retirement Plan",0,0,1,0,0,0,0,,0,152,0,66305,288284,0,,,,"07/01/08 00:00:00",15600920,17863894,,0,-2290648,
2185,"PLAINFIELD",0,"Town of Plainfield Employees' Retirement Plan",0,0,1,0,0,0,0,,0,354,0,1290421,574088,0,,,,"07/01/09 00:00:00",14054791,11540470,,0,1946799,
2186,"PLAINVILLE",0,"Town of Plainville Retirement Plan - Municipal Employees",0,0,1,0,0,0,0,,0,145,0,404120,404120,0,,,,"07/01/09 00:00:00",12366722,9887966,,0,0,
2187,"PLAINVILLE",0,"Town of Plainville Retirement Plan For Policemen",0,0,0,0,1,0,0,,0,65,0,374262,374262,0,,,,"07/01/09 00:00:00",12375017,10602990,,0,0,
2188,"PORTLAND",0,"Town of Portland Defined Benefit Plan",0,0,1,0,0,0,0,,0,157,0,1218078,1082710,0,,,,"07/01/09 00:00:00",18109718,9343512,,0,-21721,
2189,"PORTLAND",0,"Portland Volunteer Fire Department Plan",1,0,0,0,0,1,0,,0,80,0,60222,50000,0,,,,"07/01/09 00:00:00",620650,60453,,0,-19805,
2190,"PUTNAM",0,"Town of Putnam Pension Plan",0,0,1,0,0,0,0,,0,216,0,101621,101621,0,,,,"07/01/08 00:00:00",5890616,7032241,,0,0,
2191,"SOMERS",0,"Town of Somers Town Plan",0,0,1,0,0,0,0,,0,29,0,162068,189068,0,,,,"07/01/08 00:00:00",1436982,998472,,0,-22,
2192,"SOMERS",0,"Town of Somers Board of Education Plan",0,0,0,0,0,0,1,,0,76,0,271307,271307,0,,,,"07/01/09 00:00:00",3098451,1795632,,0,-3828,
2193,"SOMERS",0,"Town of Somers Firefighters' Plan",1,0,0,0,0,1,0,,0,75,0,15810,11005,0,,,,"07/01/08 00:00:00",251838,174801,,0,26945,
2194,"SOUTHBURY",0,"Town of Southbury Retirement Income Plan",0,0,1,0,0,0,0,,0,177,0,474442,600000,0,,,,"07/01/09 00:00:00",12458889,10940626,,0,-280557,
2195,"STONINGTON",0,"Town of Stonington Retirement Plan",0,0,0,1,0,0,1,"1ST Selectman, Town Clerk, Tax Collector",1,356,0,937874,1010472,0,,,,"07/01/09 00:00:00",24180363,18563668,,0,-236619,
2196,"THOMASTON",0,"Town of Thomaston Retirement Plan",0,0,1,0,0,0,0,,0,166,0,882428,1015078,0,,,,"01/01/10 00:00:00",15753396,10231764,,0,589119,
2197,"TORRINGTON",0,"City of Torrington Police And Firemen's Retirement Fund",0,0,0,0,1,1,0,,0,278,0,2801257,2801257,0,,,,"07/01/08 00:00:00",57231580,34783395,,0,358579,
2198,"TORRINGTON",0,"City of Torrington Municipal Employees' Retirement Fund",0,0,0,1,0,0,1,,1,277,0,1125528,1257993,0,,,,"07/01/08 00:00:00",31480212,25108239,,0,439473,
2199,"TORRINGTON",0,"Town of Thompson Board of Education Retirement System",0,1,0,0,0,0,0,,0,,1,,,0,,,,,,,,0,,
2200,"VERNON",0,"Police Pension Plan",0,0,0,0,1,0,0,,0,89,0,1025928,1025928,0,,,,"01/01/10 00:00:00",27986776,16898080,,0,0,
2201,"VERNON",0,"Town Pension Plan",0,0,0,1,0,0,1,,1,630,0,1509046,1509046,0,,,,"01/01/10 00:00:00",46632119,26751553,,0,0,
2202,"VERNON",0,"Volunteer Fire Dept. Retirement Plan",1,0,0,0,0,1,0,,0,175,0,120129,120129,0,,,,"01/01/10 00:00:00",845758,1018412,,0,0,
2203,"WALLINGFORD",0,"Town of Wallingford Consolidated Pension Plan",0,0,1,0,0,0,0,,0,1228,0,3654000,3654000,0,,,,"07/01/09 00:00:00",179807000,122655000,,0,-22000,
2204,"WALLINGFORD",0,"Town of Wallingford Volunteer Firefighters Plan",1,0,0,0,0,1,0,,0,144,0,31000,31000,0,,,,"07/01/09 00:00:00",1022000,868000,,0,-20000,
2205,"WATERBURY",0,"City of Waterbury Retirement Fund",0,0,1,0,0,0,0,,0,3965,0,16444000,327613000,0,,,,"07/01/09 00:00:00",541960000,381606000,,0,-234207000,"***"
2206,"WATERFORD",0,"Town of Waterford Pension Trust Fund Plan",0,1,1,0,0,0,0,,0,23,0,63081,63081,0,,,,"07/01/09 00:00:00",1533919,958439,,0,0,
2289,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,0,1,0,0,0,0,,0,546,0,1951127,1291590,0,,,,"07/01/09 00:00:00",76261879,60947199,,0,340887,
2207,"WESTBROOK",0,"Westbrook Retirement Plan",0,0,1,0,0,0,0,,0,120,0,156475,156475,0,,,,"07/01/09 00:00:00",5166533,4885841,,0,4023,
2208,"WESTBROOK",0,"Westbrook Volunteer Firefighters' Pension Fund",1,0,0,0,0,1,0,,0,77,0,86736,86736,0,,,,"07/01/09 00:00:00",1135667,542369,,0,34578,
2209,"WESTBROOK",0,"Constables Retirement Plan",0,0,0,0,1,0,0,,0,8,0,7348,7348,0,,,,"07/01/09 00:00:00",65249,20800,,0,10116,
2210,"WESTPORT",0,"Town of Westport - Police Pension Plan",0,0,0,0,1,0,0,,0,140,0,1258000,913000,0,,,,"07/01/09 00:00:00",59578231,56989965,,0,1181000,
2211,"WESTPORT",0,"Town of Westport Fire Pension Fund",0,0,0,0,0,1,0,,0,123,0,1034000,895000,0,,,,"07/01/09 00:00:00",44425708,43437723,,0,206000,
2212,"WESTPORT",0,"Town of Westport Public Works Pension Plan",0,0,0,0,0,0,0,"Public Works",1,61,0,243000,124000,0,,,,"07/01/09 00:00:00",11419178,11732056,,0,-97000,
2213,"WESTPORT",0,"Town of Westport Municipal Interim Pension Fund",0,0,0,1,0,0,1,,0,591,0,1052000,771000,0,,,,"07/01/09 00:00:00",36416904,39993159,,0,770000,
2214,"WESTPORT",0,"Town of Westport - Non Union Pension Plan",0,0,0,0,0,0,0,"Non-Union Employees",1,159,0,1699000,1341000,0,,,,"07/01/09 00:00:00",25826733,17940684,,0,2325000,
2215,"WETHERSFIELD",0,"Town of Wethersfield Pension Plan",0,0,1,0,0,0,0,,0,576,0,1204694,1204694,0,,,,"07/01/09 00:00:00",72247000,66535000,,0,-97015,
2216,"WILLINGTON",0,"Town of Willington Pension Fund",0,0,1,0,0,0,0,,0,5,0,20796,20356,0,,,,"07/01/10 00:00:00",463748,344709,,0,-32195,
2217,"WINDSOR",0,"Town of Windsor Connecticut Retirement Plan",0,0,0,1,0,0,1,,1,537,0,843833,843833,0,,,,"07/01/08 00:00:00",45790887,51029433,,0,0,
2218,"WOLCOTT",0,"Town of Wolcott Town and Police Plan",0,0,0,1,1,0,0,,1,153,0,945999,657301,0,,,,"01/01/09 00:00:00",17580084,11055040,,0,417929,
2219,"WOLCOTT",0,"Town of Wolcott Board of Education",0,0,0,0,0,0,1,,0,199,0,483007,485007,0,,,,"09/01/08 00:00:00",9655497,8165036,,0,209699,
2224,"DURHAM",0,"Retirement Plan For Employees of The Town of Durham",0,0,1,0,0,0,0,,0,38,0,134793,134793,0,,,,"07/01/09 00:00:00",2408106,1459369,,0,12537,
2225,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan",0,0,1,0,0,0,0,,0,23,0,126710,100000,0,,,,"06/30/09 00:00:00",1917519,1224101,,0,189118,
2226,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan- Volunteer Fire Company",1,0,0,0,0,1,0,,0,,0,72571,80000,0,,,,"07/01/09 00:00:00",1287549,781042,,0,-6692,
2227,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,0,1,0,0,0,0,,0,89,0,173341,173341,0,,,,"07/01/09 00:00:00",2734724,1601502,,0,144874,
2228,"ANSONIA",0,"Police Retirement Plan",0,0,0,0,1,0,0,,0,24,0,382139,525000,0,,,,"07/01/09 00:00:00",5182000,880000,,0,2055300,
2229,"ANSONIA",0,"City Employees' Retirement Plan",0,1,1,0,0,0,0,,0,,0,237098,0,0,,,,"07/01/09 00:00:00",,,,1,647515,
2230,"BRIDGEPORT",0,"Public Safety Plan A",0,1,0,0,1,1,0,,0,924,0,12352193,4726098,0,,,,"07/01/09 00:00:00",348461000,213387000,,0,70024034,"***"
2231,"BRIDGEPORT",0,"Police Retirement Plan B - post 6/3/81 employees",0,0,0,0,1,0,0,,0,494,0,4481341,4340150,0,,,,"07/01/09 00:00:00",127768000,109017000,,0,-3426962,
2232,"BRIDGEPORT",0,"Firefighters' Retirement Plan B - post 12/31/83 employees",0,0,0,0,0,1,0,,0,342,0,3350909,3301504,0,,,,"07/01/09 00:00:00",77496000,62013000,,0,-1787458,
2233,"BRIDGEPORT",0,"Janitors And Engineers Retirement Fund",0,1,0,0,0,0,0,"Janitors and Engineers",1,48,1,877018,985409,0,,,,"07/01/08 00:00:00",9478000,3000,,0,1877690,
2234,"WARREN",0,"Town of Warren Pension Plan",0,0,1,0,0,0,0,,0,11,0,28239,58400,0,,,,"07/01/09 00:00:00",446243,239481,,0,-142384,
2235,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,0,1,0,0,0,,1,1527,0,2326000,2363000,0,,,,"07/01/09 00:00:00",182632000,181777000,,0,34000,
2236,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,0,1,0,0,,0,574,0,2305000,2305000,0,,,,"07/01/09 00:00:00",178919000,166328000,,0,-919000,
2237,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,1,0,,0,479,0,406000,406000,0,,,,"07/01/09 00:00:00",130475000,131369000,,0,38000,
2238,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,0,"Custodians and Mechanics",1,623,0,742000,711000,0,,,,"07/01/09 00:00:00",45458000,42295000,,0,-275000,
2239,"HAMDEN",0,"Retirement Plan of The Town of Hamden",0,0,1,0,0,0,0,,0,1304,0,18911433,12500000,0,,,,"07/01/08 00:00:00",303003978,85832527,,0,127201232,
2240,"NEW LONDON",0,"City of New London Noncontributory Pension Program",0,1,1,0,0,0,0,,0,61,1,810000,893695,0,,,,"07/01/08 00:00:00",8825000,0,,0,2982001,
2241,"NEW LONDON",0,"City of New London Contributory Pension Program",0,0,1,0,0,0,0,,0,380,0,860000,771998,0,,,,"07/01/08 00:00:00",44944000,44219000,,0,-1906351,
2242,"BROOKLYN",0,"Retirement Plan For Town of Brooklyn",0,0,1,0,0,0,0,,0,102,0,202967,202967,0,,,,"07/01/08 00:00:00",2780205,2477434,,0,-19020,
2243,"BROOKLYN",0,"Fire Department Service Award Program For Town of Brooklyn",1,0,0,0,0,1,0,,0,88,0,68581,65000,0,,,,"01/01/08 00:00:00",1085810,132666,,0,334884,
2244,"DEEP RIVER",0,"Town of Deep River Employee's Retirement Plan",0,0,1,0,0,0,0,,0,31,0,246683,242061,0,,,,"07/01/08 00:00:00",1490809,842750,,0,1053002,
2245,"DEEP RIVER",0,"Firefighters' Merit Plan",1,0,0,0,0,1,0,,0,43,0,22204,43000,0,,,,"07/01/08 00:00:00",411998,308144,,0,-67473,
2246,"FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,1,0,0,1,,0,1176,0,1569000,1569000,0,,,,"07/01/09 00:00:00",156886000,164018000,,0,-1233000,
2247,"FAIRFIELD",0,"Town of Fairfield Police and Fire Retirement Plan",0,0,0,0,1,1,0,,0,390,0,0,0,0,,,,"07/01/09 00:00:00",151728000,171586000,,0,-2688000,
2248,"HARTFORD",0,"City MERF",0,0,1,0,0,0,0,,0,5301,0,9602000,10840000,0,,,,"07/01/09 00:00:00",1126965000,1089184000,,0,4236000,
2249,"HARTFORD",0,"RAF/PBF/FRF pre 5/1/1947 PLAN",0,1,1,0,0,0,0,,0,151,1,1521000,1521000,0,,,,"07/01/09 00:00:00",7249000,0,,0,0,
2250,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,1,0,0,0,0,,0,6,0,32482,18412,0,,,,"07/01/09 00:00:00",138427,25120,,0,203903,
2251,"HARWINTON",0,"Town of Harwinton Pension Trust",0,0,1,0,0,0,0,,0,19,0,200933,200765,0,,,,"07/01/08 00:00:00",1382125,1229001,,0,69981,
2252,"MILFORD",0,"City of Milford Retirement System",0,0,1,0,0,0,0,,0,1424,0,0,0,0,,,,"07/01/09 00:00:00",302642000,383936000,,0,-25000,
2253,"NEW FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,1,0,1,1,,0,84,0,295689,295689,0,,,,"01/01/10 00:00:00",4837156,4383678,,0,23238,
