MUNICIPALITY,NUMBERED,TOWN CODE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,PUBLIC UTILITY,APARTMENT,TOTAL REAL,REAL EXEMPTIONS,TOTAL NET REAL,TOTAL MV,MV EXEMPTIONS,TOTAL NET MV,TOTAL PERS PROP,PERS PROP EXEMPTIONS,TOTAL NET PERS PROP,TOTAL GRAND LIST,TOTAL NET GRAND LIST,OTHER
"BROOKFIELD",1.8000000000000000e+01,1.8000000000000000e+01,1.5591574500000000e+09,2.5657069000000000e+08,7.9214220000000000e+07,6.1343600000000000e+06,2.7296410000000000e+07,1.9682771700000000e+09,3.5193100000000000e+06,1.9647578600000000e+09,1.4894270000000000e+08,1.5495200000000000e+06,1.4739318000000000e+08,1.3682256900000000e+08,1.5300990000000000e+07,1.2152157900000000e+08,2.2540424390000000e+09,2.2336726190000000e+09,3.9904040000000000e+07
"BROOKLYN",1.9000000000000000e+01,1.9000000000000000e+01,3.6259292000000000e+08,4.8879300000000000e+07,3.7357000000000000e+06,2.9746000000000000e+06,1.6233940000000000e+07,4.4990297000000000e+08,2.0915300000000000e+06,4.4781144000000000e+08,5.6352118000000000e+07,8.1758800000000000e+05,5.5534530000000000e+07,4.8045775000000000e+07,2.5902600000000000e+06,4.5455515000000000e+07,5.5430086300000000e+08,5.4880148500000000e+08,1.5486510000000000e+07
"BURLINGTON",2.0000000000000000e+01,2.0000000000000000e+01,7.5345086600000000e+08,1.2883330000000000e+07,2.8356300000000000e+06,0.0000000000000000e+00,2.2073800000000000e+06,8.1598168600000000e+08,9.6255000000000000e+05,8.1501913600000000e+08,8.7453659000000000e+07,3.2821000000000000e+05,8.7125449000000000e+07,1.5521930000000000e+07,9.8196000000000000e+05,1.4539970000000000e+07,9.1895727500000000e+08,9.1668455500000000e+08,4.4604480000000000e+07
"CANAAN",2.1000000000000000e+01,2.1000000000000000e+01,1.3009625000000000e+08,4.4075000000000000e+06,9.6890000000000000e+06,4.6852000000000000e+06,0.0000000000000000e+00,1.5125765000000000e+08,2.4500000000000000e+05,1.5101265000000000e+08,8.4872800000000000e+06,1.8438000000000000e+05,8.3029000000000000e+06,1.2821400000000000e+07,1.3399500000000000e+06,1.1481450000000000e+07,1.7256633000000000e+08,1.7079700000000000e+08,2.3797000000000000e+06
"CANTERBURY",2.2000000000000000e+01,2.2000000000000000e+01,2.7714122200000000e+08,1.0776860000000000e+07,4.6821000000000000e+06,3.2741000000000000e+06,1.9063600000000000e+06,3.1191919200000000e+08,3.2830000000000000e+06,3.0863619200000000e+08,4.1743640000000000e+07,6.8953000000000000e+05,4.1054110000000000e+07,1.1092700000000000e+07,1.7380600000000000e+06,9.3546400000000000e+06,3.6475553200000000e+08,3.5904494200000000e+08,1.4138550000000000e+07
"CANTON",2.3000000000000000e+01,2.3000000000000000e+01,8.2843152000000000e+08,1.3655989000000000e+08,8.6739300000000000e+06,1.5550000000000000e+05,6.2936600000000000e+06,9.8582258000000000e+08,1.3384900000000000e+06,9.8448409000000000e+08,8.7811173000000000e+07,1.4595000000000000e+05,8.7665223000000000e+07,4.5161510000000000e+07,9.8266000000000000e+05,4.4178850000000000e+07,1.1187952630000000e+09,1.1163281630000000e+09,5.7080800000000000e+06
"CHAPLIN",2.4000000000000000e+01,2.4000000000000000e+01,1.1407786000000000e+08,8.1182000000000000e+06,1.7125000000000000e+06,0.0000000000000000e+00,2.9680000000000000e+05,1.2579156000000000e+08,4.1463000000000000e+05,1.2537693000000000e+08,1.6669840000000000e+07,7.3590000000000000e+04,1.6596250000000000e+07,4.7407380000000000e+07,5.9446000000000000e+05,4.6812920000000000e+07,1.8986878000000000e+08,1.8878610000000000e+08,1.5862000000000000e+06
"CHESHIRE",2.5000000000000000e+01,2.5000000000000000e+01,2.0067934400000000e+09,3.1992008500000000e+08,4.5965655000000000e+07,4.6427000000000000e+05,1.0169940000000000e+07,2.4028002000000000e+09,1.7189161000000000e+07,2.3856110390000000e+09,2.4884700600000000e+08,1.5667471000000000e+07,2.3317953500000000e+08,1.8491176000000000e+08,4.0035555000000000e+07,1.4487620500000000e+08,2.8365589660000000e+09,2.7636667790000000e+09,1.9486810000000000e+07
"CHESTER",2.6000000000000000e+01,2.6000000000000000e+01,3.2053262000000000e+08,5.7191900000000000e+07,1.4867730000000000e+07,2.4237100000000000e+06,2.9637200000000000e+06,4.0327613000000000e+08,1.7587320000000000e+06,4.0151739800000000e+08,2.9075770000000000e+07,1.2027000000000000e+05,2.8955500000000000e+07,2.5855610000000000e+07,1.0247874000000000e+07,1.5607736000000000e+07,4.5820751000000000e+08,4.4608063400000000e+08,5.2964500000000000e+06
"CLINTON",2.7000000000000000e+01,2.7000000000000000e+01,1.1534941310000000e+09,1.6723723900000000e+08,2.3196400000000000e+07,1.1623000000000000e+06,1.1929128000000000e+07,1.3725947180000000e+09,5.1231200000000000e+06,1.3674715980000000e+09,9.8160370000000000e+07,5.8126000000000000e+05,9.7579110000000000e+07,6.5214744000000000e+07,4.7959600000000000e+06,6.0418784000000000e+07,1.5359698320000000e+09,1.5254694920000000e+09,1.5575520000000000e+07
"COLCHESTER",2.8000000000000000e+01,2.8000000000000000e+01,8.6834580000000000e+08,9.8836990000000000e+07,9.6944000000000000e+06,5.1463000000000000e+06,2.3198900000000000e+07,1.0318402400000000e+09,2.5771600000000000e+06,1.0292630800000000e+09,1.2654301000000000e+08,1.3855510000000000e+06,1.2515745900000000e+08,5.1061890000000000e+07,3.7780000000000000e+06,4.7283890000000000e+07,1.2094451400000000e+09,1.2017044290000000e+09,2.6617850000000000e+07
"COLEBROOK",2.9000000000000000e+01,2.9000000000000000e+01,1.3284875000000000e+08,1.2511000000000000e+06,1.0043800000000000e+07,1.8230175000000000e+07,0.0000000000000000e+00,1.6508810500000000e+08,1.1660000000000000e+06,1.6392210500000000e+08,1.2749082000000000e+07,8.6160000000000000e+04,1.2662922000000000e+07,6.5351900000000000e+06,3.9700000000000000e+04,6.4954900000000000e+06,1.8437237700000000e+08,1.8308051700000000e+08,2.7142800000000000e+06
"COLUMBIA",3.0000000000000000e+01,3.0000000000000000e+01,3.8633920000000000e+08,1.5198700000000000e+07,7.0978000000000000e+06,3.3360000000000000e+05,6.4780000000000000e+05,4.1967088000000000e+08,1.1680000000000000e+06,4.1850288000000000e+08,4.5601980000000000e+07,4.1899000000000000e+05,4.5182990000000000e+07,2.5672138000000000e+07,4.3315690000000000e+06,2.1340569000000000e+07,4.9094499800000000e+08,4.8502643900000000e+08,1.0053780000000000e+07
"CORNWALL",3.1000000000000000e+01,3.1000000000000000e+01,3.3344168000000000e+08,9.6795000000000000e+06,0.0000000000000000e+00,3.4780000000000000e+05,0.0000000000000000e+00,3.6582988000000000e+08,4.0800000000000000e+05,3.6542188000000000e+08,1.3806590000000000e+07,6.2680000000000000e+04,1.3743910000000000e+07,1.0763960000000000e+07,5.4543000000000000e+05,1.0218530000000000e+07,3.9040043000000000e+08,3.8938432000000000e+08,2.2360900000000000e+07
"COVENTRY",3.2000000000000000e+01,3.2000000000000000e+01,7.9222050000000000e+08,3.3281200000000000e+07,1.4700000000000000e+06,1.4135000000000000e+06,4.8200000000000000e+04,8.2956570000000000e+08,2.8024500000000000e+06,8.2676325000000000e+08,9.3436520000000000e+07,6.0104000000000000e+05,9.2835480000000000e+07,3.7345944000000000e+07,4.9773060000000000e+06,3.2368638000000000e+07,9.6034816400000000e+08,9.5196736800000000e+08,1.1323000000000000e+06
"CROMWELL",3.3000000000000000e+01,3.3000000000000000e+01,8.6970663000000000e+08,1.8648775000000000e+08,3.7369550000000000e+07,0.0000000000000000e+00,1.3565100000000000e+06,1.1049788900000000e+09,5.0631050000000000e+06,1.0999157850000000e+09,1.1551549200000000e+08,6.5379500000000000e+05,1.1486169700000000e+08,1.4824506000000000e+08,1.1965510000000000e+07,1.3627955000000000e+08,1.3687394420000000e+09,1.3510570320000000e+09,1.0058450000000000e+07
"DANBURY",3.4000000000000000e+01,3.4000000000000000e+01,3.9802206000000000e+09,1.4027644000000000e+09,3.4452820000000000e+08,2.7877000000000000e+06,3.1525940000000000e+08,6.1843164000000000e+09,5.2198030000000000e+07,6.1321183700000000e+09,5.5316102300000000e+08,2.6763390000000000e+06,5.5048468400000000e+08,6.2747761400000000e+08,1.7983205400000000e+08,4.4764556000000000e+08,7.3649550370000000e+09,7.1302486140000000e+09,1.3875610000000000e+08
"DARIEN",3.5000000000000000e+01,3.5000000000000000e+01,7.3335526800000000e+09,6.1468076000000000e+08,3.2326000000000000e+06,5.4740000000000000e+05,3.9723670000000000e+07,8.1056320100000000e+09,8.5500000000000000e+05,8.1047770100000000e+09,2.4552448700000000e+08,3.8920000000000000e+04,2.4548556700000000e+08,1.6381055700000000e+08,1.5039570000000000e+06,1.6230660000000000e+08,8.5149670540000000e+09,8.5125691770000000e+09,1.1389490000000000e+08
"DEEP RIVER",3.6000000000000000e+01,3.6000000000000000e+01,3.7343138000000000e+08,3.2246620000000000e+07,1.6086490000000000e+07,1.8953900000000000e+06,3.1395000000000000e+06,4.3512087000000000e+08,9.9250000000000000e+05,4.3412837000000000e+08,3.5931730000000000e+07,2.0115000000000000e+05,3.5730580000000000e+07,3.8298783000000000e+07,9.1771280000000000e+06,2.9121655000000000e+07,5.0935138300000000e+08,4.9898060500000000e+08,8.3214900000000000e+06
"DERBY",3.7000000000000000e+01,3.7000000000000000e+01,4.6828332000000000e+08,1.0058352100000000e+08,8.2714100000000000e+06,5.4294000000000000e+05,1.8488360000000000e+07,6.0887665100000000e+08,3.5420000000000000e+06,6.0533465100000000e+08,7.0188848000000000e+07,4.8176000000000000e+05,6.9707088000000000e+07,4.3093784000000000e+07,2.1500720000000000e+06,4.0943712000000000e+07,7.2215928300000000e+08,7.1598545100000000e+08,1.2707100000000000e+07
"DURHAM",3.8000000000000000e+01,3.8000000000000000e+01,4.6974219500000000e+08,1.9292270000000000e+07,1.6907170000000000e+07,4.0425000000000000e+05,1.5241800000000000e+06,6.0143202500000000e+08,3.7930970000000000e+06,5.9763892800000000e+08,6.5910413000000000e+07,2.1874000000000000e+05,6.5691673000000000e+07,5.5392811000000000e+07,1.9909984000000000e+07,3.5482827000000000e+07,7.2273524900000000e+08,6.9881342800000000e+08,9.3561960000000000e+07
"EAST GRANBY",3.9000000000000000e+01,4.0000000000000000e+01,3.5853950000000000e+08,1.9842899000000000e+07,7.3846503000000000e+07,6.6680000000000000e+05,0.0000000000000000e+00,4.5499430200000000e+08,2.0152200000000000e+06,4.5297908200000000e+08,6.4316622000000000e+07,3.0036820000000000e+06,6.1312940000000000e+07,1.1345429000000000e+08,4.6230800000000000e+07,6.7223490000000000e+07,6.3276521400000000e+08,5.8151551200000000e+08,2.0986000000000000e+06
"EAST HADDAM",4.0000000000000000e+01,4.1000000000000000e+01,7.0478995000000000e+08,3.1288540000000000e+07,7.0691100000000000e+06,0.0000000000000000e+00,3.6434300000000000e+06,7.7055525000000000e+08,8.4231160000000000e+06,7.6213213400000000e+08,7.2013410000000000e+07,7.3074200000000000e+05,7.1282668000000000e+07,2.5669490000000000e+07,9.7742000000000000e+05,2.4692070000000000e+07,8.6823815000000000e+08,8.5810687200000000e+08,2.3764220000000000e+07
"EAST HAMPTON",4.1000000000000000e+01,4.2000000000000000e+01,9.0309839300000000e+08,5.4418952000000000e+07,8.0143000000000000e+06,0.0000000000000000e+00,2.5625030000000000e+06,9.9958917900000000e+08,4.3573320000000000e+06,9.9523184700000000e+08,1.0110431600000000e+08,3.4109000000000000e+05,1.0076322600000000e+08,3.5096567000000000e+07,2.4198100000000000e+06,3.2676757000000000e+07,1.1357900620000000e+09,1.1286718300000000e+09,3.1495031000000000e+07
"EAST HARTFORD",4.2000000000000000e+01,4.3000000000000000e+01,1.4522200210000000e+09,3.8444732000000000e+08,2.6132713000000000e+08,1.5684400000000000e+06,1.0906005100000000e+08,2.2341869580000000e+09,1.4719233000000000e+07,2.2194677250000000e+09,2.7573385900000000e+08,3.3605600000000000e+06,2.7237329900000000e+08,5.5214728000000000e+08,2.8641932000000000e+08,2.6572796000000000e+08,3.0620680970000000e+09,2.7575689840000000e+09,2.5563996000000000e+07
"EAST HAVEN",4.3000000000000000e+01,4.4000000000000000e+01,1.3746335600000000e+09,3.2091779000000000e+08,2.0604320000000000e+07,0.0000000000000000e+00,8.2149600000000000e+06,1.7427619600000000e+09,1.2393970000000000e+07,1.7303679900000000e+09,1.7384627900000000e+08,3.9316660000000000e+06,1.6991461300000000e+08,6.7998220000000000e+07,6.1923600000000000e+06,6.1805860000000000e+07,1.9846064590000000e+09,1.9620884630000000e+09,1.8391330000000000e+07
"EAST LYME",4.4000000000000000e+01,4.5000000000000000e+01,1.7142121910000000e+09,1.4325362800000000e+08,1.5442420000000000e+07,2.9209600000000000e+06,4.9992388000000000e+07,1.9697205170000000e+09,8.2210000000000000e+06,1.9614995170000000e+09,1.3545893000000000e+08,1.3777800000000000e+06,1.3408115000000000e+08,5.7411108000000000e+07,3.0306600000000000e+06,5.4380448000000000e+07,2.1625905550000000e+09,2.1499611150000000e+09,4.3898930000000000e+07
"EAST WINDSOR",4.5000000000000000e+01,4.7000000000000000e+01,5.0348492000000000e+08,1.7921091000000000e+08,7.1556400000000000e+07,0.0000000000000000e+00,3.8286830000000000e+07,8.0292450000000000e+08,1.0942500000000000e+06,8.0183025000000000e+08,1.0530077000000000e+08,6.2953900000000000e+06,9.9005380000000000e+07,9.7180935000000000e+07,2.9094790000000000e+07,6.8086145000000000e+07,1.0054062050000000e+09,9.6892177500000000e+08,1.0385440000000000e+07
"EASTFORD",4.6000000000000000e+01,3.9000000000000000e+01,1.0997648000000000e+08,5.9755700000000000e+06,3.0161100000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.2376818000000000e+08,7.9533500000000000e+05,1.2297284500000000e+08,1.4727210000000000e+07,1.0008000000000000e+05,1.4627130000000000e+07,1.2412249000000000e+07,5.6575500000000000e+06,6.7546990000000000e+06,1.5090763900000000e+08,1.4435467400000000e+08,4.8000200000000000e+06
"EASTON",4.7000000000000000e+01,4.6000000000000000e+01,1.1448509500000000e+09,1.1954590000000000e+07,1.4344300000000000e+06,2.2674320000000000e+07,0.0000000000000000e+00,1.1883652100000000e+09,2.8025100000000000e+06,1.1855627000000000e+09,7.8751890000000000e+07,3.5810000000000000e+05,7.8393790000000000e+07,1.7225608000000000e+07,1.1910400000000000e+06,1.6034568000000000e+07,1.2843427080000000e+09,1.2799910580000000e+09,7.4509200000000000e+06
"ELLINGTON",4.8000000000000000e+01,4.8000000000000000e+01,9.8044443200000000e+08,7.7180350000000000e+07,1.8318620000000000e+07,6.1627000000000000e+05,8.8183920000000000e+07,1.1750575520000000e+09,6.6400700000000000e+06,1.1684174820000000e+09,1.3591437700000000e+08,1.3572200000000000e+06,1.3455715700000000e+08,6.8258915000000000e+07,1.7244038000000000e+07,5.1014877000000000e+07,1.3792308440000000e+09,1.3539895160000000e+09,1.0313960000000000e+07
"ENFIELD",4.9000000000000000e+01,4.9000000000000000e+01,1.7892683300000000e+09,3.5709149000000000e+08,1.7259822000000000e+08,5.1338100000000000e+06,7.1714090000000000e+07,2.4244769600000000e+09,1.7819480000000000e+07,2.4066574800000000e+09,2.6810649000000000e+08,3.5564300000000000e+06,2.6455006000000000e+08,2.4915829000000000e+08,2.7774031000000000e+07,2.2138425900000000e+08,2.9417417400000000e+09,2.8925917990000000e+09,2.8671020000000000e+07
"ESSEX",5.0000000000000000e+01,5.0000000000000000e+01,8.0110464000000000e+08,1.1129927000000000e+08,3.3242250000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,9.4624006000000000e+08,1.5425000000000000e+06,9.4469756000000000e+08,6.8847880000000000e+07,4.1189400000000000e+06,6.4728940000000000e+07,4.9571868000000000e+07,1.4297940000000000e+07,3.5273928000000000e+07,1.0646598080000000e+09,1.0447004280000000e+09,5.9390000000000000e+05
"FAIRFIELD",5.1000000000000000e+01,5.1000000000000000e+01,8.8340739850000000e+09,1.0442654250000000e+09,4.1475406000000000e+07,3.6554210000000000e+07,1.0533180000000000e+07,1.0056473026000000e+10,2.8666180000000000e+07,1.0027806846000000e+10,5.2398331100000000e+08,2.5895400000000000e+06,5.2139377100000000e+08,3.1859544000000000e+08,2.2553910000000000e+07,2.9604153000000000e+08,1.0899051777000000e+10,1.0845242147000000e+10,8.9570820000000000e+07
"FARMINGTON",5.2000000000000000e+01,5.2000000000000000e+01,2.2733922100000000e+09,6.9176310600000000e+08,7.8671160000000000e+07,1.1590200000000000e+06,6.6762314000000000e+07,3.1423535700000000e+09,1.8940000000000000e+06,3.1404595700000000e+09,2.3439977800000000e+08,9.2122000000000000e+05,2.3347855800000000e+08,2.8769931300000000e+08,6.5853047000000000e+07,2.2184626600000000e+08,3.6644526610000000e+09,3.5957843940000000e+09,3.0605760000000000e+07
"FRANKLIN",5.3000000000000000e+01,5.3000000000000000e+01,1.0976462000000000e+08,3.3802170000000000e+07,3.9640800000000000e+06,0.0000000000000000e+00,9.8905100000000000e+05,1.5984668100000000e+08,4.0950000000000000e+05,1.5943718100000000e+08,2.1697250000000000e+07,5.0582000000000000e+05,2.1191430000000000e+07,2.3810060000000000e+07,1.9728100000000000e+06,2.1837250000000000e+07,2.0535399100000000e+08,2.0246586100000000e+08,1.1326760000000000e+07
"GLASTONBURY",5.4000000000000000e+01,5.4000000000000000e+01,2.8530097700000000e+09,4.9417241000000000e+08,7.0195130000000000e+07,6.4391000000000000e+06,3.6186640000000000e+07,3.5047872500000000e+09,4.5040000000000000e+06,3.5002832500000000e+09,3.0185534800000000e+08,8.2141000000000000e+05,3.0103393800000000e+08,1.8812791000000000e+08,1.9788920000000000e+07,1.6833899000000000e+08,3.9947705080000000e+09,3.9696561780000000e+09,4.4784200000000000e+07
"GOSHEN",5.5000000000000000e+01,5.5000000000000000e+01,4.3421733000000000e+08,1.7102670000000000e+07,5.4175000000000000e+05,2.4491700000000000e+06,1.7640000000000000e+05,4.8906757000000000e+08,1.7880000000000000e+06,4.8727957000000000e+08,3.0998230000000000e+07,9.3630000000000000e+04,3.0904600000000000e+07,1.1898890000000000e+07,1.5409300000000000e+06,1.0357960000000000e+07,5.3196469000000000e+08,5.2854213000000000e+08,3.4580250000000000e+07
"GRANBY",5.6000000000000000e+01,5.6000000000000000e+01,8.0396639000000000e+08,4.1505520000000000e+07,3.7459100000000000e+06,6.9405000000000000e+05,3.4795600000000000e+06,8.6591253000000000e+08,1.6710800000000000e+06,8.6424145000000000e+08,9.0819780000000000e+07,7.1343000000000000e+05,9.0106350000000000e+07,2.5865770000000000e+07,2.9266700000000000e+06,2.2939100000000000e+07,9.8259808000000000e+08,9.7728690000000000e+08,1.2521100000000000e+07
"GREENWICH",5.7000000000000000e+01,5.7000000000000000e+01,2.6253111960000000e+10,4.4369081260000000e+09,8.3471850000000000e+07,4.3973440000000000e+07,2.9193441200000000e+08,3.1222763948000000e+10,1.6781000000000000e+07,3.1205982948000000e+10,7.9858699600000000e+08,1.7854300000000000e+06,7.9680156600000000e+08,6.6587082000000000e+08,3.2059210000000000e+07,6.3381161000000000e+08,3.2687221764000000e+10,3.2636596124000000e+10,1.1336416000000000e+08
