Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,MERS Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,Comments,Plan NPO,footnotes,Total Pension Liability-GASB6768,Plan Fiduciary Net Position-GASB6768,Investment Rate of Return-GASB6768,Discount Rate-GASB6768,Money-Weighted Rate of Return-GASB6768,Emplyr Required ADC-GASB67,Emplyr Contribution-GASB67,Covered Employee Payroll-GASB6768,Valuation Date--GASB6768,Entry Age Method
1072,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,0,0,0,,0,503,0,,,,191927003,129663624,7.2499999999999995e-02,7.2499999999999995e-02,1.4219999999999999e-01,5140000,5140000,23382336,"2016-07-01 00:00:00",0
1073,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,0,0,"Custodians/Mechanics",1,752,0,,,,77027652,63418939,7.4999999999999997e-02,7.4999999999999997e-02,1.4269999999999999e-01,2145000,2145000,20466257,"2016-07-01 00:00:00",0
1074,"BERLIN",0,"Town of Berlin Defined Benefit Plan",0,1,0,1,0,0,0,0,,0,42,0,,,,9167967,268669,4.0000000000000001e-02,4.0000000000000001e-02,1.9500000000000000e-02,913803,700399,1452832,"2016-07-01 00:00:00",1
1075,"BETHLEHEM",0,"Town of Bethlehem LOSAP",1,0,0,0,0,0,1,0,"Volunteer Ambulance",1,106,0,,,,1541681,0,3.5600000000000000e-02,3.5600000000000000e-02,,,,,"2016-07-01 00:00:00",1
1076,"ANSONIA",0,"Police Retirement Plan",0,1,0,0,0,1,0,0,,0,20,0,,,,4414311,925755,8.0000000000000002e-02,8.0000000000000002e-02,3.8899999999999997e-02,294243,310314,,"2015-07-01 00:00:00",0
1077,"ANSONIA",0,"City Employees' Retirement Plan",0,1,0,1,0,0,0,0,,0,25,0,"See pg. 63 of audit report for investment rate of return.
See pg. 55 for City contributions.",,,4910485,2078218,7.4999999999999997e-02,7.4999999999999997e-02,4.0099999999999997e-02,297672,356918,1089169,"2015-07-01 00:00:00",0
1079,"BRANFORD",0,"Branford Police Employees Retirement Plan",0,1,0,0,0,1,0,0,,0,84,0,,,,30789493,22451018,7.0000000000000007e-02,7.0000000000000007e-02,7.1900000000000006e-02,911226,914742,3576246,"2015-07-01 00:00:00",1
1080,"BRANFORD",0,"Branford Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,226,0,,,,1286599,936327,6.7500000000000004e-02,6.7500000000000004e-02,7.5499999999999998e-02,86184,86000,,"2017-01-01 00:00:00",1
1081,"BURLINGTON",0,"Town of Burlington Employees Pension Plan",0,0,0,1,0,0,0,0,,0,27,0,,,,2981153,2104840,7.0000000000000007e-02,7.0000000000000007e-02,1.0820000000000000e-01,231827,236030,1188343,"2016-07-01 00:00:00",0
1082,"BURLINGTON",0,"Town of Burlington Constables Plan",0,0,0,0,0,1,0,0,,0,6,0,,,,892117,715977,7.0000000000000007e-02,7.0000000000000007e-02,1.0840000000000000e-01,71062,73182,449991,"2016-07-01 00:00:00",0
1083,"CLINTON",0,"Police Employees' Retirement Plan",0,0,0,0,0,1,0,0,,0,48,0,,,,20218122,12175065,7.5999999999999998e-02,7.5999999999999998e-02,7.4399999999999994e-02,888373,888373,2130000,"2016-07-01 00:00:00",1
1084,"CLINTON",0,"Board of Education Noncertified Personnel Pension Plan",0,0,0,0,0,0,0,1,,0,120,0,,,,7637814,5367226,7.0000000000000007e-02,7.0000000000000007e-02,1.5559999999999999e-01,343307,343307,2479191,"2016-07-01 00:00:00",1
1085,"CLINTON",0,"Town of Clinton Volunteer Firefighters' Pension",1,0,0,0,0,0,1,0,,0,44,0,,,,903384,37505,7.0000000000000007e-02,7.0000000000000007e-02,0.0000000000000000e+00,77105,77105,,"2016-07-01 00:00:00",0
1086,"EAST HADDAM",0,"East Haddam Volunteer Fire Plan",1,1,0,0,0,0,1,0,,0,47,0,,,,679344,572629,5.5000000000000000e-02,5.5000000000000000e-02,9.5899999999999999e-02,23504,52990,,"2015-07-01 00:00:00",1
1087,"EAST WINDSOR",0,"Town of East Windsor Pension Plan",0,0,0,1,0,0,0,0,,0,349,0,,,,30890480,23865327,6.5000000000000002e-02,6.5000000000000002e-02,1.0160000000000000e-01,946526,966582,7520064,"2016-07-01 00:00:00",0
1090,"DEEP RIVER",0,"Town of Deep River Employee's Retirement Plan",0,0,0,1,0,0,0,0,,0,32,0,,,,3987573,2695620,6.2500000000000000e-02,6.2500000000000000e-02,1.1960000000000000e-01,262962,262455,1494780,"2017-07-01 00:00:00",1
1091,"DEEP RIVER",0,"Firefighters' Merit Plan",1,0,0,0,0,0,1,0,,0,55,0,,,,768557,440507,6.2500000000000000e-02,6.2500000000000000e-02,1.2000000000000000e-01,56388,20734,,"2017-07-01 00:00:00",1
1092,"DERBY",0,"City of Derby Public Employee Retirement System",0,0,0,1,0,0,0,0,,0,186,0,,,,20116882,14666098,7.0000000000000007e-02,7.0000000000000007e-02,,969392,572000,5165262,"2015-07-01 00:00:00",0
1093,"DURHAM",0,"Retirement Plan For Employees of The Town of Durham",0,1,0,1,0,0,0,0,,0,44,0,,,,3831701,2826684,7.0000000000000007e-02,7.0000000000000007e-02,7.2200000000000000e-02,192865,192865,1391434,"2016-07-01 00:00:00",1
1094,"EASTON",0,"Town of Easton Retirement Plans I and II",0,1,0,1,0,0,0,0,,0,170,0,,,,20433583,17797335,7.0000000000000007e-02,7.0000000000000007e-02,1.1870000000000000e-01,471819,484000,3572486,"2016-07-01 00:00:00",1
1095,"FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,0,1,0,0,1,,0,1127,0,,,,230116000,191228000,7.0000000000000007e-02,7.0000000000000007e-02,1.0080000000000000e-01,3761000,3761000,30790000,"2016-07-01 00:00:00",1
1096,"FAIRFIELD",0,"Town of Fairfield Police and Fire Retirement Plan",0,0,0,0,0,1,1,0,,0,418,0,,,,204061000,176447000,7.0000000000000007e-02,7.0000000000000007e-02,1.0030000000000000e-01,3355000,3355000,16319000,"2016-07-01 00:00:00",1
1097,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,0,1,0,0,0,0,,0,4,1,,,,89640,0,,3.5000000000000003e-02,,9929,9929,,"2016-07-01 00:00:00",0
1098,"GUILFORD",0,"Town of Guilford Employees Pension Plan",0,0,0,1,0,0,0,0,,0,141,0,,,,27380700,23440933,7.0000000000000007e-02,6.7500000000000004e-02,7.0000000000000007e-02,949847,1014989,7188230,"2016-07-01 00:00:00",1
1099,"GUILFORD",0,"Town of Guilford Police Retirement Fund",0,1,0,0,0,1,0,0,,0,74,0,,,,26337015,22259182,7.0000000000000007e-02,6.7500000000000004e-02,7.0000000000000007e-02,670238,437809,2453338,"2016-07-01 00:00:00",1
1100,"GUILFORD",0,"Town of Guilford Public School Employees (Non-Certified) Pension Plan",0,0,0,0,0,0,0,1,,0,203,0,,,,16118406,12441096,7.0000000000000007e-02,6.7500000000000004e-02,7.0000000000000007e-02,905710,412737,5051980,"2016-07-01 00:00:00",1
1101,"GUILFORD",0,"Guilford Volunteer Fire Dept. Plan",1,0,0,0,0,0,1,0,,0,103,1,,,,2614350,0,,3.1000000000000000e-02,,,,,,0
1102,"HARWINTON",0,"Town of Harwinton Pension Trust",0,1,0,1,0,0,0,0,,0,20,0,,,,3911956,3342520,5.5000000000000000e-02,5.5000000000000000e-02,1.0299999999999999e-01,215375,139380,879783,"2016-07-01 00:00:00",0
1103,"MADISON",0,"Retirement Plan For The Employees of The Town of Madison",0,0,0,1,0,0,0,0,,0,359,0,,,,24779623,18014532,7.0000000000000007e-02,7.0000000000000007e-02,1.0619999999999999e-01,905263,905263,7511806,"2016-07-01 00:00:00",1
1104,"MADISON",0,"Town of Madison Police Department Retirement Plan",0,0,0,0,0,1,0,0,,0,63,0,,,,18581290,13357466,7.0000000000000007e-02,7.0000000000000007e-02,1.1150000000000000e-01,543323,543323,1701371,"2016-07-01 00:00:00",1
1105,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,0,0,1,0,,0,108,0,,,,1928220,1438550,6.7500000000000004e-02,6.7500000000000004e-02,7.6900000000000010e-02,82077,102856,,"2016-07-01 00:00:00",1
1106,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,0,1,0,0,0,0,,0,1367,0,,,,218235000,163364000,7.2499999999999995e-02,7.2499999999999995e-02,1.2420000000000000e-01,5734000,5734000,35091000,"2016-07-01 00:00:00",1
1107,"MILFORD",0,"City of Milford Retirement System",0,0,0,1,0,0,0,0,,0,1503,0,,,,403718000,333494000,7.4999999999999997e-02,7.4999999999999997e-02,1.3780000000000001e-01,7351000,5203000,45923000,"2016-07-01 00:00:00",1
1108,"NEW FAIRFIELD",0,"Town of New Fairfield Town Employees Retirement Plan",0,0,0,1,0,0,0,0,,0,87,0,,,,8866352,8046664,6.7500000000000004e-02,6.7500000000000004e-02,1.1640000000000000e-01,330339,331000,2583479,"2016-07-01 00:00:00",1
1109,"NEW FAIRFIELD",0,"New Fairfield Board of Education Retirement Income Plan",0,0,0,0,0,0,0,1,,0,186,0,,,,7874816,7772446,6.2500000000000000e-02,6.2500000000000000e-02,8.7999999999999995e-02,282644,282644,3713678,"2016-07-01 00:00:00",1
1110,"NEW LONDON",0,"City of New London Noncontributory Pension Program",0,1,0,1,0,0,0,0,,0,33,1,,,,6877435,0,3.5799999999999998e-02,3.5799999999999998e-02,0.0000000000000000e+00,877000,685802,0,"2015-07-01 00:00:00",1
1111,"NEW LONDON",0,"City of New London Contributory Pension Program",0,0,0,1,0,0,0,0,,0,310,0,,,,46703653,30274069,6.1300000000000000e-02,6.1300000000000000e-02,8.6999999999999994e-02,979000,404486,2809411,"2015-07-01 00:00:00",1
1112,"NEW MILFORD",0,"Town of New Milford Pension Plan",0,0,0,1,0,0,0,0,,0,748,0,,,,69930965,55273171,7.4999999999999997e-02,7.4999999999999997e-02,9.5200000000000007e-02,2746760,2746760,19145426,"2016-07-01 00:00:00",1
1113,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,1,0,1,0,0,0,0,,0,300,0,,,,44613000,23762000,7.2499999999999995e-02,7.2499999999999995e-02,1.3360000000000000e-01,1695000,1695000,6603000,"2016-07-01 00:00:00",1
1118,"SIMSBURY",0,"General Government Retirement Income Plan",0,0,0,0,1,0,0,0,,0,249,0,,,,29667902,23295414,7.0000000000000007e-02,7.0000000000000007e-02,1.2089999999999999e-01,877663,877664,6870896,"2016-07-01 00:00:00",1
1119,"SIMSBURY",0,"Police Retirement Income Plan",0,0,0,0,0,1,0,0,,0,71,0,,,,19539296,16266199,7.0000000000000007e-02,7.0000000000000007e-02,1.2000000000000000e-01,677434,677434,3143684,"2016-07-01 00:00:00",1
1120,"SIMSBURY",0,"Board of Education Retirement Income Plan",0,0,0,0,0,0,0,1,,0,356,0,,,,28197586,21132815,7.0000000000000007e-02,7.0000000000000007e-02,1.2070000000000000e-01,1112035,1112035,7766728,"2016-07-01 00:00:00",1
1114,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,0,0,1,0,0,,0,126,0,,,,64524000,41206000,7.2499999999999995e-02,7.2499999999999995e-02,1.3310000000000000e-01,3486000,3515000,5828000,"2016-07-01 00:00:00",1
1115,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,1,0,1,0,0,0,0,,0,43,0,,,,12030000,5558000,7.2499999999999995e-02,7.2499999999999995e-02,1.3370000000000001e-01,455000,455000,899000,"2016-07-01 00:00:00",1
1116,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,1,0,0,0,0,1,0,,0,115,0,,,,1416000,559000,5.9999999999999998e-02,5.9999999999999998e-02,9.8699999999999996e-02,125000,125000,,"2015-07-01 00:00:00",1
1121,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,1,0,1,0,0,0,0,,0,83,0,,,,13696721,4104688,6.2500000000000000e-02,5.2199999999999996e-02,2.7000000000000003e-02,655422,535642,698640,"2016-07-01 00:00:00",0
1122,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,1,0,0,0,0,0,1,,0,70,0,,,,7516957,4793693,6.2500000000000000e-02,6.2500000000000000e-02,2.7000000000000003e-02,293169,343169,1248150,"2016-07-01 00:00:00",0
1123,"BROOKLYN",0,"Fire Department Service Award Program For Town of Brooklyn",1,0,0,0,0,0,1,0,,0,84,0,,,,927280,39516,3.5799999999999998e-02,3.5799999999999998e-02,0.0000000000000000e+00,101174,80110,,"2017-06-30 00:00:00",1
1124,"BROOKLYN",0,"Retirement Plan For Town of Brooklyn",0,0,0,1,0,0,0,0,,0,119,0,,,,6194057,4494113,7.0000000000000007e-02,7.0000000000000007e-02,9.7799999999999998e-02,302944,302944,2515996,"2016-07-01 00:00:00",0
1125,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,0,1,0,0,0,0,,0,182,0,,,,44403410,26252949,7.0000000000000007e-02,7.0000000000000007e-02,1.1539999999999999e-01,1820733,1820733,4540844,"2016-07-01 00:00:00",1
1126,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,0,0,1,,0,161,0,,,,16742769,13295535,7.0000000000000007e-02,7.0000000000000007e-02,1.1640000000000000e-01,549460,549460,3274814,"2016-07-01 00:00:00",1
1127,"WARREN",0,"Town of Warren Pension Plan",0,1,0,1,0,0,0,0,,0,13,0,,,,873295,513094,5.9999999999999998e-02,5.9999999999999998e-02,6.9699999999999998e-02,48869,58000,195802,"2016-07-01 00:00:00",0
1128,"WASHINGTON",0,"Town of Washington Retirement Plan",0,1,0,1,0,0,0,0,,0,50,0,,,,3801066,3434842,5.5000000000000000e-02,5.5000000000000000e-02,1.1609999999999999e-01,149687,140000,880632,"2016-01-01 00:00:00",0
1129,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,0,0,1,0,0,,0,64,0,,,,28825031,20831374,7.2499999999999995e-02,7.2499999999999995e-02,1.0199999999999999e-01,981681,981681,3460441,"2016-01-01 00:00:00",1
1130,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,0,1,0,0,0,0,,0,242,0,,,,24359989,21545320,7.2499999999999995e-02,7.2499999999999995e-02,1.1199999999999999e-01,446566,446566,6363036,"2016-01-01 00:00:00",1
1132,"WEST HAVEN",0,"City of West Haven Allingtown Fire District Plan",0,1,0,0,0,0,1,0,,0,49,0,,,,29183167,6498293,6.7500000000000004e-02,6.7500000000000004e-02,7.5300000000000006e-02,2009923,1691815,1689604,"2015-07-01 00:00:00",1
1133,"WILTON",0,"Wilton Employees' Retirement Plan",0,1,0,1,0,0,0,0,,0,545,0,,,,115905267,111048440,6.8750000000000006e-02,6.8750000000000006e-02,1.1930000000000000e-01,2278522,2392448,17102432,"2016-07-01 00:00:00",1
1134,"WOODBURY",0,"Town of Woodbury Pension Plan",0,0,0,1,0,0,0,0,,0,97,0,,,,11781210,6285143,7.2499999999999995e-02,7.2499999999999995e-02,1.2340000000000000e-01,538868,575000,2785050,,1
1135,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan",0,0,0,1,0,0,0,0,,0,21,0,,,,2528942,2079162,7.0000000000000007e-02,7.0000000000000007e-02,8.2199999999999995e-02,,104319,580287,"2016-07-01 00:00:00",1
1136,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan- Volunteer Fire Company",1,0,0,0,0,0,1,0,,0,95,0,,,,1989541,1155610,7.0000000000000007e-02,7.0000000000000007e-02,8.3900000000000002e-02,,128000,,"2016-07-01 00:00:00",1
1137,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,1,0,1,0,0,0,0,,0,102,0,,,,5071179,3582775,7.4999999999999997e-02,7.4999999999999997e-02,1.2440000000000000e-01,281633,281633,1919240,"2015-07-01 00:00:00",1
1138,"NORTH HAVEN",0,"Pension Plan For General Employees of The Town of North Haven",0,0,0,0,1,0,0,1,,0,367,0,,,,66767969,55736043,7.0000000000000007e-02,7.0000000000000007e-02,1.1190000000000000e-01,2523029,2397367,6928764,"2016-07-01 00:00:00",1
1139,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,0,0,1,0,0,,0,92,0,,,,36577961,25301844,7.0000000000000007e-02,7.0000000000000007e-02,1.4520000000000000e-01,1528888,1349295,2044642,"2016-06-30 00:00:00",1
1140,"NORTH HAVEN",0,"Town of North Haven Firefighters'  Pension Plan",0,0,0,0,0,0,1,0,,0,57,0,,,,23078950,16029787,7.0000000000000007e-02,7.0000000000000007e-02,1.1190000000000000e-01,909328,845601,2273343,"2016-07-01 00:00:00",1
1141,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,0,0,1,0,,0,81,0,,,,881611,961016,6.7500000000000004e-02,6.7500000000000004e-02,9.1300000000000006e-02,21356,21356,,"2016-07-01 00:00:00",1
1142,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,0,0,"Elected Officials",1,5,1,,,,2215675,0,2.8500000000000001e-02,3.5799999999999998e-02,,188991,146656,194195,"2016-07-01 00:00:00",1
1222,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,1,0,1,0,0,0,1,,0,507,0,"L/T ROR - In middle of p. 56--The Geometric Real Return Column.",,,56432119,42781527,7.4999999999999997e-02,7.4999999999999997e-02,9.8499999999999990e-02,1773905,1773905,12000249,"2016-07-01 00:00:00",1
1223,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,1,0,0,0,1,0,0,,0,85,0,"L/T ROR - In middle of p. 56--The Geometric Real Return Column.",,,46084597,25684005,7.4999999999999997e-02,7.4999999999999997e-02,9.6600000000000005e-02,1456934,1302765,3687620,"2016-07-01 00:00:00",1
1224,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,104,0,"L/T ROR - In middle of p. 56--The Geometric Real Return Column.",,,3666882,1665766,7.4999999999999997e-02,7.4999999999999997e-02,1.2240000000000001e-01,270278,270278,,"2016-07-01 00:00:00",1
1225,"DANBURY",0,"General Employees' Pension Plan",0,0,0,1,0,0,0,0,,0,1102,0,,,,151297368,104003430,7.2499999999999995e-02,7.2499999999999995e-02,9.8100000000000007e-02,4709000,4709000,26357000,"2015-07-01 00:00:00",1
1226,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,23,0,,,,5941537,1781415,7.2499999999999995e-02,7.2499999999999995e-02,8.4000000000000005e-02,721000,721000,,"2016-07-01 00:00:00",1
1227,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,0,1,0,,0,17,0,,,,5391308,2214964,7.2499999999999995e-02,7.2499999999999995e-02,8.9700000000000002e-02,468000,468000,,"2016-07-01 00:00:00",1
1228,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,97,0,,,,56005182,41382235,7.2499999999999995e-02,7.2499999999999995e-02,9.8100000000000007e-02,843000,843000,715579,"2016-07-01 00:00:00",1
1229,"DANBURY",0,"Post 1967 Fire Pension Plan",0,1,0,0,0,0,1,0,,0,191,0,,,,94122024,71143103,7.2499999999999995e-02,7.2499999999999995e-02,9.8400000000000001e-02,2531000,2531172,8067582,"2016-07-01 00:00:00",1
1230,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,0,0,1,0,0,,0,188,0,"+",,,56777118,34422829,7.2499999999999995e-02,7.2499999999999995e-02,9.6500000000000002e-02,2455000,2457933,10551667,"2016-07-01 00:00:00",1
1231,"DANBURY",0,"Post 2011 Fire Pension Plan",0,0,0,0,0,0,1,0,,0,18,0,,,,399057,374865,7.2499999999999995e-02,7.2499999999999995e-02,6.6900000000000001e-02,43000,45539,878480,"2016-07-01 00:00:00",1
1232,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,0,0,1,0,0,0,0,,0,252,0,,,,26542383,20732706,7.0000000000000007e-02,7.0000000000000007e-02,1.2700000000000000e-01,1074721,1023637,9173350,"2017-01-01 00:00:00",1
1233,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,0,0,1,0,0,0,0,,0,980,0,,,,74862330,69371842,7.0000000000000007e-02,7.0000000000000007e-02,1.0400000000000001e-01,2084038,2084038,21718142,"2016-07-01 00:00:00",1
1234,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,0,0,1,0,0,,0,178,0,,,,68524324,59958752,7.0000000000000007e-02,7.0000000000000007e-02,1.0800000000000001e-01,1913881,1913881,6472133,"2016-07-01 00:00:00",1
1235,"GROTON (CITY OF)",0,"City of Groton Retirement Plan",0,0,0,1,0,0,0,0,,0,348,0,,,,84663011,79398739,,7.2499999999999995e-02,1.1080000000000000e-01,1117900,1147616,14714020,"2016-07-01 00:00:00",1
1236,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,0,0,1,0,0,0,0,,0,47,0,"Covered payroll--Used amount from page 44 consistent with last year.",,,5267749,4376923,6.5000000000000002e-02,6.5000000000000002e-02,1.1050000000000000e-01,255222,273000,1027021,"2017-01-01 00:00:00",0
1237,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,0,0,1,0,,0,135,0,,,,2093644,1599931,6.5000000000000002e-02,6.5000000000000002e-02,1.1150000000000000e-01,96615,96615,,"2016-07-01 00:00:00",1
1238,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,0,0,1,0,0,0,0,,0,171,0,,,,5836980,6100247,7.0000000000000007e-02,7.0000000000000007e-02,6.9800000000000001e-02,130480,130480,2459376,"2015-07-01 00:00:00",1
1239,"LEDYARD",0,"Town of Ledyard Pension Plan",0,0,0,1,0,0,0,0,,0,209,0,,,,28476193,21826192,6.2500000000000000e-02,6.2500000000000000e-02,9.5000000000000001e-02,1057393,1057393,5809341,"2017-06-30 00:00:00",1
1241,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,0,0,1,0,0,0,,0,134,0,,,,12306023,11323214,6.7500000000000004e-02,6.7500000000000004e-02,1.0929999999999999e-01,389752,390000,3714813,"2016-07-01 00:00:00",1
1242,"MONROE",0,"Town of Monroe Board of Education Plan",0,0,0,0,0,0,0,1,,0,162,0,,,,13101659,11311657,6.7500000000000004e-02,6.7500000000000004e-02,1.0910000000000000e-01,385429,385429,4020077,"2016-07-01 00:00:00",1
1245,"NEW HAVEN",0,"City Employees' Retirement Fund of New Haven",0,0,0,1,0,0,0,0,,0,2131,0,"Note:  Components of Net Pension Liability, etc. came from page 57.",,,473157311,161904465,7.7499999999999999e-02,7.7499999999999999e-02,8.1799999999999998e-02,19904911,20400121,53237062,"2016-07-01 00:00:00",1
1246,"NEW HAVEN",0,"Pension Fund For New Haven Policemen And Firemen",0,0,0,0,0,1,1,0,,0,1916,0,"Note:  Components of Net Pension Liability, etc. came from page 65.",,,793266199,327394234,7.7499999999999999e-02,7.7499999999999999e-02,1.3710000000000000e-01,27081778,27536158,61714054,"2016-07-01 00:00:00",1
1247,"NORFOLK",0,"Town of Norfolk Pension Plan",0,1,0,1,0,0,0,0,,0,30,0,,,,1496539,2058377,5.9999999999999998e-02,5.9999999999999998e-02,1.0890000000000001e-01,12602,10000,,"2017-07-01 00:00:00",0
1248,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Municipal Employees",0,1,0,1,0,0,0,0,,0,93,0,,,,8993428,4274748,7.0000000000000007e-02,7.0000000000000007e-02,1.8000000000000000e-03,337198,337198,1083439,"2016-07-01 00:00:00",1
1249,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Police",0,0,0,0,0,1,0,0,,0,35,0,,,,10894642,5533430,7.0000000000000007e-02,7.0000000000000007e-02,3.9000000000000003e-03,811023,811023,2089945,"2016-07-01 00:00:00",1
1143,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Town",0,0,0,0,1,0,0,1,,0,656,0,,,,57001996,57978936,6.7500000000000004e-02,6.7500000000000004e-02,1.1640000000000000e-01,1426783,1507842,13160842,"2016-07-01 00:00:00",1
1144,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Police Plan",0,1,0,0,0,1,0,0,,0,73,0,,,,30950249,30598205,6.7500000000000004e-02,6.7500000000000004e-02,1.1640000000000000e-01,547767,507570,2753273,"2016-07-01 00:00:00",1
