Municipality,Numbered,ADM 2007-08,NCE 2007-08
"GROTON             ",5.9000000000000000e+01,5.3238400000000001e+03,7.0668665000000000e+07
"GROTON (City of)",6.0000000000000000e+01,,
"GUILFORD           ",6.1000000000000000e+01,3.8457300000000000e+03,4.6376385000000000e+07
"HADDAM             ",6.2000000000000000e+01,1.3985999999999999e+03,1.6971446000000000e+07
"HAMDEN             ",6.3000000000000000e+01,7.1002900000000000e+03,9.2507433000000000e+07
"HAMPTON            ",6.4000000000000000e+01,2.4553000000000000e+02,3.9345570000000000e+06
"HARTFORD           ",6.5000000000000000e+01,2.2341549999999999e+04,3.5092207200000000e+08
"HARTLAND           ",6.6000000000000000e+01,3.3906999999999999e+02,4.3748610000000000e+06
"HARWINTON          ",6.7000000000000000e+01,9.4938000000000000e+02,1.0104222000000000e+07
"HEBRON             ",6.8000000000000000e+01,2.0888899999999999e+03,2.1564802000000000e+07
"KENT               ",6.9000000000000000e+01,3.5343000000000001e+02,5.8128090000000000e+06
"KILLINGLY          ",7.0000000000000000e+01,2.6412100000000000e+03,3.3222263000000000e+07
"KILLINGWORTH       ",7.1000000000000000e+01,1.1681400000000001e+03,1.4174907000000000e+07
"LEBANON            ",7.2000000000000000e+01,1.3465200000000000e+03,1.4151662000000000e+07
"LEDYARD            ",7.3000000000000000e+01,2.7574299999999998e+03,3.0802510000000000e+07
"LISBON             ",7.4000000000000000e+01,8.1480999999999995e+02,8.7187030000000000e+06
"LITCHFIELD         ",7.5000000000000000e+01,1.2478000000000000e+03,1.6016431000000000e+07
"LYME               ",7.6000000000000000e+01,3.1898000000000002e+02,4.9800400000000000e+06
"MADISON            ",7.7000000000000000e+01,3.8685900000000001e+03,4.1658974000000000e+07
"MANCHESTER         ",7.8000000000000000e+01,7.4118100000000004e+03,9.6044715000000000e+07
"MANSFIELD          ",7.9000000000000000e+01,1.9662500000000000e+03,2.9226105000000000e+07
"MARLBOROUGH        ",8.0000000000000000e+01,1.1864000000000001e+03,1.2785320000000000e+07
"MERIDEN            ",8.1000000000000000e+01,9.6214300000000003e+03,1.1273869800000000e+08
"MIDDLEBURY         ",8.2000000000000000e+01,1.3349800000000000e+03,1.5161820000000000e+07
"MIDDLEFIELD        ",8.3000000000000000e+01,7.4925000000000000e+02,9.2941250000000000e+06
"MIDDLETOWN         ",8.4000000000000000e+01,5.1992200000000003e+03,6.7611419000000000e+07
"MILFORD            ",8.5000000000000000e+01,7.3717799999999997e+03,9.7142129000000000e+07
"MONROE             ",8.6000000000000000e+01,4.1834300000000003e+03,4.5682089000000000e+07
"MONTVILLE          ",8.7000000000000000e+01,2.9313899999999999e+03,3.3882962000000000e+07
"MORRIS             ",8.8000000000000000e+01,3.8569999999999999e+02,5.2898370000000000e+06
"NAUGATUCK          ",8.9000000000000000e+01,5.1320299999999997e+03,6.0754969000000000e+07
"NEW BRITAIN        ",9.0000000000000000e+01,1.0985910000000000e+04,1.3003503700000000e+08
"NEW CANAAN         ",9.1000000000000000e+01,4.1102799999999997e+03,6.6169729000000000e+07
"NEW FAIRFIELD      ",9.2000000000000000e+01,3.0065999999999999e+03,3.2377963000000000e+07
"NEW HARTFORD       ",9.3000000000000000e+01,1.1418099999999999e+03,1.3572097000000000e+07
"NEW HAVEN          ",9.4000000000000000e+01,1.8546950000000001e+04,2.9739169400000000e+08
"NEW LONDON         ",9.5000000000000000e+01,3.3788600000000001e+03,4.6401462000000000e+07
"NEW MILFORD        ",9.6000000000000000e+01,4.9187799999999997e+03,5.3368310000000000e+07
"NEWINGTON          ",9.7000000000000000e+01,4.5532100000000000e+03,5.4016356000000000e+07
"NEWTOWN            ",9.8000000000000000e+01,5.7470699999999997e+03,6.2704301000000000e+07
"NORFOLK            ",9.9000000000000000e+01,2.6587000000000000e+02,3.7156450000000000e+06
"NORTH BRANFORD     ",1.0000000000000000e+02,2.5305599999999999e+03,2.6590286000000000e+07
"NORTH CANAAN       ",1.0100000000000000e+02,4.7425000000000000e+02,6.9217900000000000e+06
"NORTH HAVEN        ",1.0200000000000000e+02,3.9020999999999999e+03,4.1317669000000000e+07
"NORTH STONINGTON   ",1.0300000000000000e+02,8.2290999999999997e+02,1.1208884000000000e+07
"NORWALK            ",1.0400000000000000e+02,1.0608330000000000e+04,1.5582885300000000e+08
"NORWICH            ",1.0500000000000000e+02,5.5895100000000002e+03,7.0518238000000000e+07
"OLD LYME           ",1.0600000000000000e+02,1.2413499999999999e+03,1.9380438000000000e+07
"OLD SAYBROOK       ",1.0700000000000000e+02,1.6265599999999999e+03,1.9424157000000000e+07
"ORANGE             ",1.0800000000000000e+02,2.5375200000000000e+03,3.1406123000000000e+07
"OXFORD             ",1.0900000000000000e+02,2.1671199999999999e+03,2.3161572000000000e+07
"PLAINFIELD         ",1.1000000000000000e+02,2.5872300000000000e+03,2.9960280000000000e+07
"PLAINVILLE         ",1.1100000000000000e+02,2.6057300000000000e+03,3.1894246000000000e+07
"PLYMOUTH           ",1.1200000000000000e+02,2.0266500000000001e+03,2.1208707000000000e+07
"POMFRET            ",1.1300000000000000e+02,7.7864999999999998e+02,8.6722450000000000e+06
"PORTLAND           ",1.1400000000000000e+02,1.4511199999999999e+03,1.7434332000000000e+07
"PRESTON            ",1.1500000000000000e+02,7.5808000000000004e+02,1.0040553000000000e+07
"PROSPECT           ",1.1600000000000000e+02,1.6440000000000000e+03,1.7784473000000000e+07
"PUTNAM             ",1.1700000000000000e+02,1.2989700000000000e+03,1.6502137000000000e+07
"REDDING            ",1.1800000000000000e+02,1.8088900000000001e+03,2.7010789000000000e+07
"RIDGEFIELD         ",1.1900000000000000e+02,5.5734799999999996e+03,7.1039193000000000e+07
"ROCKY HILL         ",1.2000000000000000e+02,2.6261900000000001e+03,3.0019961000000000e+07
"ROXBURY            ",1.2100000000000000e+02,3.1400000000000000e+02,5.4549840000000000e+06
"SALEM              ",1.2200000000000000e+02,8.0636000000000001e+02,9.5526300000000000e+06
"SALISBURY          ",1.2300000000000000e+02,4.1762000000000000e+02,7.1410430000000000e+06
"SCOTLAND           ",1.2400000000000000e+02,2.6539999999999998e+02,3.8820870000000000e+06
"SEYMOUR            ",1.2500000000000000e+02,2.5544200000000001e+03,2.6559203000000000e+07
"SHARON             ",1.2600000000000000e+02,3.2716000000000003e+02,5.9665180000000000e+06
"SHELTON            ",1.2700000000000000e+02,5.7133800000000001e+03,6.2347435000000000e+07
"SHERMAN            ",1.2800000000000000e+02,6.4211000000000001e+02,7.7132520000000000e+06
"SIMSBURY           ",1.2900000000000000e+02,4.9673900000000003e+03,5.8310396000000000e+07
"SOMERS             ",1.3000000000000000e+02,1.7063900000000001e+03,1.8430490000000000e+07
"SOUTH WINDSOR      ",1.3100000000000000e+02,5.0828500000000004e+03,5.7201195000000000e+07
"SOUTHBURY          ",1.3200000000000000e+02,3.2740700000000002e+03,3.7184722000000000e+07
"SOUTHINGTON        ",1.3300000000000000e+02,6.8823999999999996e+03,7.6356413000000000e+07
"SPRAGUE            ",1.3400000000000000e+02,4.6408999999999997e+02,6.0933020000000000e+06
"STAFFORD           ",1.3500000000000000e+02,1.9261900000000001e+03,2.3562889000000000e+07
"STAMFORD           ",1.3600000000000000e+02,1.5029570000000000e+04,2.2730108700000000e+08
"STERLING           ",1.3700000000000000e+02,6.7538999999999999e+02,7.3170840000000000e+06
"STONINGTON         ",1.3800000000000000e+02,2.5782399999999998e+03,2.9820043000000000e+07
"STRATFORD          ",1.3900000000000000e+02,7.6532100000000000e+03,8.7193496000000000e+07
"SUFFIELD           ",1.4000000000000000e+02,2.4970000000000000e+03,2.7108010000000000e+07
"THOMASTON          ",1.4100000000000000e+02,1.3646400000000001e+03,1.4045840000000000e+07
"THOMPSON           ",1.4200000000000000e+02,1.4741900000000001e+03,1.5701038000000000e+07
"TOLLAND            ",1.4300000000000000e+02,3.2076700000000001e+03,3.2082654000000000e+07
"TORRINGTON         ",1.4400000000000000e+02,4.9238800000000001e+03,5.9628398000000000e+07
"TRUMBULL           ",1.4500000000000000e+02,6.8575000000000000e+03,7.8828331000000000e+07
"UNION              ",1.4600000000000000e+02,1.0900000000000000e+02,1.2941280000000000e+06
"VERNON             ",1.4700000000000000e+02,3.7533200000000002e+03,4.5562615000000000e+07
"VOLUNTOWN          ",1.4800000000000000e+02,4.3619000000000000e+02,5.8311480000000000e+06
"WALLINGFORD        ",1.4900000000000000e+02,6.9576000000000004e+03,8.1543479000000000e+07
"WARREN             ",1.5000000000000000e+02,1.9903999999999999e+02,2.7298140000000000e+06
"WASHINGTON         ",1.5100000000000000e+02,4.6774000000000001e+02,8.1258420000000000e+06
"WATERBURY          ",1.5200000000000000e+02,1.7776389999999999e+04,2.2597925500000000e+08
"WATERFORD          ",1.5300000000000000e+02,3.3170900000000001e+03,3.9266799000000000e+07
"WATERTOWN          ",1.5400000000000000e+02,3.3995000000000000e+03,3.3255697000000000e+07
"WEST HARTFORD      ",1.5500000000000000e+02,9.9992600000000002e+03,1.1951126800000000e+08
"WEST HAVEN         ",1.5600000000000000e+02,7.3455400000000000e+03,8.0935880000000000e+07
"WESTBROOK          ",1.5700000000000000e+02,9.9496000000000004e+02,1.2568497000000000e+07
"WESTON             ",1.5800000000000000e+02,2.5805000000000000e+03,4.1808029000000000e+07
"WESTPORT           ",1.5900000000000000e+02,5.6891400000000003e+03,8.9338658000000000e+07
"WETHERSFIELD       ",1.6000000000000000e+02,3.9212199999999998e+03,4.6509871000000000e+07
"WILLINGTON         ",1.6100000000000000e+02,8.5267999999999995e+02,1.1012345000000000e+07
"WILTON             ",1.6200000000000000e+02,4.3852600000000002e+03,6.3593297000000000e+07
"WINCHESTER         ",1.6300000000000000e+02,1.5194000000000001e+03,2.0946997000000000e+07
"WINDHAM            ",1.6400000000000000e+02,3.5669200000000001e+03,4.7078691000000000e+07
"WINDSOR            ",1.6500000000000000e+02,4.5601700000000001e+03,5.7216761000000000e+07
"WINDSOR LOCKS      ",1.6600000000000000e+02,1.9638599999999999e+03,2.6184567000000000e+07
"WOLCOTT            ",1.6700000000000000e+02,3.2428099999999999e+03,3.0982490000000000e+07
"WOODBRIDGE         ",1.6800000000000000e+02,1.6201300000000001e+03,2.1946461000000000e+07
"WOODBURY           ",1.6900000000000000e+02,1.4836300000000001e+03,1.9075780000000000e+07
"WOODSTOCK          ",1.7000000000000000e+02,1.4209800000000000e+03,1.4645450000000000e+07
,,,
,,,
