Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,MERS Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,Comments,Plan NPO,footnotes,Total Pension Liability-GASB6768,Plan Fiduciary Net Position-GASB6768,Investment Rate of Return-GASB6768,Discount Rate-GASB6768,Money-Weighted Rate of Return-GASB6768,Emplyr Required ADC-GASB67,Emplyr Contribution-GASB67,Covered Employee Payroll-GASB6768,Valuation Date--GASB6768,Entry Age Method
449,"EASTON",0,"Town of Easton Retirement Plans I and II",0,0,0,0,1,0,0,1,,0,182,0,,,,16966947,16724248,7.0000000000000007e-02,7.0000000000000007e-02,1.6819999999999999e-01,517104,620000,4043303,"2013-07-01 00:00:00",1
450,"FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,0,1,0,0,1,,0,1127,0,,,,180206000,182008000,7.4999999999999997e-02,7.4999999999999997e-02,1.6070000000000001e-01,4935000,4935000,34865000,"2013-07-01 00:00:00",1
451,"FAIRFIELD",0,"Town of Fairfield Police and Fire Retirement Plan",0,0,0,0,0,1,1,0,,0,407,0,,,,176140000,171170000,7.4999999999999997e-02,7.4999999999999997e-02,1.6050000000000000e-01,3920000,3955000,14283000,"2013-07-01 00:00:00",1
452,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,0,1,0,0,0,0,,0,4,1,,,,93752,0,7.4999999999999997e-02,4.2900000000000001e-02,,12778,11684,,"2013-07-01 00:00:00",0
453,"GROTON (City of)",0,"City of Groton Retirement Plan",0,0,0,1,0,0,0,0,,0,341,0,,,,72547719,75273240,7.4999999999999997e-02,7.4999999999999997e-02,1.4970000000000000e-01,2313700,1233934,15121066,"2013-07-01 00:00:00",1
454,"GUILFORD",0,"Town of Guilford Employees Pension Plan",0,0,0,1,0,0,0,0,,0,149,0,,,,19241479,19447989,7.0000000000000007e-02,7.0000000000000007e-02,1.4119999999999999e-01,742014,1618778,7320654,"2013-07-01 00:00:00",1
455,"GUILFORD",0,"Town of Guilford Police Retirement Fund",0,0,0,0,0,1,0,0,,0,77,0,,,,21060025,19785222,7.0000000000000007e-02,7.0000000000000007e-02,1.4119999999999999e-01,520249,1833365,3063365,"2013-07-01 00:00:00",1
456,"GUILFORD",0,"Town of Guilford Public School Employees (Non-Certified) Pension Plan",0,0,0,0,0,0,0,1,,0,224,0,,,,12214241,12020555,7.0000000000000007e-02,7.0000000000000007e-02,1.4119999999999999e-01,539550,191700,5704347,"2013-07-01 00:00:00",1
457,"HARTFORD",0,"City MERF",0,0,0,1,0,0,0,0,,0,5408,0,,,,1315265000,1062551000,7.7499999999999999e-02,7.7499999999999999e-02,1.4050000000000001e-01,42710000,42710000,144648000,"2013-07-01 00:00:00",1
458,"HARTFORD",0,"RAF/PBF/FRF pre 5/1/1947 PLAN",0,1,0,1,0,0,0,0,,0,94,1,"Pay-as-you-go funding, no plan assets.",,,6173000,0,,3.7499999999999999e-02,,837000,837000,,"2013-07-01 00:00:00",0
459,"HARWINTON",0,"Town of Harwinton Pension Trust",0,0,0,1,0,0,0,0,,0,23,0,,,,3177622,3061271,7.4999999999999997e-02,7.4999999999999997e-02,1.5020000000000000e-01,171839,247609,1053479,"2013-07-01 00:00:00",0
460,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan",0,0,0,1,0,0,0,0,,0,23,0,,,,2426383,2104716,7.0000000000000007e-02,7.0000000000000007e-02,1.3150899999999999e-01,103430,114426,702696,"2013-07-01 00:00:00",1
461,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan- Volunteer Fire Company",1,0,0,0,0,0,1,0,,0,97,0,,,,1790524,951835,7.0000000000000007e-02,7.0000000000000007e-02,1.3941200000000001e-01,120065,83100,,"2013-07-01 00:00:00",1
462,"MADISON",0,"Retirement Plan For The Employees of The Town of Madison",0,0,0,0,1,0,0,1,,0,338,0,,,,20591324,16703296,7.2499999999999995e-02,7.2499999999999995e-02,1.5470000000000000e-01,861970,1611970,7111945,"2014-06-30 00:00:00",1
463,"MADISON",0,"Town of Madison Police Department Retirement Plan",0,0,0,0,0,1,0,0,,0,70,0,,,,17145801,13680896,7.2499999999999995e-02,7.2499999999999995e-02,1.5420000000000000e-01,465297,465297,1684653,"2014-06-30 00:00:00",1
464,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,0,0,1,0,,0,102,0,,,,1863439,1318724,5.9999999999999998e-02,5.9999999999999998e-02,5.9999999999999998e-02,115368,115368,,"2014-06-30 00:00:00",1
437,"BERLIN",0,"Town of Berlin Defined Benefit Plan",0,1,0,1,0,0,0,0,,0,57,0,,,,6771663,1444571,7.0000000000000007e-02,7.0000000000000007e-02,2.0230000000000001e-02,935628,700000,1958991,"2013-07-01 00:00:00",1
465,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,0,1,0,0,0,0,,0,1467,0,,,,192759000,158033000,7.4999999999999997e-02,7.4999999999999997e-02,1.4190000000000000e-01,5124000,5124000,33572000,"2014-06-30 00:00:00",1
466,"MILFORD",0,"City of Milford Retirement System",0,0,0,1,0,0,0,0,,0,1465,0,,,,353977000,354294000,8.0000000000000002e-02,8.0000000000000002e-02,1.3780000000000001e-01,2225000,2225000,42773000,"2013-07-01 00:00:00",0
467,"MORRIS",0,"Town of Morris Pension Plan",0,0,0,1,0,0,0,0,,0,11,0,,,,1163931,1016140,7.0000000000000007e-02,7.0000000000000007e-02,1.3710000000000000e-01,40427,42072,315112,"2014-01-01 00:00:00",0
468,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,44,0,,,,138063,123001,8.0000000000000002e-02,8.0000000000000002e-02,9.7799999999999998e-02,3780,5640,,"2014-01-01 00:00:00",0
469,"NEW FAIRFIELD",0,"Town of New Fairfield Town Employees Retirement Plan",0,0,0,1,0,0,0,0,,0,85,0,,,,7179425,6792216,6.7500000000000004e-02,6.7500000000000004e-02,1.5590000000000001e-01,279785,137000,2445222,"2014-01-01 00:00:00",1
470,"NEW FAIRFIELD",0,"New Fairfield Board of Education Retirement Income Plan",0,0,0,0,0,0,0,1,,0,171,0,,,,5915523,6487562,6.2500000000000000e-02,6.7500000000000004e-02,1.2950000000000000e-01,317946,320280,3548459,"2014-01-01 00:00:00",1
471,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,1,0,1,0,0,0,0,,0,98,0,,,,4344361,2803627,7.4999999999999997e-02,7.2999999999999995e-02,1.6450000000000001e-01,208104,231114,1642346,"2013-07-01 00:00:00",1
472,"NEW MILFORD",0,"Town of New Milford Pension Plan",0,0,0,1,0,0,0,0,,0,692,0,,,,57654950,50183835,8.0000000000000002e-02,8.0000000000000002e-02,1.5809999999999999e-01,2348968,2466641,19064620,"2013-07-01 00:00:00",1
473,"SIMSBURY",0,"General Government Retirement Income Plan",0,0,0,0,1,0,0,0,,0,237,0,,,,25672769,20717754,7.0000000000000007e-02,7.0000000000000007e-02,1.4349999999999999e-01,985089,985089,6490784,"2013-07-01 00:00:00",1
474,"SIMSBURY",0,"Police Retirement Income Plan",0,0,0,0,0,1,0,0,,0,67,0,,,,17928234,14805976,7.0000000000000007e-02,7.0000000000000007e-02,1.4299999999999999e-01,562233,562233,2772281,"2013-07-01 00:00:00",1
475,"SIMSBURY",0,"Board of Education Retirement Income Plan",0,0,0,0,0,0,0,1,,0,367,0,,,,24416023,17453758,7.0000000000000007e-02,7.0000000000000007e-02,1.4019999999999999e-01,1231124,1231124,7911823,"2013-07-01 00:00:00",1
476,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,0,1,0,0,0,0,,0,188,0,,,,36193548,22654346,6.9800000000000001e-02,6.9800000000000001e-02,1.6370000000000001e-01,1686734,1867793,4749846,"2014-01-01 00:00:00",1
477,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,0,0,1,,0,161,0,,,,12627232,12119077,7.4999999999999997e-02,7.4999999999999997e-02,1.6900000000000001e-01,450378,922555,3085477,"2014-01-01 00:00:00",1
478,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,0,0,1,0,0,0,,0,1508,0,,,,244509418,209313155,7.7499999999999999e-02,7.7499999999999999e-02,1.6650000000000001e-01,6504000,6504000,44997000,"2012-07-01 00:00:00",0
479,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,0,0,1,0,0,,0,561,0,,,,226469699,191185508,7.7499999999999999e-02,7.7499999999999999e-02,1.5129999999999999e-01,6230000,6230000,21994000,"2012-07-01 00:00:00",0
480,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,0,1,0,,0,466,0,,,,166270668,129714814,7.7499999999999999e-02,7.7499999999999999e-02,1.2670000000000001e-01,3119000,3119000,21475500,"2012-07-01 00:00:00",0
481,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,0,1,"Mechanics and Custodians",1,652,0,,,,63446848,56579356,7.7499999999999999e-02,7.7499999999999999e-02,1.6339999999999999e-01,1584000,1584000,19177570,"2012-07-01 00:00:00",0
482,"STRATFORD",0,"Town of Stratford Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,952,0,,,"***",303648000,259805000,6.7500000000000004e-02,6.7500000000000004e-02,1.3030000000000000e-01,12720477,162209000,22770569,"2013-07-01 00:00:00",1
483,"SUFFIELD",0,"Town of Suffield Retirement Plan",0,0,0,1,0,0,0,0,,0,309,0,,,,33416465,27031191,7.4999999999999997e-02,7.4999999999999997e-02,1.4190000000000000e-01,1209502,1248754,8493969,"2013-07-01 00:00:00",1
484,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,0,0,1,,0,63,0,,,,5051983,5367313,6.7500000000000004e-02,6.7500000000000004e-02,1.6760000000000000e-01,144788,144788,1554058,"2013-07-01 00:00:00",1
485,"WARREN",0,"Town of Warren Pension Plan",0,1,0,1,0,0,0,0,,0,14,0,,,,805938,520458,5.9999999999999998e-02,5.9999999999999998e-02,1.1250000000000000e-01,57429,41375,230525,"2014-06-30 00:00:00",0
486,"WASHINGTON",0,"Town of Washington Retirement Plan",0,1,0,1,0,0,0,0,,0,53,0,,,,3246788,2953503,5.5000000000000000e-02,5.5000000000000000e-02,1.2800000000000000e-01,165000,151353,924764,"2013-01-01 00:00:00",0
487,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,0,1,0,0,0,0,,0,250,0,,,,20382466,19726466,7.4999999999999997e-02,7.4999999999999997e-02,1.6400000000000001e-01,364691,364691,6409573,"2014-06-30 00:00:00",1
488,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,0,0,1,0,0,,0,64,0,,,,22703939,18262691,7.4999999999999997e-02,7.4999999999999997e-02,1.5200000000000000e-01,770262,770262,3059132,"2014-06-30 00:00:00",1
489,"WEST HAVEN",0,"City of West Haven Police Pension Fund",0,1,0,0,0,1,0,0,,0,243,0,,,"***",129964841,119075529,7.3800000000000004e-02,7.3749999999999996e-02,1.3130000000000000e-01,3312178,1157000,7191938,"2013-01-01 00:00:00",1
490,"WEST HAVEN",0,"City of West Haven Allingtown Fire District Plan",0,0,0,0,0,0,1,0,,0,52,0,,,,24724569,5052707,7.4999999999999997e-02,7.4999999999999997e-02,5.4699999999999999e-02,1519425,1495339,1645791,"2013-07-01 00:00:00",1
491,"AVON",0,"Retirement Plan for Town Employees",0,1,0,0,1,1,0,0,"Public Works, Mgmt. unclassified and classified nonorganized emps.; dispatchers.",1,110,0,,,,41061679,17799911,7.4999999999999997e-02,7.4999999999999997e-02,1.5710000000000002e-01,2367723,2367723,1528161,"2013-07-01 00:00:00",1
492,"AVON",0,"Retirement Plan For Board of Education of Town of Avon",0,0,0,0,0,0,0,1,,0,184,0,,,,8672427,7017828,7.4999999999999997e-02,7.4999999999999997e-02,1.5550000000000000e-01,480771,507738,4234029,"2013-07-01 00:00:00",1
493,"BETHANY",0,"Bethany Volunteer Fire Association Plan",1,0,0,0,0,0,1,0,,0,,0,,,,480311,279346,4.0000000000000001e-02,,3.5000000000000003e-02,15301,40000,,"2014-06-30 00:00:00",0
494,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,0,0,1,0,0,,0,46,0,"Employer Cont. Made-From p. 60.  Sched. RSI--3B, p. 70, reports Employer & Plan Member Conts.",,,9227068,8526588,7.0000000000000007e-02,7.0000000000000007e-02,9.4000000000000000e-02,593686,375000,2337955,"2014-07-01 00:00:00",1
495,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,0,0,1,0,0,0,0,,0,242,0,"Employer Cont. Made-From p. 60.  Sched. RSI--3A,  P. 69 uses Annual Pension Cost amount in Note 12 for Contribution Made.",,,32327673,23295676,7.2499999999999995e-02,7.2499999999999995e-02,9.6099999999999991e-02,1986076,2559953,7739426,"2014-07-01 00:00:00",1
496,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,0,0,1,0,0,0,0,,0,373,0,,,,55944279,41971902,7.4999999999999997e-02,7.4999999999999997e-02,1.6320000000000001e-01,2477043,2477045,9417217,"2013-01-01 00:00:00",0
497,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,0,0,0,0,1,0,0,,0,85,0,,,,40074294,26697760,7.4999999999999997e-02,7.4999999999999997e-02,1.5900000000000000e-01,1882291,1882292,2456234,"2013-01-01 00:00:00",0
498,"BRISTOL",0,"City of Bristol Retirement System",0,0,0,0,1,0,0,1,,0,1266,0,,,,192404000,221317000,7.4999999999999997e-02,7.4999999999999997e-02,1.5439999999999998e-01,605000,228000,31095000,"2013-07-01 00:00:00",1
499,"BRISTOL",0,"City of Bristol Firefighter's Benefit Fund",0,0,0,0,0,0,1,0,,0,185,0,,,,66673000,188103000,7.4999999999999997e-02,7.4999999999999997e-02,1.5439999999999998e-01,0,0,5582000,"2013-07-01 00:00:00",1
500,"BRISTOL",0,"City of Bristol Police Benefit Fund",0,0,0,0,0,1,0,0,,0,228,0,,,,111597000,204350000,7.4999999999999997e-02,7.4999999999999997e-02,1.5439999999999998e-01,0,0,8215000,"2013-07-01 00:00:00",1
501,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,0,0,1,0,0,0,0,,0,277,0,,,,42555131,41391880,6.5000000000000002e-02,6.5000000000000002e-02,1.6331600000000002e-01,1809130,1871103,9417984,"2013-01-01 00:00:00",1
502,"CANTON",0,"Town of Canton Employee Retirement Plan",0,1,0,1,0,0,0,0,,0,129,0,,,,22111229,15181069,6.5000000000000002e-02,6.5000000000000002e-02,1.4069999999999999e-01,1007680,1007679,1662611,"2014-01-01 00:00:00",1
503,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,1,0,0,0,0,1,0,"Ambulance",1,32,0,,,,471978,297834,6.5000000000000002e-02,6.5000000000000002e-02,1.5609999999999999e-01,34859,41000,,"2014-01-01 00:00:00",1
504,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,1,0,1,0,0,0,0,,0,534,0,,,,56582850,41020517,7.4999999999999997e-02,7.4999999999999997e-02,1.3200000000000001e-01,2014125,1540124,14629500,"2013-07-01 00:00:00",1
505,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,1,0,0,0,1,0,0,,0,80,0,,,,40206978,26583600,7.4999999999999997e-02,7.4999999999999997e-02,1.3150000000000001e-01,1143257,702765,4203371,"2013-07-01 00:00:00",1
506,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,104,0,"P. 60 does not list Actuarially Determined Contribution for FYE 6/30/14.  Therefore, per Bill's e-mail sent 9/18/18, I used the ARC info. On p. 45.",,,3337417,1195296,7.4999999999999997e-02,7.4999999999999997e-02,1.4679999999999999e-01,249892,223000,,"2013-07-01 00:00:00",1
507,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,0,0,1,0,0,0,0,,0,25,0,,,,1932418,1165430,6.5000000000000002e-02,6.5000000000000002e-02,1.6050000000000000e-01,139601,155733,736038,"2014-01-01 00:00:00",1
508,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,0,0,1,0,,0,76,0,,,,609439,549559,5.9999999999999998e-02,5.9999999999999998e-02,1.6800000000000001e-01,29316,29344,,"2014-01-01 00:00:00",0
509,"COLCHESTER",0,"Town of Colchester Police Pension Plan",0,0,0,0,0,1,0,0,,0,10,0,,,,1583823,1287557,7.4999999999999997e-02,7.4999999999999997e-02,1.4470000000000000e-01,101215,105624,662403,"2012-07-01 00:00:00",0
510,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,0,0,1,0,0,0,0,,0,174,0,,,,14530252,12972857,7.4999999999999997e-02,7.4999999999999997e-02,1.5710000000000002e-01,728299,1097988,5849479,"2013-07-01 00:00:00",1
511,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,0,1,0,0,0,0,,0,275,0,"Actuarially Determined Contribution for FYE 6/30/14 not reported.  Therefore, per Bill's e-mail sent 9/18/18, I used the ARC info. On p. 37.",,,21433009,20220850,7.4999999999999997e-02,7.4999999999999997e-02,1.4760000000000001e-01,663086,663086,8974085,"2013-07-01 00:00:00",1
512,"DANBURY",0,"General Employees' Pension Plan",0,0,0,1,0,0,0,0,,0,1192,0,,,,135754698,106900119,7.2499999999999995e-02,7.2499999999999995e-02,1.4779999999999999e-01,3665000,3665000,26025000,"2013-07-01 00:00:00",1
513,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,32,0,,,,8238533,3135282,7.2499999999999995e-02,7.2499999999999995e-02,1.1340000000000000e-01,805000,805000,,"2013-07-01 00:00:00",1
514,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,0,1,0,,0,22,0,,,,6571981,3246640,7.2499999999999995e-02,7.2499999999999995e-02,1.2930000000000000e-01,497000,497000,,"2013-07-01 00:00:00",1
515,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,101,0,,,,58965087,47267854,7.2499999999999995e-02,7.2499999999999995e-02,1.4800000000000002e-01,799000,799000,1220000,"2012-07-01 00:00:00",1
516,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,0,0,1,0,,0,192,0,,,,84072799,68583724,7.2499999999999995e-02,7.2499999999999995e-02,1.4779999999999999e-01,1975000,1975315,8923000,"2012-07-01 00:00:00",1
517,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,0,0,1,0,0,,0,165,0,,,,42391697,26580553,7.2499999999999995e-02,7.2499999999999995e-02,1.3360000000000000e-01,2081000,2081655,9879000,"2012-07-01 00:00:00",1
429,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,1,0,1,0,0,0,0,,0,309,0,,,,40597000,22812000,7.4999999999999997e-02,7.4999999999999997e-02,1.5070000000000000e-01,1453000,1453000,7230000,"2014-06-30 00:00:00",1
430,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,0,0,1,0,0,,0,125,0,,,,55347000,33974000,7.4999999999999997e-02,7.4999999999999997e-02,1.5010000000000001e-01,2661000,2661000,5561000,"2014-06-30 00:00:00",1
431,"NEW LONDON",0,"City of New London Contributory Pension Program",0,0,0,1,0,0,0,0,,0,377,0,,,,55471381,45187396,6.3799999999999996e-02,6.3799999999999996e-02,1.6489999999999999e-01,1108000,685356,6348480,"2013-07-01 00:00:00",1
432,"NEW LONDON",0,"City of New London Noncontributory Pension Program",0,1,0,1,0,0,0,0,,0,40,0,"The Investment ROR and Discount Rate are based upon a high-quality bond rate.",,,7928437,0,3.7499999999999999e-02,3.7499999999999999e-02,0.0000000000000000e+00,633000,717176,56818,"2013-07-01 00:00:00",1
433,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,1,0,1,0,0,0,0,,0,46,0,,,,11524000,5844000,7.4999999999999997e-02,7.4999999999999997e-02,1.5170000000000000e-01,383000,383000,751000,"2014-06-30 00:00:00",1
434,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,1,0,0,0,0,1,0,,0,109,0,,,,1500000,626000,5.9999999999999998e-02,5.9999999999999998e-02,1.1380000000000000e-01,102000,102000,,"2014-06-30 00:00:00",1
435,"ANSONIA",0,"Police Retirement Plan",0,1,0,0,0,1,0,0,,0,23,0,"Does not appear that entry age method used to measure the TPL.  Money Weigted ROR not properly reported.",,,4587948,1226679,8.0000000000000002e-02,7.4999999999999997e-02,,315777,400000,,"2013-07-01 00:00:00",0
436,"ANSONIA",0,"City Employees' Retirement Plan",0,1,0,1,0,0,0,0,,0,61,0,"Does not appear that entry age method used to measure the TPL. Money Wighted ROR not properly reported.",,,3283317,851220,7.4999999999999997e-02,7.4999999999999997e-02,,356918,0,1467349,"2013-07-01 00:00:00",0
518,"DANBURY",0,"Post 2011 Fire Pension Plan",0,0,0,0,0,0,1,0,,0,,0,"Per Note on page 62, contributions will be made during FYE 6/30/15.",,,82564,35838,7.2499999999999995e-02,7.2499999999999995e-02,2.0000000000000001e-04,,,597250,"2012-07-01 00:00:00",1
519,"DARIEN",0,"Town of Darien Town Pension Fund",0,0,0,1,0,0,0,0,,0,535,0,"ADC not disclosed.  ARC info. On p. 43 used.",,,53442793,62292268,7.4999999999999997e-02,7.4999999999999997e-02,1.6620000000000001e-01,1667416,1667416,16940293,"2013-06-30 00:00:00",1
520,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,0,0,1,0,0,,0,105,0,"ADC not disclosed.  ARC info. On p. 43 used.",,,39412926,43681027,7.4999999999999997e-02,7.4999999999999997e-02,1.6630000000000000e-01,1220507,1220507,3710557,"2013-06-30 00:00:00",1
521,"EAST HAMPTON",0,"East Hampton Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,362,0,,,,32426243,27131176,7.2499999999999995e-02,7.2499999999999995e-02,1.4140000000000000e-01,952198,953000,7621801,"2013-07-01 00:00:00",1
522,"EAST HARTFORD",0,"East Hartford Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,1289,0,,,,349344000,219388000,8.0000000000000002e-02,8.0000000000000002e-02,1.5550000000000000e-01,10187000,10251000,40451000,"2013-07-01 00:00:00",1
523,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,0,0,1,0,0,0,0,,0,235,0,,,,21537336,16565224,7.0000000000000007e-02,7.0000000000000007e-02,1.4899999999999999e-01,1050824,1031092,8559474,"2014-01-01 00:00:00",1
524,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,0,0,1,0,0,0,0,,0,915,0,,,,63076000,59330000,7.2499999999999995e-02,7.2499999999999995e-02,1.5200000000000000e-01,2239000,2239000,20611000,"2013-07-01 00:00:00",1
525,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,0,0,1,0,0,,0,163,0,,,,55406000,51801000,7.2499999999999995e-02,7.2499999999999995e-02,1.4800000000000002e-01,1378000,1378000,5918000,"2013-07-01 00:00:00",1
526,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,58,0,,,,3492957,2749272,7.4999999999999997e-02,7.4999999999999997e-02,1.5720000000000001e-01,174839,229403,1178755,"2012-07-01 00:00:00",1
527,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,0,0,1,0,,0,76,0,,,,1280023,785938,7.4999999999999997e-02,7.4999999999999997e-02,1.5640000000000001e-01,59726,75741,,"2012-07-01 00:00:00",1
528,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,0,0,1,0,0,,0,6,0,,,,1266644,620568,7.4999999999999997e-02,7.4999999999999997e-02,1.5789999999999998e-01,57942,70872,265484,"2012-07-01 00:00:00",1
529,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,0,0,1,0,0,0,0,,0,597,0,,,,100352281,80067536,7.2499999999999995e-02,7.2499999999999995e-02,1.3880000000000001e-01,2267150,2270080,20652300,"2013-07-01 00:00:00",1
530,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,0,0,1,0,0,0,0,,0,820,0,,,,157263591,119763614,7.2499999999999995e-02,7.2499999999999995e-02,1.6500000000000001e-01,5771396,5771396,24455208,"2013-07-01 00:00:00",1
531,"GRANBY",0,"Town of Granby Pension Plan",0,0,0,1,0,0,0,0,,0,107,0,,,,17100373,15544523,7.4999999999999997e-02,7.4999999999999997e-02,1.8780000000000002e-01,448025,448025,3409422,"2013-07-01 00:00:00",1
