Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,MERS Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,Comments,Plan NPO,footnotes,Total Pension Liability-GASB6768,Plan Fiduciary Net Position-GASB6768,Investment Rate of Return-GASB6768,Discount Rate-GASB6768,Money-Weighted Rate of Return-GASB6768,Emplyr Required ADC-GASB67,Emplyr Contribution-GASB67,Covered Employee Payroll-GASB6768,Valuation Date--GASB6768,Entry Age Method
1315,"CANTON",0,"Town of Canton Employee Retirement Plan",0,1,0,1,0,0,0,0,,0,121,0,"RSI, Note 6, p. 88, bottom of page--Reports Entry Age Cost Method.",,,22629686,16656015,6.2500000000000000e-02,6.2500000000000000e-02,6.7500000000000004e-02,1034241,1034241,1391594,"2018-01-01 00:00:00",1
1316,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,1,0,0,0,0,1,0,"Ambulance",1,29,0,"RSI, Note 8, p. 89, bottom of page--Reports Entry Age Cost Method.",,,494745,346737,6.2500000000000000e-02,6.2500000000000000e-02,7.2000000000000008e-02,30314,33114,,"2018-01-01 00:00:00",1
1317,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,0,0,1,0,0,0,0,,0,26,0,,,,2152398,1543968,6.5000000000000002e-02,6.5000000000000002e-02,6.4500000000000002e-02,137578,137578,958949,"2018-01-01 00:00:00",1
1318,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,0,0,1,0,,0,67,0,,,,798913,703259,5.9999999999999998e-02,5.9999999999999998e-02,9.2499999999999999e-02,40959,35827,,"2017-07-01 00:00:00",1
1319,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,0,0,1,0,0,0,0,,0,194,0,,,,18273254,15229938,7.4999999999999997e-02,7.4999999999999997e-02,6.8099999999999994e-02,568278,568278,6819574,"2017-07-01 00:00:00",1
1320,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,0,1,0,0,0,0,,0,314,0,,,,26596375,23620617,7.0000000000000007e-02,7.0000000000000007e-02,5.8700000000000002e-02,674271,674271,9044251,"2017-07-01 00:00:00",1
1321,"COLCHESTER",0,"Town of Colchester Police Pension Plan",0,0,0,0,0,1,0,0,,0,9,0,,,,2914428,2373914,7.0000000000000007e-02,7.0000000000000007e-02,5.3300000000000000e-02,145300,142578,693575,"2016-07-01 00:00:00",1
1322,"DANBURY",0,"General Employees' Pension Plan",0,0,0,1,0,0,0,0,,0,1101,0,,,,149503190,110021376,7.2499999999999995e-02,7.2499999999999995e-02,9.5000000000000001e-02,4787000,4787000,26008073,"2016-07-01 00:00:00",1
1323,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,23,0,,,,5306506,1615831,7.2499999999999995e-02,7.2499999999999995e-02,8.0500000000000002e-02,721000,721000,,"2016-07-01 00:00:00",1
1324,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,0,1,0,,0,17,0,,,,4924749,2044986,7.2499999999999995e-02,7.2499999999999995e-02,8.4499999999999992e-02,481000,481000,,"2016-07-01 00:00:00",1
1325,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,97,0,,,,55456360,41612453,7.2499999999999995e-02,7.2499999999999995e-02,9.5299999999999996e-02,965000,965000,735257,"2016-07-01 00:00:00",1
1326,"DANBURY",0,"Post 1967 Fire Pension Plan",0,1,0,0,0,0,1,0,,0,191,0,,,,97255211,75795806,7.2499999999999995e-02,7.2499999999999995e-02,9.5299999999999996e-02,2598000,2670000,8289441,"2016-07-01 00:00:00",1
1327,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,0,0,1,0,0,,0,188,0,,,,60898976,39612491,7.2499999999999995e-02,7.2499999999999995e-02,9.4499999999999987e-02,2998000,2999782,10841838,"2016-07-01 00:00:00",1
1328,"DANBURY",0,"Post 2011 Fire Pension Plan",0,0,0,0,0,0,1,0,,0,18,0,,,,561446,560554,7.2499999999999995e-02,7.2499999999999995e-02,8.6099999999999996e-02,64000,80568,902638,"2016-07-01 00:00:00",1
1329,"DARIEN",0,"Town of Darien Town Pension Fund",0,0,0,1,0,0,0,0,,0,632,0,,,,75578451,79000754,6.5000000000000002e-02,6.5000000000000002e-02,5.2800000000000000e-02,1325367,1325367,23158921,"2017-07-01 00:00:00",1
1330,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,0,0,1,0,0,,0,107,0,,,,46253197,51064125,6.5000000000000002e-02,6.5000000000000002e-02,5.3099999999999994e-02,231886,231886,4794634,"2017-07-01 00:00:00",1
1331,"EAST HAMPTON",0,"East Hampton Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,370,0,,,,40410373,31137428,7.0000000000000007e-02,7.0000000000000007e-02,6.8900000000000003e-02,1115081,1148318,7030552,"2016-07-01 00:00:00",1
1332,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,71,0,,,,4661289,3591685,7.2499999999999995e-02,7.2499999999999995e-02,8.1699999999999995e-02,239716,239716,1910347,"2016-07-01 00:00:00",1
1333,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,0,0,1,0,,0,71,0,,,,1489983,1043322,7.2499999999999995e-02,7.2499999999999995e-02,8.0000000000000002e-02,68916,118916,,"2016-07-01 00:00:00",1
1334,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,0,0,1,0,0,,0,8,0,,,,1878637,1006547,7.2499999999999995e-02,7.2499999999999995e-02,7.9500000000000001e-02,149087,249087,235591,"2016-07-01 00:00:00",1
1335,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,0,0,1,0,0,0,0,,0,701,0,,,,121414077,89842458,7.0000000000000007e-02,7.0000000000000007e-02,7.1099999999999997e-02,3281473,3281473,21941418,"2017-07-01 00:00:00",1
1336,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,0,0,1,0,0,0,0,,0,886,0,,,,202019589,146845104,6.6250000000000003e-02,6.6250000000000003e-02,7.5100000000000000e-02,7193600,7137123,28655358,"2017-07-01 00:00:00",1
1337,"GRANBY",0,"Town of Granby Pension Plan",0,0,0,1,0,0,0,0,,0,118,0,,,,20706225,17917742,7.1249999999999994e-02,7.1249999999999994e-02,1.0529999999999999e-01,517850,517850,3778774,"2017-07-01 00:00:00",1
1338,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,0,0,1,0,0,0,0,,0,2255,0,"Note:  We call the Police Benefit Pension Fund a DC fund per e-mail request from Peter Mynarski, Greenwich's Controller, to David L. on 5/30/14.  Police Fund, top of p. 45, & savings plan, bottom of p. 64, means two DC plans.",,,578617723,474597158,6.7500000000000004e-02,6.7500000000000004e-02,9.6000000000000002e-02,21932000,21932000,65386681,"2017-07-01 00:00:00",1
1339,"GROTON",0,"Town of Groton - Retirement System",0,0,0,1,0,0,0,0,,0,638,0,"Note:  Use figures for Town and BOE.  Do not include Fire District and Health District figures.  Note:  Investment ROR from p. 80.",,,126974362,107670044,7.4999999999999997e-02,7.4999999999999997e-02,7.4400000000000008e-02,2848100,2848100,22229457,"2017-07-01 00:00:00",1
1340,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,0,0,1,0,0,0,0,,0,50,0,,,,5437836,4482209,6.5000000000000002e-02,6.5000000000000002e-02,4.6300000000000001e-02,255963,255963,1121054,"2018-01-01 00:00:00",1
1341,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,0,0,1,0,,0,129,0,,,,2281519,1679936,6.5000000000000002e-02,6.5000000000000002e-02,4.3499999999999997e-02,107708,107708,,"2017-07-01 00:00:00",1
1342,"BETHANY",0,"Bethany Volunteer Fire Association Plan",1,0,0,0,0,0,1,0,,0,,0,"No disclosure of cost method used or discount rate.",,,454586,169637,2.9999999999999999e-02,,7.0000000000000007e-02,41348,20000,,"2016-07-01 00:00:00",0
1343,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,0,0,1,0,0,0,0,,0,243,0,,,,37578235,31803808,6.7500000000000004e-02,6.7500000000000004e-02,6.9900000000000004e-02,926377,1190000,7649740,"2017-07-01 00:00:00",1
1344,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,0,0,1,0,0,,0,54,0,,,,16753556,12004637,6.7500000000000004e-02,6.7500000000000004e-02,6.6100000000000006e-02,836141,1025000,2443220,"2017-07-01 00:00:00",1
1345,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,1,0,1,0,0,0,0,,0,507,0,,,,58928054,44964390,7.4999999999999997e-02,7.4999999999999997e-02,6.8800000000000000e-02,1825373,1825373,12298389,"2016-07-01 00:00:00",1
1346,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,1,0,0,0,1,0,0,,0,85,0,,,,47410987,26744205,7.4999999999999997e-02,7.4999999999999997e-02,6.7599999999999993e-02,1631178,1452765,3673204,"2016-07-01 00:00:00",1
1347,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,138,0,,,,3832633,1867846,7.4999999999999997e-02,7.4999999999999997e-02,5.9999999999999998e-02,257157,257157,,"2016-07-01 00:00:00",1
1348,"LEDYARD",0,"Town of Ledyard Pension Plan",0,0,0,1,0,0,0,0,,0,209,0,,,,29892992,23831176,6.2500000000000000e-02,6.2500000000000000e-02,6.9599999999999995e-02,1241142,1278376,5681648,"2017-07-01 00:00:00",1
1349,"LITCHFIELD",0,"Town of Litchfield Municipal Employees Retirement Plan",0,1,0,1,0,0,0,0,,0,173,0,,,,16890531,14223198,7.0000000000000007e-02,7.0000000000000007e-02,6.4699999999999994e-02,654000,850000,3831932,"2016-07-01 00:00:00",1
1350,"LITCHFIELD",0,"Volunteer Fire Dept. Supplemental Retirement Plan",1,0,0,0,0,0,1,0,,0,270,0,,,,4252936,3851737,7.0000000000000007e-02,7.0000000000000007e-02,6.5099999999999991e-02,118000,118000,,"2016-07-01 00:00:00",1
1351,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,1,0,1,0,0,0,0,,0,1124,0,,,,199043602,148592039,7.7499999999999999e-02,7.7499999999999999e-02,1.0189999999999999e-01,4044454,4058052,35780810,"2016-07-01 00:00:00",1
1352,"MERIDEN",0,"Meriden Police Pension Plan",0,1,0,0,0,1,0,0,,0,192,0,,,,118262259,62280046,7.7499999999999999e-02,7.7499999999999999e-02,1.0430000000000000e-01,4769583,4769583,3915359,"2016-07-01 00:00:00",1
1353,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,1,0,0,0,0,1,0,,0,169,0,,,,87902407,48357463,7.7499999999999999e-02,7.7499999999999999e-02,1.0430000000000000e-01,3201799,3201799,3831328,"2016-07-01 00:00:00",1
1354,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,1,0,1,0,0,0,0,,0,90,0,,,,21723958,17268360,7.2499999999999995e-02,7.2499999999999995e-02,1.1400000000000000e-01,565877,565877,3194374,"2017-07-01 00:00:00",1
1355,"MIDDLETOWN",0,"City of Middletown Retirement System",0,0,0,1,0,0,0,0,,0,1064,0,,,,381488000,417099000,7.0000000000000007e-02,7.0000000000000007e-02,7.2700000000000001e-02,3401000,3401000,41276000,"2017-07-01 00:00:00",1
1356,"NEW CANAAN",0,"Town of New Canaan Retirement Plan",0,0,0,1,0,0,0,0,,0,783,0,,,,129651396,138378420,6.7500000000000004e-02,6.7500000000000004e-02,7.4299999999999991e-02,1220851,1220851,22141000,"2016-07-01 00:00:00",1
1357,"NEWTOWN",0,"Town of Newtown Retirement System",0,0,0,1,0,0,0,0,,0,546,0,"  P. 89, Note 3, entry age cost method.  P. 60--References defined contribution plans.",,,58213265,42698997,7.0000000000000007e-02,7.0000000000000007e-02,7.2999999999999995e-02,1885303,1885303,18869931,"2017-07-01 00:00:00",1
1358,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Municipal Employees",0,1,0,1,0,0,0,0,,0,90,0,,,,9025019,4123447,7.0000000000000007e-02,7.0000000000000007e-02,3.3000000000000002e-02,435972,435972,884723,"2017-07-01 00:00:00",1
1384,"SOMERS",0,"Town of Somers Firefighters' Plan",1,0,0,0,0,0,1,0,,0,90,0,,,,333502,339117,6.5000000000000002e-02,6.5000000000000002e-02,5.0400000000000000e-02,5215,5215,,"2016-07-01 00:00:00",0
1385,"STONINGTON",0,"Town of Stonington Retirement Plan",0,0,0,1,0,0,0,0,,0,337,0,,,,37775353,33601277,6.7500000000000004e-02,6.7500000000000004e-02,7.0699999999999999e-02,1015388,1009822,7665442,"2017-07-01 00:00:00",1
1386,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,0,0,1,0,0,0,0,,0,1005,0,,,,79090098,73781394,6.8499999999999991e-02,6.8499999999999991e-02,7.2000000000000008e-02,2191764,2191764,21611504,"2017-07-01 00:00:00",1
1387,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,0,0,1,0,0,,0,178,0,,,,69472064,62937503,6.8499999999999991e-02,6.8499999999999991e-02,7.0999999999999994e-02,1812662,1812662,6518211,"2017-07-01 00:00:00",1
1388,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,0,1,0,0,0,0,,0,134,0,,,,12944301,12028521,6.7500000000000004e-02,6.7500000000000004e-02,6.8099999999999994e-02,354017,355000,3854118,"2016-07-01 00:00:00",1
1389,"MONROE",0,"Town of Monroe Board of Education Plan",0,0,0,0,0,0,0,1,,0,162,0,,,,13744923,11989195,6.7500000000000004e-02,6.7500000000000004e-02,6.7400000000000002e-02,350452,350452,4170830,"2016-07-01 00:00:00",1
1390,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,0,0,1,0,0,0,0,,0,284,0,,,,52659882,52162406,6.5000000000000002e-02,6.5000000000000002e-02,8.1600000000000006e-02,1186161,1186161,10275989,"2016-01-01 00:00:00",1
1391,"NORFOLK",0,"Town of Norfolk Pension Plan",0,1,0,1,0,0,0,0,,0,30,0,,,,1551608,2271236,6.5000000000000002e-02,6.5000000000000002e-02,1.0890000000000001e-01,14994,160188,,"2018-07-01 00:00:00",0
1392,"STAFFORD",0,"Town of Stafford Pension Plan",0,1,0,1,0,0,0,0,,0,304,0,"DC Plans--P. 46 bottom and P. 51 top.",,,25119380,15673294,6.8750000000000006e-02,6.8750000000000006e-02,4.8700000000000000e-02,1141426,1141426,5638931,"2018-01-01 00:00:00",1
1393,"VERNON",0,"Town Pension Plan",0,0,0,0,1,0,0,1,,1,565,0,,,,79798201,45227099,7.0000000000000007e-02,7.0000000000000007e-02,1.3000000000000000e-01,2495374,2495374,14795233,"2017-01-01 00:00:00",0
1394,"VERNON",0,"Police Pension Plan",0,0,0,0,0,1,0,0,,0,110,0,,,,43879584,22305795,7.0000000000000007e-02,7.0000000000000007e-02,1.3600000000000001e-01,1839551,1839551,4789390,"2017-01-01 00:00:00",0
1395,"VERNON",0,"Volunteer Fire Dept. Retirement Plan",1,0,0,0,0,0,1,0,,0,159,0,,,,2089654,1823917,6.5000000000000002e-02,6.5000000000000002e-02,1.5390000000000001e-01,53605,53605,,"2017-01-01 00:00:00",0
1396,"WALLINGFORD",0,"Town of Wallingford Consolidated Pension Plan",0,0,0,1,0,0,0,0,,0,1178,0,,,,265546000,204536000,7.4000000000000010e-02,7.4000000000000010e-02,7.5999999999999998e-02,9297000,9297000,43097000,"2017-07-01 00:00:00",1
1397,"WALLINGFORD",0,"Town of Wallingford Volunteer Firefighters Plan",1,0,0,0,0,0,1,0,,0,122,0,,,,1524000,1531000,7.4000000000000010e-02,7.4000000000000010e-02,8.6400000000000005e-02,43000,43000,,"2017-07-01 00:00:00",1
1398,"WATERFORD",0,"Town of Waterford Pension Trust Fund Plan",0,1,0,1,0,0,0,0,,0,13,0,,,,1066831,543569,6.2500000000000000e-02,6.2500000000000000e-02,5.1200000000000002e-02,81493,81493,,"2017-07-01 00:00:00",1
1399,"WEST HARTFORD",0,"Town of West Hartford Pension Fund",0,0,0,1,0,0,0,0,,0,2045,0,,,,463250000,207224000,7.2499999999999995e-02,7.2499999999999995e-02,9.2100000000000015e-02,21615000,21615000,58708000,"2017-07-01 00:00:00",1
1400,"WESTBROOK",0,"Westbrook Retirement Plan",0,0,0,1,0,0,0,0,,0,146,0,,,,10199078,10275485,6.7500000000000004e-02,6.7500000000000004e-02,9.5199999999999993e-02,455313,455313,3732378,"2017-07-01 00:00:00",1
1401,"WESTBROOK",0,"Westbrook Volunteer Firefighters' Pension Fund",1,0,0,0,0,0,1,0,,0,76,0,,,,1966564,1484881,6.7500000000000004e-02,6.7500000000000004e-02,9.7299999999999998e-02,133483,133483,,"2017-07-01 00:00:00",1
1402,"WESTBROOK",0,"Town of Westbrook - Police Pension Plan",0,0,0,0,0,1,0,0,,0,8,0,,,,312786,161450,6.7500000000000004e-02,6.7500000000000004e-02,9.9199999999999997e-02,24394,24394,,"2017-07-01 00:00:00",1
1403,"WESTPORT",0,"Town of Westport - Police Pension Plan",0,0,0,0,0,1,0,0,,0,153,0,,,,110734477,98765109,6.1249999999999999e-02,6.1249999999999999e-02,9.0399999999999994e-02,2765941,2765941,5202813,"2016-07-01 00:00:00",1
1404,"WESTPORT",0,"Town of Westport Fire Pension Fund",0,0,0,0,0,0,1,0,,0,127,0,,,,87393890,82597042,6.1249999999999999e-02,6.1249999999999999e-02,9.0299999999999991e-02,2120720,2120720,5317597,"2016-07-01 00:00:00",1
1405,"WESTPORT",0,"Town of Westport Public Works Pension Plan",0,1,0,0,0,0,0,0,"Public Works",1,55,0,,,,18735933,20894922,6.1249999999999999e-02,6.1249999999999999e-02,9.0600000000000000e-02,178625,178623,1600818,"2016-07-01 00:00:00",1
