Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,Teachers,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB45 ValDate,GASB45 AAL,GASB45 AssetValue,Comments,Alternate Method,Plan NOPEBO,footnotes,Trust or Equivalent,Healthcare,Insurance,Other OPEB,DesriptionOtherOPEB
889,"WILTON",0,"Town of Wilton OPEB Plan",0,1,0,0,0,0,0,,0,810,0,590880,590880,0,,,,"2016-07-01 00:00:00",6329854,5307422,,0,0,,1,1,0,0,
890,"WINDSOR LOCKS",0,"Town of Windsor Locks OPEB Plan",0,1,0,0,0,0,0,,0,393,0,425085,787285,0,,,,"2015-07-01 00:00:00",4798725,2092160,,0,506841,,1,1,0,0,
891,"WOODBRIDGE",0,"Town of Woodbridge OPEB Plan",0,1,0,0,0,0,0,,0,233,0,1627073,1389908,0,,,,"2015-07-01 00:00:00",18908708,2865396,,0,5558838,,1,1,0,0,
892,"WOODBURY",0,"Town of Woodbury OPEB Plan",0,1,0,0,0,0,0,,0,58,1,821315,193793,0,,,,"2016-07-01 00:00:00",8970175,0,"EARLY IMPLEMENTATION",0,,,0,1,0,0,
893,"KILLINGWORTH",0,"Killingworth OPEB Plan",0,1,0,0,0,0,0,,0,6,1,15789,0,0,,,,"2014-06-30 00:00:00",149972,0,,0,130415,,0,1,0,0,
894,"NORTH HAVEN",0,"Town of North Haven OPEB Plan",0,1,0,0,0,0,0,,0,834,1,5925509,2077474,0,,,,"2015-06-30 00:00:00",71472207,0,,0,29510510,,0,1,1,0,
895,"RIDGEFIELD",0,"Town of Ridgefield OPEB Plan",0,1,0,0,0,0,0,,0,977,0,1921000,2297000,0,,,,"2015-07-01 00:00:00",25057000,2732000,,0,681000,,1,1,0,0,
896,"ROCKY HILL",0,"Town of Rocky Hill OPEB Plan - Town",0,1,0,0,0,0,0,,0,181,0,2071627,592917,0,,,,"2016-07-01 00:00:00",19533598,1085020,,0,8773472,,1,1,0,0,
897,"ROCKY HILL",0,"Town of Rocky Hill OPEB Plan - Board of Education",0,0,0,0,0,1,1,,0,331,1,139217,34628,0,,,,"2016-07-01 00:00:00",872736,0,,0,455980,,1,1,0,0,
898,"ROXBURY",0,"Town of Roxbury Post Retirement Health Plan",0,1,0,0,0,0,0,,0,4,1,46388,43757,0,,,,"2015-07-01 00:00:00",198455,0,,0,275318,,0,1,0,0,
899,"SUFFIELD",0,"Town of Suffield OPEB Plan",0,1,0,0,0,0,0,,0,475,0,1858040,2359190,0,,,,"2016-07-01 00:00:00",16685067,8678000,,0,1573980,,1,1,0,0,
900,"THOMPSON",0,"Town of Thompson OPEB Plan",0,1,0,0,0,0,0,,0,201,1,302000,72477,0,,,,"2016-01-01 00:00:00",4165000,0,,0,1924284,,0,1,0,0,
901,"TOLLAND",0,"Town of Tolland OPEB Plan",0,1,0,0,0,0,0,,0,332,0,466488,473839,0,,,,"2016-07-01 00:00:00",4630000,925000,,0,-181027,,1,1,0,0,
902,"AVON",0,"Town of Avon OPEB Plan",0,1,0,0,0,0,0,,0,602,0,3420672,3042909,0,,,,"2016-07-01 00:00:00",36241533,4509280,,0,5253599,,1,1,0,0,
903,"BETHANY",0,"Bethany Public Schools OPEB Plan",0,0,0,0,0,1,0,,0,60,1,97200,12100,0,,,,"2016-07-01 00:00:00",739700,0,,1,1203085,,0,1,0,0,
904,"BLOOMFIELD",0,"Town of Bloomfield OPEB Plan",0,0,1,1,0,1,1,,0,769,0,8247357,2911267,0,,,,"2016-07-01 00:00:00",77668534,5043386,,0,54255995,,1,1,1,0,
905,"CANTERBURY",0,"Town of Canterbury OPEB Plan",0,1,0,0,0,0,0,,0,122,1,153317,95714,0,,,,"2014-07-01 00:00:00",1321593,0,,0,295084,,0,1,0,0,
906,"CANTON",0,"Town of Canton OPEB Plan",0,0,0,0,0,1,1,,0,163,0,242918,242918,0,,,,"2016-07-01 00:00:00",793557,941499,,0,0,,1,1,0,0,
825,"HARTFORD",0,"City of Hartford OPEB Plan",0,1,0,0,0,0,0,,0,6537,0,28511000,14859000,0,,,,"2015-07-01 00:00:00",313061000,17868000,,0,84709000,,1,1,1,0,
826,"BRIDGEPORT",0,"City of Bridgeport OPEB Plan",0,1,0,0,0,0,0,,0,6887,1,61998950,29153378,0,,,,"2016-07-01 00:00:00",804740362,0,,0,286474511,,0,1,0,0,
827,"WINCHESTER",0,"Town of Winchester OPEB Plan",0,1,0,0,0,0,0,,0,,1,371744,184014,0,,,,"2014-07-01 00:00:00",5662846,0,,0,2300160,,0,1,0,0,
828,"STAMFORD",0,"City of Stamford OPEB Plan",0,1,0,0,0,0,0,,0,4310,0,26617000,26617000,0,,,,"2016-07-01 00:00:00",317629000,67039000,,0,68156000,,1,1,0,0,
829,"ASHFORD",0,"Town of Ashford Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,1,103017,21616,0,,,,"2017-06-30 00:00:00",828638,0,,1,114639,,0,1,0,0,
830,"BEACON FALLS",0,"Town of Beacon Falls OPEB Plan",0,1,0,0,0,0,0,,0,,1,66390,56844,0,,,,"2016-07-01 00:00:00",650966,0,,0,80642,,0,1,0,0,
831,"BERLIN",0,"Town of Berlin Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,447,1,566742,200933,0,,,,"2014-07-01 00:00:00",5468687,0,,0,1886803,,0,1,0,0,
832,"ANSONIA",0,"City of Ansonia OPEB Plan",0,1,0,0,0,0,0,,0,459,1,2477284,906746,0,,,,"2015-07-01 00:00:00",32993470,0,,0,14242317,,0,1,1,0,
833,"BOZRAH",0,"Bozrah Public Schools OPEB Program",0,0,0,0,0,1,0,,0,48,1,137319,8971,0,,,,"2016-06-30 00:00:00",1153978,0,,1,712328,,0,1,0,0,
834,"BRANFORD",0,"Town of Branford Retirement Health Plan",0,1,0,0,0,0,0,,0,658,0,1907215,2216607,0,,,,"2016-07-01 00:00:00",27035934,11934160,,0,-718208,,1,1,0,0,
835,"BURLINGTON",0,"Town of Burlington Post-Retirement Medical Insurance Program",0,1,0,0,0,0,0,,0,,1,27136,15718,0,,,,"2014-07-01 00:00:00",191639,0,,0,123198,,0,1,0,0,
836,"CANAAN",0,"Town of Canaan OPEB Plan",0,0,0,0,0,0,0,"Highway Employees",1,,1,12110,1845,0,,,,"2015-07-01 00:00:00",97884,0,,0,280147,,0,1,0,0,
838,"CHAPLIN",0,"Chaplin Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,76970,11121,0,,,,"2016-06-30 00:00:00",797979,0,,1,472110,,0,1,0,0,
839,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Bd. of Ed",0,0,0,0,0,1,1,,0,334,0,538138,245502,0,,,,"2015-07-01 00:00:00",5464000,0,,0,3052034,,1,1,0,0,
840,"CLINTON",0,"Town of Clinton Post-Retirement Medical Program - Town Employees",0,1,0,0,0,0,0,,0,129,0,174500,141100,0,,,,"2016-07-01 00:00:00",2316800,0,,0,529000,,1,1,1,0,
841,"COLUMBIA",0,"Town of Columbia Post-Retirement Medical Insurance Program",0,1,0,0,0,0,0,,0,107,1,54300,25500,0,,,,"2015-07-01 00:00:00",568600,0,,0,285400,,0,1,0,0,
842,"EAST HADDAM",0,"Town of East Haddam Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,218,1,93835,38049,0,,,,"2016-07-01 00:00:00",1118228,0,,0,159956,,0,1,0,0,
843,"EAST HAVEN",0,"Town of East Haven Town Post Retirement Healthcare Plan",0,0,1,0,0,0,0,,0,,1,4526732,2193267,0,,,,"2015-07-01 00:00:00",69082589,0,,0,18754310,,0,1,1,0,
844,"EAST HAVEN",0,"Town of East Haven Board of Education Post Retirement Healthcare Plan",0,0,0,0,0,1,1,,0,,1,4879188,2361365,0,,,,"2015-07-01 00:00:00",47101378,0,,0,7192824,,0,1,1,0,
845,"EAST WINDSOR",0,"Town of East Windsor Post-Retirement Medical Program",0,1,0,0,0,0,0,,0,187,0,297826,351387,0,,,,"2016-07-01 00:00:00",3997019,716730,,0,494310,,1,1,0,0,
847,"BOLTON",0,"Town of Bolton OPEB Plan",0,1,0,0,0,0,0,,0,,1,213500,63000,0,,,,"2015-07-01 00:00:00",2900000,0,,0,1610144,,0,1,0,0,
848,"COLEBROOK",0,"Town of Colebrook Volunteer Fire Dept. Tax Abatement Program",1,0,0,0,1,0,0,,0,42,1,15226,0,0,,,,"2015-07-01 00:00:00",123485,0,,0,123485,,0,0,0,1,"Real Estate/Motor Vehicle Property Tax Exemption"
849,"DEEP RIVER",0,"Town of Deep River OPEB Plan",0,0,0,0,0,1,1,,0,51,1,39247,,0,,,,"2017-07-01 00:00:00",466266,0,,0,466266,,0,1,0,0,
907,"BRISTOL",0,"Bristol Retiree Health Plan",0,1,0,0,0,0,0,,0,1886,0,8097574,1554072,0,,,,"2016-07-01 00:00:00",70896937,6127608,"Contributions Made --Come from table entitled ""Retiree Healthcare Plan"" in the middle of p. 55.",0,32827399,,1,1,1,0,
850,"DERBY",0,"City of Derby OPEB Plan",0,1,0,0,0,0,0,,0,410,1,3343593,916225,0,,,,"2014-07-01 00:00:00",25953329,0,,0,17538161,,0,1,1,0,
851,"DURHAM",0,"Town of Durham Medical Benefit Plan",0,1,0,0,0,0,0,,0,31,1,7700,0,0,,,,"2014-07-01 00:00:00",56000,0,,0,60584,,0,1,0,0,
852,"EASTON",0,"Town of Easton OPEB Plan",0,1,0,0,0,0,0,,0,189,0,176383,11636,0,,,,"2016-07-01 00:00:00",2188763,0,,0,1130536,,0,1,1,0,
853,"EASTFORD",0,"Eastford Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,56700,0,0,,,,"2015-07-01 00:00:00",483000,0,,0,939874,,0,1,0,0,
854,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Town",0,0,1,0,0,0,0,,0,469,0,4482000,4482000,0,,,,"2016-07-01 00:00:00",65123000,18541000,"GASB 75 early implemented for this plan",0,,,1,1,1,0,
855,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Police & Fire",0,0,0,1,1,0,0,,0,376,0,4755000,5275000,0,,,,"2016-07-01 00:00:00",55465000,16944000,,0,,,1,1,1,0,
857,"FAIRFIELD",0,"Town of Fairfield OPEB Plan-Board of Education",0,0,0,0,0,1,1,,0,1427,1,1879000,534000,0,,,,"2016-07-01 00:00:00",16617000,0,"GASB 75 NOT early implemented for this plan (reporting in accordance with GASB 45)",0,6898000,,0,1,0,0,
858,"GUILFORD",0,"Town of Guilford Retiree Benefit Program",0,1,0,0,0,0,0,,0,586,1,1587700,802100,0,,,,"2016-07-01 00:00:00",10905200,0,,0,6144916,,0,1,1,0,
859,"HAMPTON",0,"Hampton Public Schools OPEB Program",0,0,0,0,0,1,0,,0,16,1,22094,10459,0,,,,"2016-06-30 00:00:00",410434,0,,0,702434,,0,1,0,0,
860,"HEBRON",0,"Town of Hebron OPEB Plan",0,1,0,0,0,0,0,,0,,1,166000,74000,0,,,,"2014-07-01 00:00:00",1586000,0,,0,984000,,0,1,0,0,
861,"LEBANON",0,"Lebanon Board of Education OPEB Plan",0,0,0,0,0,1,1,,0,142,1,240100,81700,0,,,,"2016-07-01 00:00:00",3123100,0,,0,1962100,,0,1,0,0,
862,"LISBON",0,"Lisbon Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,148000,14565,0,,,,"2015-07-01 00:00:00",1502602,0,,0,1327929,,0,1,0,0,
863,"MADISON",0,"Town of Madison OPEB Plan",0,1,0,0,0,0,0,,0,538,1,1293067,605196,0,,,,"2015-01-01 00:00:00",17046172,0,,0,5426685,,0,1,0,0,
864,"MANCHESTER",0,"Town of Manchester - OPEB Plan",0,1,0,0,0,0,0,,0,2692,1,17205000,10120000,0,,,,"2016-07-01 00:00:00",298770000,-1339000,,0,44447000,,1,1,1,0,
865,"MARLBOROUGH",0,"Town of Marlborough OPEB Plan",0,0,0,0,0,1,0,,0,53,1,72000,28000,0,,,,"2014-07-01 00:00:00",783000,0,,0,718000,,0,1,0,0,
866,"MILFORD",0,"Board of Education Retiree Medical Benefit -City of Milford OPEB",0,0,0,0,0,1,1,,0,1566,1,13902000,5980000,0,,,,"2016-07-01 00:00:00",184124000,0,,0,88025000,,0,1,1,0,
867,"MILFORD",0,"City of Milford Retiree Medical OPEB Plan-",0,1,0,0,0,0,0,,0,1503,0,12321000,7164000,0,,,,"2016-07-01 00:00:00",171096000,4992000,,0,67949000,,1,1,1,0,
868,"MONTVILLE",0,"Town of Montville OPEB Plan",0,0,0,0,0,1,0,,0,,1,123350,117966,0,,,,"2016-07-01 00:00:00",1737615,0,,0,46680,,0,1,1,0,
869,"NEW FAIRFIELD",0,"Town of New Fairfield OPEB Plan",0,1,0,0,0,0,0,,0,253,0,508352,569816,0,,,,"2015-07-01 00:00:00",8140406,2741368,,0,,,1,1,0,0,
870,"NEW LONDON",0,"City of New London OPEB Plan",0,1,0,0,0,0,0,,0,818,0,2120720,1378017,0,,,,"2016-07-01 00:00:00",28391500,580444,,0,,,1,1,0,0,
871,"NEW MILFORD",0,"Town of New Milford OPEB Plan",0,1,0,0,0,0,0,,0,445,0,1394802,729668,0,,,,"2016-07-01 00:00:00",14680407,669018,,0,3536030,,1,1,1,0,
872,"NEWINGTON",0,"Town of Newington OPEB Plan",0,1,0,0,0,0,0,,0,805,0,1771000,2138000,0,,,,"2015-07-01 00:00:00",20561000,5289000,,0,-116000,,1,1,1,0,
873,"SCOTLAND",0,"Town of Scotland Board of Education OPEB Plan",0,0,0,0,0,1,1,,0,,1,24609,1254,0,,,,"2016-06-30 00:00:00",169891,0,,0,156202,,0,1,0,0,
874,"OXFORD",0,"Town of Oxford OPEB Plan",0,1,0,0,0,0,0,,0,309,1,150000,70000,0,,,,"2016-07-01 00:00:00",1320000,0,,0,740000,,0,1,1,0,
875,"POMFRET",0,"Town of Pomfret Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,317977,59493,0,,,,"2016-06-30 00:00:00",3422352,0,,1,1971691,,0,1,0,0,
908,"DANBURY",0,"City of Danbury Post Employment Retirement Plan",0,1,0,0,0,0,0,,0,2041,0,24585000,9543900,0,,,,"2016-07-01 00:00:00",184549000,2567000,,0,81501000,,1,1,1,0,
909,"CROMWELL",0,"Town of Cromwell OPEB Plan",0,1,0,0,0,0,0,,0,426,0,648000,407300,0,,,,"2015-07-01 00:00:00",6405000,409000,"Trust Fund per pgs. 41 and 42.",0,4224400,,1,1,1,0,
910,"CHESTER",0,"Town of Chester OPEB Program",0,1,0,0,0,0,0,,0,,1,3869,8084,0,,,,"2015-07-01 00:00:00",34753,0,,0,1506,,0,1,0,0,
911,"CHESTER",0,"Chester Public Schools OPEB Program",0,0,0,0,0,1,0,,0,,1,12801,6884,0,,,,"2016-06-30 00:00:00",93484,0,,0,67109,,0,1,0,0,
912,"COLCHESTER",0,"Town of Colchester OPEB Plan",0,1,0,0,0,0,0,,0,391,1,531897,188802,0,,,,"2015-07-01 00:00:00",5574161,0,,0,2655958,,0,1,1,0,
913,"COVENTRY",0,"Town of Coventry OPEB Plan",0,1,0,0,0,0,0,,0,409,1,639279,163922,0,,,,"2016-07-01 00:00:00",7362000,0,,0,3940380,,0,1,1,0,
914,"DARIEN",0,"Town OF Darien OPEB Plan - Police",0,0,0,1,0,0,0,,0,68,0,488165,398165,0,,,,"2015-07-01 00:00:00",6344931,4067596,"8/9/18--GASB Stmt. 74 implemented.  Used figures on p. 41 for AAL and AVA.",0,-38863,,1,1,0,0,
915,"DARIEN",0,"Town of Darien OPEB Plan - Non-Police",0,1,0,0,0,0,0,,0,594,0,425482,425482,0,,,,"2015-07-01 00:00:00",5158227,3200004,"8/9/18--GASB Stmt. 74 implemented.  Used figures on p. 41 for AAL and AVA.",0,0,,1,1,0,0,
916,"EAST GRANBY",0,"East Granby Retirees OPEB Plan",0,0,0,0,0,1,1,"administrators",1,,1,321800,113810,0,,,,"2016-07-01 00:00:00",1788610,0,,0,1801749,,0,1,0,0,
917,"EAST HAMPTON",0,"Town of East Hampton OPEB Plan-Board of Education",0,0,0,0,0,1,1,,0,199,1,321435,196377,0,,,,"2015-07-01 00:00:00",3703187,0,"Contributions Made--From p. 68.  Schedule on p. 73 incorrectly uses change in net OPEB obligation from p. 68 as the amount for Actual Contributions.",0,2203971,,0,1,0,0,
918,"EAST HARTFORD",0,"Town of East Hartford OPEB Plan",0,1,0,0,0,0,0,,0,2420,0,13919000,3052000,0,,,,"2015-07-01 00:00:00",134043000,2448000,,0,70682000,,1,1,1,0,
919,"ESSEX",0,"Town of Essex Employees' OPEB Plan",0,1,0,0,0,0,0,,0,,1,119492,74852,0,,,,"2016-07-01 00:00:00",1637642,0,,0,503925,,0,1,0,0,
920,"FARMINGTON",0,"Town of Farmington Post-Retirement Medical Program (RMP)",0,1,0,0,0,0,0,,0,1025,1,3653354,1234419,0,,,,"2015-07-01 00:00:00",38817590,0,,0,12897893,,0,1,0,0,
921,"GLASTONBURY",0,"Town of Glastonbury OPEB Plan",0,1,0,0,0,0,0,,0,1055,0,1321393,925241,0,,,,"2015-07-01 00:00:00",14156000,2486000,,0,2951022,,1,1,1,0,
922,"GRANBY",0,"Town of Granby OPEB Plan - Town & Board of Education",0,1,0,0,0,0,0,,0,343,0,568962,707589,0,,,,"2015-07-01 00:00:00",6288232,1385541,,0,359383,,1,1,0,0,
923,"GREENWICH",0,"Retiree Medical and Life Plan ( RMLI Plan)",0,1,0,0,0,0,0,,0,2908,0,6280533,6281000,0,,,,"2016-07-01 00:00:00",70597698,17631408,,0,623280,,1,1,1,0,
924,"GROTON",0,"Groton Retired Employees Healthcare Plan",0,1,0,0,0,0,0,,0,1015,0,4044025,3500259,0,,,,"2016-07-01 00:00:00",50018000,14699000,,0,-648058,,1,1,0,0,
925,"LITCHFIELD",0,"Town of Litchfield OPEB Plan - Teacher and Administrators",0,0,0,0,0,1,0,,0,122,0,210274,215521,0,,,,"2016-07-01 00:00:00",2299857,1023827,,0,1023793,,1,1,0,0,
926,"MANSFIELD",0,"Town of Mansfield Postemployment Healthcare Plan",0,1,0,0,0,0,0,,0,403,0,379949,352816,0,,,,"2016-07-01 00:00:00",3312918,410095,,0,12330,,1,1,1,0,
927,"MERIDEN",0,"Meriden Postemployment Healthcare Plan",0,1,0,0,0,0,0,,0,1853,0,7728391,4569770,0,,,,"2016-07-01 00:00:00",80060837,26225826,,0,50523335,,1,1,0,0,
928,"MIDDLETOWN",0,"The City of Middletown Plan",0,1,0,0,0,0,0,,0,1786,0,15542000,10751000,0,,,,"2016-07-01 00:00:00",217964000,9774000,,0,53078000,,1,1,0,0,
929,"MIDDLEBURY",0,"Town of Middlebury OPEB Plan",0,1,0,0,0,0,0,,0,42,1,677030,367663,0,,,,"2015-07-01 00:00:00",10911703,0,,0,2965207,,0,1,0,0,
930,"NEW BRITAIN",0,"The City of New Britain OPEB Plan",0,1,0,0,0,0,0,,0,2344,0,6354000,6143000,0,,,,"2016-07-01 00:00:00",57871000,4336000,,0,1815000,,1,1,0,0,
931,"NEW CANAAN",0,"Town of New Canaan OPEB Plan",0,1,0,0,0,0,0,,0,783,0,2578301,1740902,0,,,,"2016-07-01 00:00:00",,,"Note:  Early implemented GASB 75.  So ARC is really ADEC, etc., fr. P. 84.  No AAL, etc.",0,,,1,1,0,0,
932,"NEWTOWN",0,"Town of Newtown OPEB Plan",0,1,0,0,0,0,0,,0,499,0,814292,255287,0,,,,"2016-07-01 00:00:00",8380102,1659281,,0,2360964,,1,1,0,0,
933,"NORTH STONINGTON",0,"Town of North Stonington OPEB Plan",0,0,0,0,0,1,1,,0,138,1,249664,50227,0,,,,"2016-07-01 00:00:00",3564638,0,,0,1541182,,0,1,1,0,
934,"NORWALK",0,"City of Norwalk OPEB Plan",0,1,0,0,0,0,0,,0,2811,0,20968000,16214885,0,,,,"2015-07-01 00:00:00",264676000,54907000,,0,39177487,,1,1,1,0,
935,"NORWICH",0,"The City of Norwich, Retiree Health Plan",0,1,0,0,0,0,0,,0,1299,0,5492000,5492000,0,,,,"2015-07-01 00:00:00",57409000,13586000,,0,4781000,,1,1,1,0,
936,"OLD SAYBROOK",0,"Town of Old Saybrook OPEB Plan",0,1,0,0,0,0,0,,0,344,1,935341,481534,0,,,,"2014-07-01 00:00:00",9698883,0,,0,3770777,,0,1,0,0,
937,"PLAINFIELD",0,"Town of Plainfield OPEB Plan - Board of Education",0,0,0,0,0,1,0,,0,343,0,1104300,61401,0,,,,"2016-07-01 00:00:00",12258599,314898,"Contributions, p. 55 top, states plan financed on a pay-as-you-go basis.  However, plan has assets, and uses a Trust.",0,6220439,,1,1,0,0,
938,"PLAINVILLE",0,"Town of Plainville Healthcare Plan",0,1,0,0,0,0,0,,0,516,1,1301590,21957,0,,,,"2016-07-01 00:00:00",11844271,0,,0,11937941,,0,1,0,0,
939,"PORTLAND",0,"Town of Portland OPEB Plan",0,1,0,0,0,0,0,,0,,1,233371,183570,0,,,,"2016-07-01 00:00:00",3533203,0,,0,744829,,0,1,0,0,
940,"REDDING",0,"Town of Redding OPEB Plan",0,1,0,0,0,0,0,,0,211,1,305703,93250,0,,,,"2016-07-01 00:00:00",3085169,0,,0,2511123,,0,1,1,0,
941,"SOMERS",0,"Town of Somers OPEB Plan - Town and Board of Education",0,1,0,0,0,0,0,,0,,1,346118,114616,0,,,,"2016-07-01 00:00:00",4998876,0,,0,3125196,,0,1,1,0,
942,"SOUTHINGTON",0,"Town of Southington OPEB Plan",0,1,0,0,0,0,0,,0,1347,1,2944000,1612000,0,,,,"2015-07-01 00:00:00",39963000,0,,0,12469000,,0,1,0,0,
943,"TRUMBULL",0,"Town of Trumbull OPEB Plan",0,1,0,0,0,0,0,,0,982,0,1591840,710756,0,,,,"2016-07-01 00:00:00",24434581,413491,"Employees covered --P. 45 --Mgmt. is vested with Police Dept.  Means, only Police covered?",0,9829730,,1,1,1,0,
944,"UNION",0,"Union Public School OPEB Program",0,0,0,0,0,1,0,,0,,1,247279,0,0,,,,"2016-06-30 00:00:00",1847472,0,,1,1456733,,0,1,0,0,
945,"WALLINGFORD",0,"WALLINGFORD OPEB PLAN",0,0,0,1,1,1,0,,0,1239,1,3675000,2030000,0,,,,"2015-07-01 00:00:00",42492000,0,,0,17860000,,0,1,0,0,
946,"WATERFORD",0,"Town of Waterford OPEB Plan",0,1,0,0,0,0,0,,0,528,0,2607000,3698300,0,,,,"2016-07-01 00:00:00",23690000,1160000,,0,13841300,,1,1,0,0,
947,"WEST HARTFORD",0,"Town of West Hartford OPEB Plan",0,1,0,0,0,0,0,,0,2203,0,11981000,12019000,0,,,,"2015-07-01 00:00:00",147594000,702000,,0,8336000,,1,1,0,0,
948,"BETHEL",0,"Town of Bethel OPEB Plan-Town",0,1,0,0,0,0,0,,0,415,1,1717717,565047,0,,,,"2015-07-01 00:00:00",17236557,0,,0,7517378,,0,1,1,0,
949,"BROOKFIELD",0,"Town of Brookfield OPEB Plan",0,1,0,0,0,0,0,,0,414,1,2678075,593545,0,,,,"2014-07-01 00:00:00",26493390,0,,0,22734814,,1,1,0,0,
950,"CHESHIRE",0,"Town of Cheshire OPEB Plan - Town",0,1,0,0,0,0,0,,0,656,0,1801547,1277000,0,,,,"2015-07-01 00:00:00",27688000,802000,"Note:  The Schedule of funding progress for the Town & Police plans is combined into one Schedue.  Therefore, I said the Town had one plan.",0,8994803,,1,1,1,0,
951,"EAST LYME",0,"Town of East Lyme OPEB Plan",0,1,0,0,0,0,0,,0,489,1,953200,28200,0,,,,"2016-07-01 00:00:00",8088100,0,,0,8734000,,0,1,1,0,
952,"ELLINGTON",0,"Town of Ellington Retirement Healthcare Plan",0,1,0,0,0,0,0,,0,,1,357023,149841,0,,,,"2016-07-01 00:00:00",4477030,0,,0,1337993,,0,1,0,0,
953,"ENFIELD",0,"Town of Enfield OPEB Plan",0,1,0,0,0,0,0,,0,1130,0,,,0,,,,"2015-07-01 00:00:00",47436233,4662120,"6/18/18--Schedule of Actuarial Required Employer Contributions  is not included in Notes or RSI.",0,,,1,1,1,0,
954,"GROTON (City)",0,"City of Groton OPEB Plan",0,1,0,0,0,0,0,,0,226,0,1344451,1221385,0,,,,"2015-07-01 00:00:00",15373125,5186949,,0,1596193,,1,1,1,0,
955,"GRISWOLD",0,"Town of Griswold OPEB Plan",0,1,0,0,0,0,0,,0,,1,321068,93928,0,,,,"2016-07-01 00:00:00",2257875,0,,0,1400967,,0,1,1,0,
