Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,MERS Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,Comments,Plan NPO,footnotes,Total Pension Liability-GASB6768,Plan Fiduciary Net Position-GASB6768,Investment Rate of Return-GASB6768,Discount Rate-GASB6768,Money-Weighted Rate of Return-GASB6768,Emplyr Required ADC-GASB67,Emplyr Contribution-GASB67,Covered Employee Payroll-GASB6768,Valuation Date--GASB6768,Entry Age Method
869,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,0,0,1,0,,0,102,0,,,,1873150,1337134,6.5000000000000002e-02,6.5000000000000002e-02,2.3000000000000000e-03,102856,95956,,"2014-07-01 00:00:00",0
870,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,0,1,0,0,0,0,,0,1380,0,,,,213095000,150302000,7.2499999999999995e-02,7.2499999999999995e-02,-8.9999999999999993e-03,5244000,5244000,34913000,"2015-07-01 00:00:00",1
871,"MILFORD",0,"City of Milford Retirement System",0,0,0,1,0,0,0,0,,0,1487,0,,,,390270000,315112000,7.7499999999999999e-02,7.7499999999999999e-02,-9.9000000000000008e-03,6348000,4525000,44587000,"2015-07-01 00:00:00",1
872,"MORRIS",0,"Town of Morris Pension Plan",0,0,0,1,0,0,0,0,,0,13,0,,,,1465181,950198,7.0000000000000007e-02,7.0000000000000007e-02,-1.0999999999999999e-02,37317,48755,167017,"2014-07-01 00:00:00",0
873,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,50,0,,,,161165,106496,8.0000000000000002e-02,8.0000000000000002e-02,-2.9700000000000001e-02,4081,5981,,"2014-07-01 00:00:00",0
874,"BROOKLYN",0,"Retirement Plan For Town of Brooklyn",0,0,0,1,0,0,0,0,,0,112,0,,,,5595645,4066677,7.2499999999999995e-02,7.2499999999999995e-02,-2.3999999999999998e-03,295082,295082,2108519,"2015-06-30 00:00:00",0
875,"BROOKLYN",0,"Fire Department Service Award Program For Town of Brooklyn",1,0,0,0,0,0,1,0,,0,84,0,,,,988134,39633,2.7500000000000000e-02,2.7500000000000000e-02,0.0000000000000000e+00,79551,80124,,"2016-06-30 00:00:00",1
876,"BURLINGTON",0,"Town of Burlington Employees Pension Plan",0,0,0,1,0,0,0,0,,0,25,0,,,,2507166,1943920,7.0000000000000007e-02,7.0000000000000007e-02,-1.4100000000000000e-02,202326,188921,1193593,"2015-07-01 00:00:00",0
877,"BURLINGTON",0,"Town of Burlington Constables Plan",0,0,0,0,0,1,0,0,,0,5,0,,,,734312,631354,7.0000000000000007e-02,7.0000000000000007e-02,-1.4199999999999999e-02,66575,61181,394877,"2015-07-01 00:00:00",0
878,"CLINTON",0,"Police Employees' Retirement Plan",0,0,0,0,0,1,0,0,,0,44,0,,,,19450802,11418440,7.5999999999999998e-02,7.5999999999999998e-02,-5.1320000000000003e-03,904253,904253,1910000,"2015-06-30 00:00:00",1
879,"CLINTON",0,"Board of Education Noncertified Personnel Pension Plan",0,0,0,0,0,0,0,1,,0,117,0,,,,7046749,4890718,7.0000000000000007e-02,7.0000000000000007e-02,1.1100000000000000e-02,348370,348370,2521878,"2016-06-30 00:00:00",1
880,"DEEP RIVER",0,"Town of Deep River Employee's Retirement Plan",0,0,0,1,0,0,0,0,,0,34,0,,,,3558248,2173239,5.9999999999999998e-02,5.9999999999999998e-02,-6.3000000000000000e-03,239778,296968,1472759,"2015-07-01 00:00:00",1
881,"DEEP RIVER",0,"Firefighters' Merit Plan",1,0,0,0,0,0,1,0,,0,47,0,,,,710136,411809,7.4999999999999997e-02,7.4999999999999997e-02,-1.8000000000000000e-03,32254,48729,,"2015-07-01 00:00:00",0
882,"FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,0,1,0,0,1,,0,1127,0,,,,203788000,178995000,7.4999999999999997e-02,7.4999999999999997e-02,1.2100000000000000e-02,4056000,4056000,32713000,"2015-07-01 00:00:00",1
883,"FAIRFIELD",0,"Town of Fairfield Police and Fire Retirement Plan",0,0,0,0,0,1,1,0,,0,416,0,,,,191231000,166404000,7.4999999999999997e-02,7.4999999999999997e-02,1.1899999999999999e-02,3341000,3341000,15905000,"2015-07-01 00:00:00",1
884,"EASTON",0,"Town of Easton Retirement Plans I and II",0,0,0,0,1,0,0,1,,0,177,0,,,,19371008,16165063,7.0000000000000007e-02,7.0000000000000007e-02,2.6099999999999998e-02,409886,424000,4000902,"2015-07-01 00:00:00",1
885,"EAST WINDSOR",0,"Town of East Windsor Pension Plan",0,0,0,1,0,0,0,0,,0,237,0,,,,27191862,21696219,7.0000000000000007e-02,7.0000000000000007e-02,2.5000000000000001e-02,862350,912750,6477145,"2015-07-01 00:00:00",0
886,"EAST HADDAM",0,"East Haddam Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,40,0,,,,664530,500320,5.5000000000000000e-02,5.5000000000000000e-02,2.5099999999999997e-02,23957,59739,,"2015-06-30 00:00:00",1
887,"DURHAM",0,"Retirement Plan For Employees of The Town of Durham",0,0,0,1,0,0,0,0,,0,46,0,,,,3709395,2530725,7.4999999999999997e-02,7.4999999999999997e-02,-1.6000000000000001e-03,202591,202591,1540827,"2015-07-01 00:00:00",1
888,"DERBY",0,"City of Derby Public Employee Retirement System",0,0,0,1,0,0,0,0,,0,186,0,,,,19006164,13020157,7.0000000000000007e-02,7.0000000000000007e-02,,849200,572000,4990591,"2015-07-01 00:00:00",0
889,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,0,1,0,0,0,0,,0,4,1,,,,95101,0,,2.8500000000000001e-02,,11510,11684,,"2015-07-01 00:00:00",0
890,"GUILFORD",0,"Town of Guilford Employees Pension Plan",0,0,0,1,0,0,0,0,,0,148,0,,,,24790058,20981871,7.0000000000000007e-02,7.0000000000000007e-02,2.8199999999999999e-02,1014989,957362,7286617,"2015-07-01 00:00:00",1
891,"GUILFORD",0,"Town of Guilford Police Retirement Fund",0,1,0,0,0,1,0,0,,0,74,0,,,,24712984,21508580,7.0000000000000007e-02,7.0000000000000007e-02,2.8199999999999999e-02,437809,785553,2913282,"2015-07-01 00:00:00",1
892,"GUILFORD",0,"Town of Guilford Public School Employees (Non-Certified) Pension Plan",0,0,0,0,0,0,0,1,,0,211,0,,,,14918709,12104274,7.0000000000000007e-02,7.0000000000000007e-02,2.8199999999999999e-02,758694,385000,5227413,"2015-07-01 00:00:00",1
893,"WILTON",0,"Wilton Employees' Retirement Plan",0,1,0,1,0,0,0,0,,0,547,0,,,,110269574,100356173,6.8750000000000006e-02,6.8750000000000006e-02,3.5999999999999999e-03,2851154,3136270,17379052,"2015-07-01 00:00:00",1
894,"WINCHESTER",0,"Town of Winchester Employees' Retirement Plan",0,1,0,1,0,0,0,0,,0,100,0,,,,16598760,7276460,7.7499999999999999e-02,3.9900000000000005e-02,-3.1300000000000001e-02,460938,598100,2254826,"2015-01-01 00:00:00",1
895,"WOODBURY",0,"Town of Woodbury Pension Plan",0,0,0,1,0,0,0,0,,0,98,0,,,,11416155,5578046,7.2499999999999995e-02,7.2499999999999995e-02,6.4000000000000003e-03,469632,469632,2705248,,1
896,"SIMSBURY",0,"General Government Retirement Income Plan",0,0,0,0,1,0,0,0,,0,239,0,,,,27795511,21130353,7.0000000000000007e-02,7.0000000000000007e-02,-1.0000000000000000e-03,888277,1023393,6476467,"2015-07-01 00:00:00",1
897,"SIMSBURY",0,"Police Retirement Income Plan",0,0,0,0,0,1,0,0,,0,69,0,,,,19611721,14632757,7.0000000000000007e-02,7.0000000000000007e-02,-8.0000000000000004e-04,631023,727009,2918053,"2015-07-01 00:00:00",1
898,"SIMSBURY",0,"Board of Education Retirement Income Plan",0,0,0,0,0,0,0,1,,0,367,0,,,,27028848,18630103,7.0000000000000007e-02,7.0000000000000007e-02,1.1999999999999999e-03,1110353,1288982,7864597,"2015-07-01 00:00:00",1
899,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,0,1,0,0,0,0,,0,186,0,,,,42448680,23130493,7.2499999999999995e-02,7.2499999999999995e-02,-1.1500000000000000e-02,1727470,1727470,4716701,"2015-07-01 00:00:00",1
900,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,0,0,1,,0,158,0,,,,16067007,11918713,7.2499999999999995e-02,7.2499999999999995e-02,-1.0700000000000001e-02,535965,535965,3122271,"2015-07-01 00:00:00",1
901,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,0,1,"Mechanics",1,694,0,,,,73065686,55125767,7.4999999999999997e-02,7.4999999999999997e-02,-3.3700000000000001e-02,1840000,1872461,20527753,"2014-07-01 00:00:00",0
902,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,0,1,0,,0,480,0,,,,177745053,116799798,7.2499999999999995e-02,7.2499999999999995e-02,-3.3799999999999997e-02,4342000,4342000,21610577,"2014-07-01 00:00:00",0
903,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,0,0,1,0,0,,0,580,0,,,,251230382,186944990,7.4999999999999997e-02,7.4999999999999997e-02,-2.1499999999999998e-02,7158000,7158000,23328220,"2014-07-01 00:00:00",0
904,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,0,0,1,0,0,0,,0,1498,0,,,,256606003,190594323,7.6299999999999993e-02,7.6299999999999993e-02,-4.3799999999999999e-02,6387000,6388000,39506337,"2014-07-01 00:00:00",0
905,"STRATFORD",0,"Town of Stratford Employees' Retirement Plan",0,0,0,1,0,0,0,0,,0,936,0,,,"***",307931115,239597279,6.7500000000000004e-02,6.7500000000000004e-02,-4.0000000000000001e-03,5212079,5393200,20317247,"2014-07-01 00:00:00",1
906,"SUFFIELD",0,"Town of Suffield Retirement Plan",0,0,0,1,0,0,0,0,,0,338,0,,,,37769165,27626919,7.2499999999999995e-02,7.2499999999999995e-02,1.6000000000000000e-02,1333075,1333075,9238546,"2015-07-01 00:00:00",0
907,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,0,0,1,,0,72,0,,,,5815150,5460161,6.7500000000000004e-02,6.7500000000000004e-02,-4.5000000000000005e-03,138070,138070,1717557,"2015-07-01 00:00:00",1
908,"WARREN",0,"Town of Warren Pension Plan",0,1,0,1,0,0,0,0,,0,13,0,,,,821041,488251,5.9999999999999998e-02,5.9999999999999998e-02,3.2500000000000001e-02,42072,38160,163976,"2015-07-01 00:00:00",0
909,"WASHINGTON",0,"Town of Washington Retirement Plan",0,1,0,1,0,0,0,0,,0,51,0,,,,3594301,3085029,5.5000000000000000e-02,5.5000000000000000e-02,1.9699999999999999e-02,128579,140000,915138,"2015-01-01 00:00:00",0
910,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,0,0,1,0,0,,0,66,0,,,,26105796,18993727,7.2499999999999995e-02,7.2499999999999995e-02,1.0000000000000000e-02,875571,875571,3220197,"2015-01-01 00:00:00",1
911,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,0,1,0,0,0,0,,0,245,0,,,,22920114,19858713,7.2499999999999995e-02,7.2499999999999995e-02,8.0000000000000002e-03,411648,411648,6326497,"2015-01-01 00:00:00",1
912,"NORTH HAVEN",0,"Pension Plan For General Employees of The Town of North Haven",0,0,0,0,1,0,0,1,,0,376,0,,,,67417464,49472629,7.0000000000000007e-02,7.0000000000000007e-02,,2521308,2301816,7512900,"2015-07-01 00:00:00",1
913,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,0,0,1,0,0,,0,92,0,,,,35269042,22406274,7.0000000000000007e-02,7.0000000000000007e-02,,1470085,1344518,2927540,"2014-07-01 00:00:00",1
914,"NORTH HAVEN",0,"Town of North Haven Firefighters'  Pension Plan",0,0,0,0,0,0,1,0,,0,57,0,,,,22093089,14521957,7.0000000000000007e-02,7.0000000000000007e-02,,874354,827868,2185907,"2014-07-01 00:00:00",1
915,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,0,0,1,0,,0,94,0,,,,939584,907529,6.7500000000000004e-02,6.7500000000000004e-02,,35038,35038,,"2015-07-01 00:00:00",1
916,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,0,0,"Elected Official",1,6,1,,,,2260184,0,2.8500000000000001e-02,2.8500000000000001e-02,,180734,160301,189941,"2015-07-01 00:00:00",1
919,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Town",0,0,0,0,1,0,0,1,,0,695,0,,,,53638291,51843863,6.7500000000000004e-02,6.7500000000000004e-02,6.1999999999999998e-03,1693900,1709440,13301228,"2015-07-01 00:00:00",1
920,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Police Plan",0,0,0,0,0,1,0,0,,0,73,0,,,,29605280,27836247,6.7500000000000004e-02,6.7500000000000004e-02,6.1999999999999998e-03,655614,661629,2824325,"2015-07-01 00:00:00",1
921,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Fire Plan",0,0,0,0,0,0,1,0,,0,49,0,,,,18106143,17229499,6.7500000000000004e-02,6.7500000000000004e-02,6.1999999999999998e-03,353931,353931,1655514,"2015-07-01 00:00:00",1
922,"ROCKY HILL",0,"Town of Rocky Hill General Employees Pension Plan",0,0,0,0,1,0,0,1,,0,324,0,,,,41687915,34968325,7.0000000000000007e-02,7.0000000000000007e-02,6.8000000000000005e-03,1414908,1340000,8438036,"2014-09-01 00:00:00",1
923,"ROCKY HILL",0,"Town of Rocky Hill: Police Officer Pension Plan",0,0,0,0,0,1,0,0,,0,55,0,,,,22374654,21569643,7.0000000000000007e-02,7.0000000000000007e-02,1.7000000000000001e-03,499336,559822,3249728,"2014-09-01 00:00:00",1
924,"ROCKY HILL",0,"Town of Rocky Hill Firefighters Pension Plan",1,0,0,0,0,0,1,0,,0,195,0,,,,1538963,1211870,7.0000000000000007e-02,7.0000000000000007e-02,1.2999999999999999e-03,49697,81500,,"2014-07-01 00:00:00",1
925,"ROCKY HILL",0,"Town of Rocky Hill: Ambulance Pension Plan",1,0,0,0,0,0,0,0,"AMBULANCE",1,59,0,,,,631275,656721,7.0000000000000007e-02,7.0000000000000007e-02,-1.5000000000000000e-03,,,,"2015-07-01 00:00:00",1
926,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,1,0,1,0,0,0,0,,0,300,0,,,,44032000,21643000,7.3800000000000004e-02,7.3800000000000004e-02,-1.7100000000000001e-02,1623000,1623000,7037000,"2015-07-01 00:00:00",1
927,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,0,0,1,0,0,,0,126,0,,,,61189000,35660000,7.3800000000000004e-02,7.3800000000000004e-02,-1.3600000000000001e-02,3338000,3338000,5766000,"2015-07-01 00:00:00",1
928,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,1,0,1,0,0,0,0,,0,43,0,,,,11766000,5211000,7.3800000000000004e-02,7.3800000000000004e-02,-1.7700000000000000e-02,449000,449000,864000,"2015-07-01 00:00:00",1
929,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,1,0,0,0,0,1,0,,0,115,0,,,,1452000,501000,5.9999999999999998e-02,5.9999999999999998e-02,-6.9999999999999993e-03,133000,133000,,"2015-07-01 00:00:00",1
930,"NEW MILFORD",0,"Town of New Milford Pension Plan",0,0,0,1,0,0,0,0,,0,692,0,,,,69030772,50489096,7.4999999999999997e-02,7.4999999999999997e-02,2.0099999999999996e-02,2303221,2327020,18361947,"2014-07-01 00:00:00",1
1059,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,0,0,1,0,0,0,0,,0,85,0,,,,14626975,4439810,6.2500000000000000e-02,5.0900000000000001e-02,3.2399999999999998e-02,655422,506258,822601,"2014-07-01 00:00:00",0
1060,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,0,0,0,0,0,0,1,,0,71,0,,,,7208947,4725065,6.2500000000000000e-02,6.2500000000000000e-02,3.2399999999999998e-02,293169,308169,1310909,"2014-07-01 00:00:00",0
931,"AVON",0,"Retirement Plan For Board of Education of Town of Avon",0,1,0,0,0,0,0,1,,0,192,0,,,,10384367,8073143,7.2499999999999995e-02,7.2499999999999995e-02,-5.7999999999999996e-03,504392,508433,4872609,"2015-07-01 00:00:00",1
932,"AVON",0,"Retirement Plan for Town Employees",0,1,0,1,0,0,0,0,,0,96,0,,,,41442083,16354382,7.2499999999999995e-02,7.2499999999999995e-02,-1.2199999999999999e-02,2718922,2718922,1146084,"2015-07-01 00:00:00",1
933,"BETHANY",0,"Bethany Volunteer Fire Association Plan",1,0,0,0,0,0,1,0,,0,,0,"Valuation method and discount rate are not listed in notes.",,,502926,286826,2.9999999999999999e-02,,3.5000000000000003e-02,16413,16000,,"2016-06-30 00:00:00",0
934,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,0,0,1,0,0,0,0,,0,243,0,"Actuarial Valuation Date--Found in Note 10, top of page 60.",,,31810462,27152011,6.7500000000000004e-02,6.7500000000000004e-02,-1.1100000000000000e-02,2013334,2751446,7607181,"2015-07-01 00:00:00",1
935,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,0,0,1,0,0,,0,49,0,"Actuarial Valuation Date--Found in Note 10, top of page 60.",,,15450508,9171093,6.7500000000000004e-02,6.7500000000000004e-02,-1.1100000000000000e-02,612450,513000,2407527,"2015-07-01 00:00:00",1
936,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,1,0,1,0,0,0,0,,0,391,0,"Plan closed per e-mail from Jim Wren to Bill Plummer on 3/31/17.",,,60448194,42382947,7.2499999999999995e-02,7.2499999999999995e-02,2.2000000000000001e-03,2571995,2572003,9157561,"2015-01-01 00:00:00",0
937,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,1,0,0,0,1,0,0,,0,87,0,"Plan closed per e-mail from Jim Wren to Bill Plummer on 3/31/17.",,,42917279,25588818,7.2499999999999995e-02,7.2499999999999995e-02,4.0999999999999995e-03,2051665,2051670,1768489,"2015-01-01 00:00:00",0
938,"BRISTOL",0,"City of Bristol Retirement System",0,0,0,0,1,0,0,1,,0,1308,0,,,,204245167,194816830,7.4999999999999997e-02,7.4999999999999997e-02,-2.4700000000000003e-02,352543,44000,30661306,"2015-07-01 00:00:00",1
939,"BRISTOL",0,"City of Bristol Firefighter's Benefit Fund",0,0,0,0,0,0,1,0,,0,183,0,,,,71680982,176761155,7.4999999999999997e-02,7.4999999999999997e-02,-2.4700000000000003e-02,0,0,5556190,"2015-07-01 00:00:00",1
940,"BRISTOL",0,"City of Bristol Police Benefit Fund",0,0,0,0,0,1,0,0,,0,244,0,,,,115955470,189380619,7.4999999999999997e-02,7.4999999999999997e-02,-2.4700000000000003e-02,0,0,9139541,"2015-07-01 00:00:00",1
941,"CANTON",0,"Town of Canton Employee Retirement Plan",0,1,0,1,0,0,0,0,,0,126,0,,,,22448055,14868383,6.5000000000000002e-02,6.5000000000000002e-02,8.8999999999999999e-03,1056295,1056295,1434238,"2016-01-01 00:00:00",1
942,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,1,0,0,0,0,1,0,"Ambulance",1,29,0,,,,460256,274710,6.5000000000000002e-02,6.5000000000000002e-02,8.3999999999999995e-03,26544,27745,,"2016-01-01 00:00:00",1
943,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,0,0,1,0,0,0,0,,0,28,0,,,,2199424,1463626,6.5000000000000002e-02,6.5000000000000002e-02,1.3000000000000001e-02,161804,161804,866218,"2016-01-01 00:00:00",1
944,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,0,0,1,0,,0,57,0,,,,707354,607060,5.9999999999999998e-02,5.9999999999999998e-02,4.1700000000000001e-02,34044,34044,,"2015-01-01 00:00:00",1
945,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,1,0,1,0,0,0,0,,0,520,0,,,,55935983,39483663,7.4999999999999997e-02,7.4999999999999997e-02,-3.2899999999999999e-02,1821202,1821202,13079769,"2014-07-01 00:00:00",1
946,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,1,0,0,0,1,0,0,,0,86,0,,,,43270938,24151028,7.4999999999999997e-02,7.4999999999999997e-02,-3.3900000000000000e-02,1342563,1152765,3743751,"2014-07-01 00:00:00",1
947,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,0,0,1,0,,0,102,0,,,,3612259,1373615,7.4999999999999997e-02,7.4999999999999997e-02,1.4000000000000002e-03,263917,263917,,"2014-07-01 00:00:00",1
948,"COLCHESTER",0,"Town of Colchester Police Pension Plan",0,1,0,0,0,1,0,0,,0,10,0,,,,2187320,1655492,7.4999999999999997e-02,7.4999999999999997e-02,-3.7000000000000002e-03,119514,105755,743711,"2014-07-01 00:00:00",1
949,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,0,0,1,0,0,0,0,,0,181,0,,,,16309584,12893928,7.4999999999999997e-02,7.4999999999999997e-02,-3.7000000000000002e-03,565362,565362,6317675,"2015-07-01 00:00:00",1
950,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,0,1,0,0,0,0,,0,276,0,,,,24699381,20773901,7.0999999999999994e-02,7.0999999999999994e-02,-3.7000000000000002e-03,688375,688458,9379937,"2014-07-01 00:00:00",1
951,"DANBURY",0,"General Employees' Pension Plan",0,0,0,1,0,0,0,0,,0,1187,0,,,,147793970,98776588,7.2499999999999995e-02,7.2499999999999995e-02,-2.9600000000000001e-02,3846000,3846000,25589700,"2015-07-01 00:00:00",1
952,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,26,0,,,,7189465,2001275,7.2499999999999995e-02,7.2499999999999995e-02,-2.4000000000000000e-02,655000,655000,,"2013-07-01 00:00:00",1
953,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,0,1,0,,0,19,0,,,,6121256,2371457,7.2499999999999995e-02,7.2499999999999995e-02,-2.7400000000000001e-02,415000,415000,,"2015-07-01 00:00:00",1
954,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,0,1,0,0,,0,99,0,,,,57667341,41108178,7.2499999999999995e-02,7.2499999999999995e-02,-3.0299999999999997e-02,841000,1152000,1172000,"2014-07-01 00:00:00",1
