Record Num,Entity,Type of Plan,Plan Name,Volunteer,Closed Plan,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
14,"CLINTON",0,"Police Employees' Retirement Plan",0,0,0,0,1,0,0,,0,40,0,700749,700749,0,,,,"07/01/10 00:00:00",13965158,8581794,,0,254283,
15,"CLINTON",0,"Board of Education Noncertified Personnel Pension Plan",0,0,0,0,0,0,1,,0,99,0,295024,300000,0,,,,"07/01/10 00:00:00",5023710,3417014,,0,-121723,
16,"DEEP RIVER",0,"Town of Deep River Employee's Retirement Plan",0,0,1,0,0,0,0,,0,32,0,230727,223389,0,,,,"07/01/10 00:00:00",2285458,1060371,,0,1226768,
17,"DEEP RIVER",0,"Firefighters' Merit Plan",1,0,0,0,0,1,0,,0,46,0,30808,20000,0,,,,"07/01/10 00:00:00",437690,312846,,0,-55015,
18,"DERBY",0,"City of Derby Public Employee Retirement System",0,0,1,0,0,0,0,,0,182,0,605800,572000,0,,,,"07/01/11 00:00:00",11634282,9427786,,0,437288,
19,"DURHAM",0,"Retirement Plan For Employees of The Town of Durham",0,0,1,0,0,0,0,,0,41,0,139097,139097,0,,,,"07/01/11 00:00:00",2721345,1755122,,0,12325,
20,"EAST HADDAM",0,"East Haddam Volunteer Fire Plan",1,1,0,0,0,1,0,,0,37,0,48417,35646,0,,,,"01/01/11 00:00:00",794532,366682,,0,12771,
21,"EAST WINDSOR",0,"Town of East Windsor Pension Plan",0,0,1,0,0,0,0,,0,237,0,866500,866500,0,,,,"07/01/10 00:00:00",17335037,12510494,,0,1684530,
22,"EASTON",0,"Town of Easton Retirement Plans I and II",0,0,0,1,0,0,1,,0,189,0,441339,640421,0,,,,"07/01/11 00:00:00",14493708,12450507,,0,-251014,
23,"FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,1,0,0,1,,0,1200,0,3936000,3936000,0,,,,"07/01/11 00:00:00",156822000,154469000,,0,-1136000,
24,"FAIRFIELD",0,"Town of Fairfield Police and Fire Retirement Plan",0,0,0,0,1,1,0,,0,405,0,1516000,1516000,0,,,,"07/01/11 00:00:00",151035000,153668000,,0,-2538000,
25,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,1,0,0,0,0,,0,5,1,22281,18700,0,,,,"07/01/11 00:00:00",104916,27195,"Closed to new entrants since 1999",0,179841,
26,"GUILFORD",0,"Town of Guilford Employees Pension Plan",0,0,1,0,0,0,0,,0,149,0,859955,685070,0,,,,"07/01/11 00:00:00",16811534,12912797,,0,1193545,
27,"GUILFORD",0,"Town of Guilford Police Retirement Fund",0,0,0,0,1,0,0,,0,73,0,692800,1500000,0,,,,"07/01/11 00:00:00",18686302,11759309,,0,-1724819,
28,"GUILFORD",0,"Town of Guilford Public School Employees (Non-Certified) Pension Plan",0,0,0,0,0,0,1,,0,232,0,540162,175000,0,,,,"07/01/11 00:00:00",10790912,9694678,,0,2786965,
29,"HARWINTON",0,"Town of Harwinton Pension Trust",0,0,1,0,0,0,0,,0,21,0,268003,200000,0,,,,"07/01/10 00:00:00",1730113,1266187,,0,177828,
1,"BRIDGEPORT",0,"Public Safety Plan A",0,1,0,0,1,1,0,,0,874,0,9794368,7000000,0,,,,"07/01/12 00:00:00",338253000,173208000,,0,-59315213,"***"
30,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan",0,0,1,0,0,0,0,,0,23,0,111775,149923,0,,,,"07/01/11 00:00:00",2125531,1560974,,0,151637,
31,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan- Volunteer Fire Company",1,0,0,0,0,1,0,"Ambulance",1,85,0,95796,80000,0,,,,"07/01/11 00:00:00",1534537,818096,,0,1790,
32,"HARTFORD",0,"City MERF",0,0,1,0,0,0,0,,0,5297,0,27600000,27600000,0,,,,"07/01/11 00:00:00",1218900000,1017602000,,0,4069000,
33,"HARTFORD",0,"RAF/PBF/FRF pre 5/1/1947 PLAN",0,1,1,0,0,0,0,,0,151,1,1097000,1097000,0,,,,"07/01/09 00:00:00",6653000,0,,0,0,
34,"MADISON",0,"Town of Madison Police Department Retirement Plan",0,0,0,0,1,0,0,,0,62,0,341993,341767,0,,,,"07/01/10 00:00:00",13541062,11556512,,0,-53702,
35,"MADISON",0,"Retirement Plan For The Employees of The Town of Madison",0,0,0,1,0,0,0,,0,307,0,728213,728342,0,,,,"07/01/10 00:00:00",13870912,12116917,,0,-324328,
36,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,0,1,0,,0,99,0,100176,100176,0,,,,"07/01/10 00:00:00",1821132,1776064,,0,0,
37,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,1,0,0,0,0,,0,1484,0,5038000,5038000,0,,,,"07/01/11 00:00:00",167728000,137185000,,0,0,
38,"MILFORD",0,"City of Milford Retirement System",0,0,1,0,0,0,0,,0,1449,0,342000,342000,0,,,,"07/01/11 00:00:00",307306000,372126000,,0,-23000,
39,"MORRIS",0,"Town of Morris Pension Plan",0,0,1,0,0,0,0,,0,11,0,46515,43817,0,,,,"07/01/11 00:00:00",803607,745398,,0,784,
40,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,0,1,0,,0,43,0,4567,7266,0,,,,"07/01/11 00:00:00",96969,99411,,0,-6538,
41,"NEW FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,0,1,0,1,0,,0,82,0,262019,262019,0,,,,"01/01/11 00:00:00",5310844,5269548,,0,20784,
42,"NEW FAIRFIELD",0,"New Fairfield Board of Education Retirement Income Plan",0,0,0,0,0,0,1,,0,156,0,400267,356906,0,,,,"07/01/11 00:00:00",4923660,4047669,,0,61174,
43,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,0,1,0,0,0,0,,0,97,0,208104,187208,0,,,,"07/01/11 00:00:00",3287835,1876218,,0,165123,
44,"NEW LONDON",0,"City of New London Noncontributory Pension Program",0,1,1,0,0,0,0,,0,50,1,694000,777878,0,,,,"07/01/10 00:00:00",7550000,0,,0,2834685,
45,"NEW LONDON",0,"City of New London Contributory Pension Program",0,0,1,0,0,0,0,,0,374,0,1013000,753825,0,,,,"07/01/10 00:00:00",46277000,42209000,,0,-1609131,
46,"NEW MILFORD",0,"Town of New Milford Pension Plan",0,0,1,0,0,0,0,,0,686,0,1955423,2193073,0,,,,"07/01/10 00:00:00",47147722,39514944,,0,-583915,
47,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,1,1,0,0,0,0,,0,327,0,1268000,1268000,0,,,,"07/01/11 00:00:00",37090000,19765000,,0,-9000,
48,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,1,0,0,0,0,0,"Administrative employees hired prior to 1/1/97",1,48,0,287000,287000,0,,,,"07/01/11 00:00:00",10774000,6018000,,0,-5000,
49,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,0,1,0,0,,0,118,0,2064000,2065000,0,,,,"07/01/11 00:00:00",46585000,26700000,,0,-176000,
50,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,1,0,0,0,1,0,,0,109,0,77000,77000,0,,,,"07/01/11 00:00:00",1447000,720000,,0,0,
51,"NORTH HAVEN",0,"Pension Plan For General Employees of The Town of North Haven",0,0,0,1,0,0,1,,0,397,0,1913252,1913252,0,,,,"07/01/11 00:00:00",53669768,39535130,,0,70669,
52,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,0,1,0,0,,0,96,0,1143362,1143362,0,,,,"07/01/10 00:00:00",26283327,16614473,,0,0,
53,"NORTH HAVEN",0,"Town of North Haven Fire Department Pension Plan",0,0,0,0,0,1,0,,0,57,0,689471,689471,0,,,,"07/01/10 00:00:00",15606930,10390955,,0,0,
54,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,0,1,0,,0,123,0,68415,68415,0,,,,"07/01/11 00:00:00",931596,705629,,0,-6449,
55,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,0,"elected officials",1,6,1,153161,150043,0,,,,"07/01/11 00:00:00",1378759,0,,0,651557,
56,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,0,1,0,0,0,0,,0,86,0,354912,299612,0,,,,"07/01/10 00:00:00",10431734,6364010,,0,127654,
57,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,0,0,0,0,0,1,,0,73,0,218012,217718,0,,,,"07/01/10 00:00:00",4575969,3966319,,0,-5680,
58,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Town",0,0,0,1,0,0,1,,0,568,0,1522605,1553553,0,,,,"06/30/12 00:00:00",39200388,36109162,,0,520623,
59,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Police Plan",0,0,0,0,1,0,0,,0,71,0,592451,724062,0,,,,"06/30/12 00:00:00",24430637,21311684,,0,333458,
60,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Fire Plan",0,0,0,0,0,1,0,,0,53,0,385234,412385,0,,,,"06/30/12 00:00:00",14943072,12759626,,0,143674,
61,"ROCKY HILL",0,"Town of Rocky Hill: General Employees Pension Plan",0,0,0,1,0,0,1,,0,304,0,1203931,1203931,0,,,,"09/01/10 00:00:00",28654640,22758265,"Use NPO from the FY 11-12 trend information",0,1213409,
62,"ROCKY HILL",0,"Town of Rocky Hill: Police Officer Pension Plan",0,0,0,0,1,0,0,,0,47,0,769584,769584,0,,,,"09/01/10 00:00:00",20018744,15124745,"Use NPO from the FY 11-12 trend information",0,535512,
63,"ROCKY HILL",0,"Town of Rocky Hill: Firefighters Pension Plan",1,0,0,0,0,1,0,,0,168,0,69719,69719,0,,,,"07/01/10 00:00:00",1156417,777258,"Use NPO from the FY 11-12 trend information",0,-16378,
64,"ROCKY HILL",0,"Town of Rocky Hill: Ambulance Pension Plan",1,0,0,0,0,0,0,"Ambulance",1,41,0,12288,32339,0,,,,"07/01/11 00:00:00",506309,471485,"Use NPO from the FY 11-12 trend information",0,-35626,
65,,0,,0,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
66,"SIMSBURY",0,"General Government Retirement Income Plan",0,0,0,1,0,0,0,,1,229,0,722519,722519,0,,,,"07/01/11 00:00:00",21036448,16473527,,0,0,
67,"SIMSBURY",0,"Police Retirement Income Plan",0,0,0,0,1,0,0,,0,63,0,497614,497614,0,,,,"07/01/11 00:00:00",15870566,13214956,,0,0,
68,"SIMSBURY",0,"Board of Education Retirement Income Plan",0,0,0,0,0,0,1,,0,343,0,910571,1030571,0,,,,"07/01/11 00:00:00",18939318,12792846,,0,-129389,
69,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,1,0,0,0,0,,0,192,0,1583496,1343147,0,,,,"01/01/11 00:00:00",26743578,15778240,,0,3156019,
70,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,0,1,,0,149,0,481339,752056,0,,,,"01/01/11 00:00:00",9941840,8394835,,0,1004214,
71,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,0,1,0,0,0,,0,1521,0,5362000,5390000,0,,,,"07/01/11 00:00:00",202613000,185099000,,0,4000,
72,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,0,1,0,0,,0,565,0,4341000,4341000,0,,,,"07/01/11 00:00:00",192260000,171079000,,0,-869000,
73,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,0,1,0,,0,478,0,2080000,2080000,0,,,,"07/01/11 00:00:00",139939000,135656000,,0,36000,
74,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,1,"MECHANICS",1,651,0,1380000,1913000,0,,,,"07/01/11 00:00:00",51286000,45767000,,0,-792000,
75,"STRATFORD",0,"Town of Stratford Employees' Retirement Plan",0,0,1,0,0,0,0,,0,979,0,8521128,8493774,0,,,,"07/01/10 00:00:00",238530000,116886000,,0,-14860574,"***"
76,"SUFFIELD",0,"Town of Suffield Retirement Plan",0,0,1,0,0,0,0,,0,293,0,1006709,984803,0,,,,"07/01/11 00:00:00",26790558,20726827,,0,-76182,
77,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,0,1,,0,59,0,156172,156172,0,,,,"07/01/11 00:00:00",4356271,3882189,,0,0,
78,"WARREN",0,"Town of Warren Pension Plan",0,0,1,0,0,0,0,,0,12,0,67415,38000,0,,,,"07/01/10 00:00:00",676046,286124,,0,-215223,
79,"WASHINGTON",0,"Town of Washington Retirement Plan",0,0,1,0,0,0,0,,0,60,0,155330,160179,0,,,,"01/01/11 00:00:00",2854292,2208365,,0,-1052,
80,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,1,0,0,0,0,,0,248,0,360695,360695,0,,,,"01/01/12 00:00:00",18004766,16935651,,0,0,
81,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,0,1,0,0,,0,64,0,689641,689641,0,,,,"01/01/12 00:00:00",20246447,15581062,,0,0,
82,"WEST HAVEN",0,"City of West Haven Police Pension Fund",0,1,0,0,1,0,0,,0,248,0,3141846,1285000,0,,,,"01/01/11 00:00:00",120389438,110509793,,0,-44808625,"***"
83,"WILTON",0,"Wilton Employees' Retirement Plan",0,0,1,0,0,0,0,,0,564,0,3383205,4058322,0,,,,"07/01/11 00:00:00",80728579,67773544,,0,-3204355,
84,"WOODBURY",0,"Town of Woodbury Pension Plan",0,0,1,0,0,0,0,,0,95,0,329048,325248,0,,,,"07/01/11 00:00:00",7429853,5812017,,0,-154109,
85,"AVON",0,"Retirement Plan For Police Officers of Town of Avon",0,1,0,0,1,0,0,,0,33,0,899987,899987,0,,,,"07/01/10 00:00:00",17610940,7875740,,0,-7750,
86,"AVON",0,"Retirement Plan For Public Works Employees of Town of Avon",0,1,0,0,0,0,0,"Public Works",1,19,0,341197,341197,0,,,,"01/01/10 00:00:00",5945621,2264046,,0,-709,
87,"AVON",0,"Retirement Plan For Non-Organized Employees of Town of Avon",0,1,0,0,0,0,0,"Nonorganized employees",1,59,0,767730,767730,0,,,,"07/01/10 00:00:00",15471558,8196443,,0,-13649,
88,"AVON",0,"Retirement Plan For Board of Education of Town of Avon",0,0,0,0,0,0,1,,0,148,0,318093,318093,0,,,,"07/01/10 00:00:00",5346008,3994222,,0,-40282,
89,"AVON",0,"Retirement Plan For Dispatchers of Town of Avon",0,1,0,0,0,0,0,"Dispatchers",1,4,0,21615,21615,0,,,,"07/01/10 00:00:00",753945,514009,,0,-4641,
90,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,0,1,0,0,0,0,,0,242,0,1918557,2044409,0,,,,"07/01/12 00:00:00",27921815,17645371,,0,2575704,
91,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,0,1,0,0,,0,44,0,552997,621153,0,,,,"07/01/12 00:00:00",9943329,6859853,,0,426031,
92,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,0,1,0,0,0,0,,0,361,0,1926516,1956542,0,,,,"01/01/11 00:00:00",47024408,31939390,,0,-30639,
93,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,1,0,0,1,0,0,,0,86,0,1485522,1485520,0,,,,"01/01/11 00:00:00",33834932,21844554,,0,2,
94,"BRISTOL",0,"City of Bristol Retirement System",0,0,0,1,0,0,1,,1,1245,0,0,0,0,,,,"07/01/11 00:00:00",161266000,200861000,,0,-1734000,
95,"BRISTOL",0,"City of Bristol Firefighter's Benefit Fund",0,0,0,0,0,1,0,,0,183,0,0,0,0,,,,"07/01/11 00:00:00",66073000,159247000,,0,-1763000,
96,"BRISTOL",0,"City of Bristol Police Benefit Fund",0,0,0,0,1,0,0,,0,216,0,0,0,0,,,,"07/01/11 00:00:00",91283000,175219000,,0,-2954000,
97,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,0,1,0,0,0,0,,0,256,0,1816697,773939,0,,,,"01/01/12 00:00:00",37535147,29140501,,0,4846527,
98,"CANTON",0,"Town of Canton Employee Retirement Plan",0,1,1,0,0,0,0,,0,141,0,873565,873565,0,,,,"01/01/12 00:00:00",21004852,13532160,,0,475388,
99,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,1,0,0,0,1,0,"Ambulance volunteers",1,34,0,28026,34082,0,,,,"01/01/12 00:00:00",507305,255337,,0,47197,
100,"CHESHIRE",0,"Town of Cheshire Pension Plan",0,0,1,0,0,0,0,,0,529,0,1320263,940125,0,,,,"07/01/10 00:00:00",39139701,36643347,,0,944810,
101,"CHESHIRE",0,"Town of Cheshire Pension Plan For Police Personnel",0,0,0,0,1,0,0,,0,77,0,575379,402765,0,,,,"07/01/10 00:00:00",28070073,25210399,,0,173397,
102,"CHESHIRE",0,"Town of Chesire Volunteer Fire Plan",1,0,0,0,0,1,0,,0,128,0,195465,155000,0,,,,"07/01/10 00:00:00",2130528,729059,,0,151771,
103,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,0,1,0,0,0,0,,0,24,0,126055,110000,0,,,,"01/01/10 00:00:00",1411511,783181,,0,81900,
104,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,0,1,0,,0,67,0,27777,20000,0,,,,"07/01/10 00:00:00",543736,370145,,0,14391,
105,"COLCHESTER",0,"Town of Colchester Police Pension Plan",0,0,0,0,1,0,0,,0,10,0,74068,101034,0,,,,"07/01/11 00:00:00",705953,559948,,0,-46829,
106,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,0,1,0,0,0,0,,0,181,0,1097988,1267988,0,,,,"07/01/11 00:00:00",12084080,7449103,,0,43785,
107,"CROMWELL",0,"Town of Cromwell Pension Plan",0,0,1,0,0,0,0,,0,263,0,711591,711591,0,,,,"07/01/11 00:00:00",16316313,16268602,,0,-4221,
108,"DANBURY",0,"General Employees' Pension Plan",0,0,1,0,0,0,0,,0,1208,0,2639000,2639000,0,,,,"07/01/11 00:00:00",117668661,110890677,,0,0,
109,"DANBURY",0,"Pre 1967 Police Pension Plan",0,1,0,0,1,0,0,,0,32,0,904000,904000,0,,,,"07/01/11 00:00:00",9509978,4894494,,0,0,
110,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,1,0,0,0,1,0,,0,24,0,488000,488000,0,,,,"07/01/11 00:00:00",8000590,4600978,,0,0,
111,"DANBURY",0,"Post 1967 Police Pension Plan",0,1,0,0,1,0,0,,0,102,0,798000,798000,0,,,,"07/01/10 00:00:00",56466195,52769298,,0,0,
112,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,0,1,0,,0,192,0,1429000,1429000,0,,,,"07/01/10 00:00:00",68330153,65257292,,0,0,
113,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,0,1,0,0,,0,163,0,1419000,1419000,0,,,,"07/01/10 00:00:00",23294439,17189830,,0,0,
114,"DARIEN",0,"Town of Darien Town Pension Fund",0,0,1,0,0,0,0,,0,510,0,1671289,1671289,0,,,,"06/30/11 00:00:00",44995779,38173965,,0,0,
115,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,0,1,0,0,,0,105,0,1133728,1133728,0,,,,"06/30/11 00:00:00",34662756,27839876,,0,0,
116,"EAST HAMPTON",0,"East Hampton Employees' Retirement Plan",0,0,1,0,0,0,0,,0,339,0,746829,809304,0,,,,"07/01/11 00:00:00",24121912,20676026,,0,-1398141,
117,"EAST HARTFORD",0,"East Hartford Employees' Retirement Plan",0,0,1,0,0,0,0,,0,1394,0,9207000,9207000,0,,,,"07/01/11 00:00:00",269047000,181960000,,0,1424000,
118,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,0,1,0,0,0,0,,0,222,0,835942,835942,0,,,,"01/01/12 00:00:00",17564890,11497549,,0,-35040,
119,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,0,1,0,0,0,0,,0,899,0,1700000,1699000,0,,,,"07/01/11 00:00:00",52432000,47054000,,0,-8000,
120,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,0,1,0,0,,0,160,0,1217000,1216000,0,,,,"07/01/11 00:00:00",48568000,42000000,,0,-6000,
121,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,0,1,0,0,0,0,,0,50,0,188437,135596,0,,,,"07/01/10 00:00:00",2508819,1980857,,0,64986,
122,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,0,1,0,,0,71,0,74978,69922,0,,,,"07/01/10 00:00:00",864860,566633,,0,10875,
123,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,0,1,0,0,,0,6,0,71154,71154,0,,,,"07/01/10 00:00:00",788036,435585,,0,5910,
124,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,0,1,0,0,0,0,,0,587,0,1971693,2055490,0,,,,"07/01/11 00:00:00",85980068,69589308,,0,317464,
125,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,0,1,0,0,0,0,,0,807,0,4753626,4753626,0,,,,"01/01/11 00:00:00",120697099,92295808,,0,1000571,
126,"GRANBY",0,"Town of Granby Pension Plan",0,0,1,0,0,0,0,,0,102,0,359226,359226,0,,,,"07/01/11 00:00:00",15118477,12140206,,0,91823,
127,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,0,1,0,0,0,0,,0,2440,0,14488000,14488000,0,,,,"07/01/10 00:00:00",404142454,325566171,,0,0,
128,"GROTON",0,"Town of Groton - Retirement System",0,0,1,0,0,0,0,,0,637,0,2968475,2968475,0,,,,"07/01/11 00:00:00",105160036,85612289,,0,-1022046,
129,"GROTON (CITY)",0,"City of Groton Retirement Plan",0,0,1,0,0,0,0,,0,346,0,2016200,1790134,0,,,,"07/01/11 00:00:00",61742310,54649695,,0,-900555,
130,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,0,1,0,0,0,0,,0,44,0,262526,294688,0,,,,"01/01/11 00:00:00",3106041,2775873,,0,296142,
131,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,0,1,0,,0,112,0,77239,108110,0,,,,"07/01/10 00:00:00",1488040,994311,,0,45429,
132,"HAMDEN",0,"Retirement Plan of The Town of Hamden",0,0,1,0,0,0,0,,0,1259,0,19850851,3040000,0,,,,"07/01/10 00:00:00",323748595,81352519,,0,161294925,
133,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,0,1,0,0,0,0,,0,166,0,107475,107475,0,,,,"07/01/11 00:00:00",4964771,4568864,,0,0,
134,"LEDYARD",0,"Town of Ledyard Pension Plan",0,0,1,0,0,0,0,,0,244,0,946741,941813,0,,,,"07/01/11 00:00:00",20098776,14152373,,0,759612,
135,"LITCHFIELD",0,"Town of Litchfield Municipal Employees Retirement Plan",0,0,1,0,0,0,0,,0,178,0,824000,824000,0,,,,"07/01/10 00:00:00",11661000,6216000,,0,-305000,
136,"LITCHFIELD",0,"Volunteer Fire Dept. Supplemental Retirement Plan",1,0,0,0,0,1,0,,0,252,0,188000,188000,0,,,,"07/01/10 00:00:00",3121000,1937000,,0,-197000,
137,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,0,0,1,0,0,1,,0,1180,0,1898009,1906102,0,,,,"07/01/10 00:00:00",133912594,140652162,,0,-305049,
138,"MERIDEN",0,"Meriden Police Pension Plan",0,0,0,0,1,0,0,,0,202,0,4028938,4028938,0,,,,"07/01/10 00:00:00",98013777,61620597,,0,12795238,
139,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,0,0,0,0,1,0,,0,176,0,2620905,2620905,0,,,,"07/01/10 00:00:00",74993738,51296883,,0,12545214,
140,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,0,1,0,0,0,0,,0,95,0,609437,633794,0,,,,"07/01/11 00:00:00",15186782,11138711,"PAGE 31 OF AUDIT REFERS TO A DEFINED CONTRIBUTION PLAN ADOPTED ON 8/25/11.  HOWEVER, PAGE 31 ALSO SAYS THERE ARE NO PARTICIPANTS IN THE PLAN AS OF 6/30/12, AND NO CONTRIBUTIONS HAVE BEEN MADE.
QUESTION—DO WE INCLUDE THIS PLAN AS A DC PLAN FOR FISCAL INDICATOR PURPOSES?????",0,-43351,
141,"MIDDLETOWN",0,"City of Middletown Retirement System",0,0,1,0,0,0,0,,0,966,0,2277000,2277000,0,,,,"07/01/11 00:00:00",261459000,314244000,,0,-2000,
142,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,0,1,0,1,0,"Supervisors, clerical, non-union and highway employees",1,129,0,564832,102101,0,,,,"01/01/10 00:00:00",8784914,7124118,,0,925234,
