Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
1586,"BRANFORD",0,"Branford Police Employees Retirement Plan",0,0,0,1,0,0,,0,83,0,724950,784950,0,,,,"07/01/05 00:00:00",15525603,11206696,,0,-135881,
1587,"BRIDGEPORT",0,"Public Safety Plan A",0,0,0,1,1,0,,0,1022,0,8115384,3125012,0,,,,"07/01/06 00:00:00",358287000,269319000,,0,-85881639,"***"
1588,"BRIDGEPORT",0,"Police Retirement Plan B - post 6/3/81 employees",0,0,0,1,0,0,,0,469,0,3211853,3187722,0,,,,"07/01/06 00:00:00",93711000,84683000,,0,-3517220,
1589,"BRIDGEPORT",0,"Firefighters' Retirement Plan B - post 12/31/83 employees",0,0,0,0,1,0,,0,299,0,1885184,1772940,0,,,,"07/01/06 00:00:00",56146000,51132000,,0,-1989698,
1590,"BRIDGEPORT",0,"Janitors And Engineers Retirement Fund",0,0,0,0,0,0,,1,51,1,897186,1020221,0,,,,"07/01/06 00:00:00",9870000,3000,,0,2322101,
1591,"BROOKLYN",0,"Retirement Plan For Town of Brooklyn",0,1,0,0,0,0,,0,97,0,159867,159867,0,,,,"07/01/06 00:00:00",2399216,1983038,,0,-23642,
1592,"BURLINGTON",0,"Town of Burlington Employees Pension Plan",0,1,0,0,0,0,,0,30,0,168141,361885,0,,,,"07/01/07 00:00:00",,,"No Accrual info available - ""in most cases…the pension fund purchases an annuity from an insurance company..whom is responsible for the benefit payments""",1,135016,
1593,"BURLINGTON",0,"Town of Burlington Constables Plan",0,0,0,0,0,0,,1,2,0,0,24233,0,,,,"07/01/07 00:00:00",,,"No Accrual info available - ""in most cases…the pension fund purchases an annuity from an insurance company..whom is responsible for the benefit payments""",1,-1877,
1594,"CANAAN",0,,0,0,0,0,0,0,,0,13,0,,,0,,,,,,,,0,,
1595,"CHAPLIN",0,,0,1,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1596,"CLINTON",0,"Police Employees' Retirement Plan",0,0,0,1,0,0,,0,36,0,464467,439851,0,,,,"07/01/06 00:00:00",10178352,6837161,,0,214258,
1597,"CLINTON",0,"Board of Education Noncertified Personnel Pension Plan",0,0,0,0,0,1,,0,87,0,289551,300000,0,,,,"07/01/06 00:00:00",3655049,2337627,,0,-26378,
1598,"COLEBROOK",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1599,"DEEP RIVER",0,"Town of Deep River Employee's Retirement Plan",0,1,0,0,0,0,,0,30,0,213412,200032,0,,,,"07/01/06 00:00:00",1498091,1018222,,0,839031,
1600,"DEEP RIVER",0,"Firefighters' Merit Plan",1,0,0,0,1,0,,0,42,0,27879,38000,0,,,,"07/01/05 00:00:00",378693,204385,,0,90,
1601,"DERBY",0,"City of Derby Public Employee Retirement System",0,1,0,0,0,0,,0,139,0,550500,370248,0,,,,"07/01/06 00:00:00",9105039,7249682,,0,467683,
1602,"DURHAM",0,"Retirement Plan For Employees of The Town of Durham",0,1,0,0,0,0,,0,35,0,39143,51994,0,,,,"07/01/05 00:00:00",577614,320391,,0,2673,
1603,"EAST WINDSOR",0,"Town of East Windsor Pension Plan",0,1,0,0,0,0,,0,194,0,1212499,538594,0,,,,"07/01/06 00:00:00",12977635,8313911,,0,1944430,
1604,"EASTON",0,"Town of Easton Retirement Plans I and II",0,0,1,0,0,1,,0,180,0,320622,415000,0,,,,"07/01/07 00:00:00",11932419,12148662,,0,233862,
1605,"FAIRFIELD",0,"Town of Fairfield Police and Fire Retirement Plan",0,0,0,1,1,0,,0,393,0,0,0,0,,,,"07/01/06 00:00:00",134283000,165378000,,0,-2929000,
1606,"FAIRFIELD",0,"Town of Fairfield Town Employees Retirement Plan",0,0,1,0,0,1,,0,1135,0,22000,0,0,,,,"07/01/06 00:00:00",127253000,155385000,,0,-981000,
1607,"GUILFORD",0,"Town of Guilford Employees Pension Plan",0,1,0,0,0,0,,0,125,0,543802,429700,0,,,,"07/01/06 00:00:00",10971072,9190430,,0,545214,
1608,"GUILFORD",0,"Town of Guilford Police Retirement Fund",0,0,0,1,0,0,,0,68,0,466406,418600,0,,,,"07/01/06 00:00:00",12793334,8336213,,0,-323294,
1609,"GUILFORD",0,"Town of Guilford Public School Employees (Non-Certified) Pension Plan",0,0,0,0,0,1,,0,219,0,457450,144145,0,,,,"07/01/06 00:00:00",8502508,8256252,,0,967059,
1610,"HARWINTON",0,"Town of Harwinton Pension Trust",0,1,0,0,0,0,,0,21,0,165800,140000,0,,,,"07/01/06 00:00:00",,,,1,90213,
1611,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan",0,1,0,0,0,0,,0,19,0,212171,261591,0,,,,"07/01/05 00:00:00",1697114,935161,,0,176542,
1612,"KILLINGWORTH",0,"Town of Killingworth Defined Benefit Plan - Volunteer Fire CompanyCompany",1,0,0,0,1,0,"Ambulance & Fire Volunteers",1,59,0,18661,60000,0,,,,"01/01/05 00:00:00",1005082,550000,,0,444536,
1613,"MADISON",0,"Retirement Plan For The Employees of The Town of Madison",0,0,1,0,0,1,,0,239,0,522268,522268,0,,,,"07/01/06 00:00:00",10726781,9800123,,0,-312254,
1614,"MADISON",0,"Town of Madison Police Department Retirement Plan",0,0,0,1,0,0,,0,48,0,205062,205000,0,,,,"07/01/06 00:00:00",10570705,9866208,,0,-53144,
1615,"MADISON",0,"Volunteer Fire Dept. Supplemental Retirement Program",1,0,0,0,1,0,,0,81,0,86601,86601,0,,,,"07/01/06 00:00:00",1008565,919660,,0,0,
1616,"MANCHESTER",0,"Town of Manchester Retirement Plan",0,0,1,1,0,1,,0,1386,0,3854000,3854000,0,,,,"07/01/06 00:00:00",141112000,117216000,,0,0,
1617,"MILFORD",0,"City of Milford Retirement System",0,1,0,0,0,0,,0,1387,1,1213000,1000000,0,,,,"07/01/06 00:00:00",,,,1,213000,
1618,"NEW FAIRFIELD",0,"New Fairfield Town Retirement Income Plan",0,0,1,0,1,0,,0,81,0,261827,246000,0,,,,"01/01/07 00:00:00",3807893,3398160,,0,15827,
1619,"NEW FAIRFIELD",0,"New Fairfield Board of Education Retirement Income Plan",0,0,0,0,0,1,,0,132,0,219111,330100,0,,,,"07/01/06 00:00:00",,,,1,-106337,
1620,"NEW HARTFORD",0,"Town of New Hartford Pension Plan",0,1,0,0,0,0,,0,84,0,142135,142135,0,,,,"07/01/05 00:00:00",2096676,1242002,"AAL, ASSETS & UNFUNDED NOT LISTED FOR THIS FISCAL YEAR",0,174559,
1621,"NEW HAVEN",0,"Pension Fund For New Haven Policemen And Firemen",0,0,0,1,1,0,,0,1793,0,13481000,13481000,0,,,,"06/30/06 00:00:00",450434000,267476700,,0,10268563,
1622,"NEW HAVEN",0,"City Employees' Retirement Fund of New Haven",0,0,1,0,0,1,,1,2213,0,9522000,9522000,0,,,,"06/30/06 00:00:00",315802400,188229400,,0,1534585,
1623,"NEW LONDON",0,"City of New London Noncontributory Pension Program",0,1,0,0,0,0,,0,70,0,875000,848796,0,,,,"07/01/06 00:00:00",9632000,0,,0,2990464,
1624,"NEW LONDON",0,"City of New London Contributory Pension Program",0,1,0,0,0,0,,0,370,0,933000,631717,0,,,,"07/01/06 00:00:00",42358000,39662000,,0,-2294012,
1625,"NEW MILFORD",0,"Town of New Milford Pension Plan",0,1,0,0,0,0,,0,643,0,1778562,1808032,0,,,,"07/01/06 00:00:00",34384882,29483115,,0,41039,
1626,"NEWINGTON",0,"Town of Newington Municipal Employees' Pension Plan",0,0,1,0,0,0,,0,352,0,622000,622000,0,,,,"07/01/06 00:00:00",26270000,18703000,,0,-8000,
1627,"NEWINGTON",0,"Town of Newington Police Officers' Pension Plan",0,0,0,1,0,0,,0,107,0,1354000,1354000,0,,,,"07/01/06 00:00:00",36042000,24743000,,0,-181000,
1628,"NEWINGTON",0,"Town of Newington Administrative Employees' Pension Plan",0,0,0,0,0,1,,1,46,0,204000,204000,0,,,,"07/01/06 00:00:00",8512000,6718000,,0,-5000,
1629,"NEWINGTON",0,"Town of Newington Volunteer Firefighters' Pension Plan",1,0,0,0,1,0,,0,111,0,81000,81000,0,,,,"07/01/05 00:00:00",1201000,690000,,0,0,
1630,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,1,0,0,,0,86,0,615624,615624,0,,,,"06/30/06 00:00:00",19727754,16512240,,0,0,
1631,"NORTH HAVEN",0,"Town of North Haven Fire Department Pension Plan",0,0,0,0,1,0,,0,49,0,424659,424659,0,,,,"06/30/06 00:00:00",12530477,10518860,,0,0,
1632,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,1,0,,0,124,0,153277,153277,0,,,,"06/30/07 00:00:00",937187,577105,,0,-12266,
1633,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,,1,6,0,134913,114415,0,,,,"06/30/07 00:00:00",1536838,0,,0,556106,
1634,"NORTH HAVEN",0,"Pension Plan For General Employees of The Town of North Haven",0,0,1,0,0,1,,1,398,0,1177883,1177883,0,,,,"06/30/07 00:00:00",44099379,41115104,,0,40897,
1635,"PLAINFIELD",0,"Town of Plainfield Employees' Retirement Plan",0,1,0,0,0,0,,0,304,0,1024681,788970,0,,,,"07/01/05 00:00:00",9864480,8014434,,0,1283793,
1636,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,0,1,0,0,0,,0,91,0,221127,221127,0,,,,"07/01/05 00:00:00",6681834,5964894,,0,0,
1637,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,0,0,0,0,1,,0,70,0,218781,218781,0,,,,"07/01/06 00:00:00",3427714,2989024,,0,0,
1638,"PORTLAND",0,"Town of Portland Defined Benefit Plan",0,1,0,0,0,0,,0,176,0,880803,909805,0,,,,"07/01/06 00:00:00",13175163,8672330,"change made to employer contribution per direction from Jean G & Bill P",0,-188882,
1639,"PORTLAND",0,"Portland Volunteer Fire Department Plan",1,0,0,0,1,0,"110",0,,0,31500,38500,0,,,,"07/01/06 00:00:00",48077,48077,,0,-51477,
1640,"PUTNAM",0,"Town of Putnam Pension Plan",0,1,0,0,0,0,,0,203,0,167461,167461,0,,,,"07/01/06 00:00:00",,,,1,0,
1641,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Fire Plan",0,0,0,0,1,0,,0,47,0,276088,265168,0,,,,"07/01/07 00:00:00",10840318,9857516,,0,134606,
1642,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Town",0,0,1,0,0,0,,1,549,0,1136878,1114908,0,,,,"07/01/07 00:00:00",26761107,25364289,,0,436685,
1643,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Police Plan",0,0,0,1,0,0,,0,68,0,592737,532847,0,,,,"07/01/07 00:00:00",17343036,15623819,,0,396504,
1644,"ROCKY HILL",0,"Town of Rocky Hill: Ambulance Pension Plan",1,0,0,0,0,0,,1,33,0,35250,32250,0,,,,"07/01/06 00:00:00",,,,1,0,
1645,"ROCKY HILL",0,"Town of Rocky Hill: Firefighters Pension Plan",1,0,0,0,1,0,,0,126,0,54958,54557,0,,,,"07/01/06 00:00:00",,,,1,18862,
1646,"ROCKY HILL",0,"Town of Rocky Hill: General Employees Pension Plan",0,0,1,0,0,0,,0,301,0,1183469,1009124,0,,,,"09/01/06 00:00:00",22253896,17367572,,0,1249345,
1647,"ROCKY HILL",0,"Town of Rocky Hill: Police Officer Pension Plan",0,0,0,1,0,0,,0,48,0,686764,485918,0,,,,"09/01/06 00:00:00",16174000,11560605,,0,476432,
1648,"SIMSBURY",0,"General Government Retirement Income Plan",0,0,1,0,0,0,,1,208,0,499353,499353,0,,,,"07/01/05 00:00:00",14510879,13109718,,0,0,
1649,"SIMSBURY",0,"Police Retirement Income Plan",0,0,0,1,0,0,,0,58,0,380508,380508,0,,,,"07/01/05 00:00:00",12086785,10998691,,0,0,
1650,"SIMSBURY",0,"Board of Education Retirement Income Plan",0,0,0,0,0,1,,0,295,0,619560,619560,0,,,,"07/01/05 00:00:00",10521372,8812712,,0,-10121,
1651,"SOUTH WINDSOR",0,"South Windsor Town Plan",0,0,1,1,1,0,,1,182,0,998869,606632,0,,,,"01/01/07 00:00:00",19562764,12287046,,0,1276644,
1652,"SOUTH WINDSOR",0,"South Windsor Board of Education Plan",0,0,0,0,0,1,,0,140,0,464398,457461,0,,,,"01/01/07 00:00:00",7114251,6076770,,0,1378790,
1653,"STAMFORD",0,"Classified Employees Retirement Trust Fund",0,0,1,0,0,0,,1,1573,0,687000,603000,0,,,,"07/01/06 00:00:00",159821000,182537000,,0,-1543000,
1654,"STAMFORD",0,"Police Pension Trust Fund",0,0,0,1,0,0,,0,559,0,1584000,1719000,0,,,,"07/01/06 00:00:00",153436000,162374000,,0,-1903000,
1655,"STAMFORD",0,"Firefighter's Pension Trust Fund",0,0,0,0,1,0,,0,475,0,741000,1073000,0,,,,"07/01/06 00:00:00",113830000,124131000,,0,-94000,
1656,"STAMFORD",0,"Custodian And Mechanics Retirement Trust Fund",0,0,0,0,0,0,,1,610,0,525000,468000,0,,,,"07/01/06 00:00:00",36225000,38877000,,0,-503000,
1657,"STRATFORD",0,"Town of Stratford Employees' Retirement Plan",0,1,0,0,0,0,,0,971,0,12435843,111651079,0,,,,"07/01/05 00:00:00",195581000,15502000,,0,-14395272,"***"
1658,"SUFFIELD",0,"Town of Suffield Retirement Plan",0,1,0,0,0,0,,0,246,0,690693,690700,0,,,,"07/01/05 00:00:00",16719595,14331924,,0,-79010,
1659,"THOMPSON",0,"Town of Thompson Board of Education Retirement System",0,0,0,0,0,1,,0,55,0,176233,189451,0,,,,"07/01/07 00:00:00",3931934,3268426,,0,0,
1660,"WARREN",0,"Town of Warren Pension Plan",0,1,0,0,0,0,,0,11,0,17197,22000,0,,,,"07/01/06 00:00:00",392975,304345,,0,-102211,
1661,"WASHINGTON",0,"Town of Washington Retirement Plan",0,1,0,0,0,0,,0,49,0,126880,126000,0,,,,"01/01/06 00:00:00",,,,1,-473,
1662,"WATERTOWN",0,"Town of Watertown-General Town Employees",0,0,1,0,1,1,,0,231,0,215530,215530,0,,,,"01/01/07 00:00:00",,,,1,0,
1663,"WATERTOWN",0,"Town of Watertown-Police Employees",0,0,0,1,0,0,,0,57,0,419198,419198,0,,,,"01/01/07 00:00:00",14477934,13145144,,0,0,
1664,"WEST HAVEN",0,"City of West Haven Police Pension Fund",0,0,0,1,0,0,,0,239,0,1111822,1111822,0,,,,"01/01/06 00:00:00",99357450,103670417,"Used 2006 Data based on last valuation date.",0,-60849903,"***"
1665,"WESTBROOK",0,"Westbrook Retirement Plan",0,1,0,0,0,0,,0,106,0,185400,174162,0,,,,"07/01/06 00:00:00",4342928,4379128,,0,9939,
1666,"WESTBROOK",0,"Westbrook Volunteer Firefighters' Pension Fund",1,0,0,0,1,0,,0,78,0,69956,69956,0,,,,"07/01/06 00:00:00",1027805,463015,,0,33943,
1667,"WILTON",0,"Wilton Employees' Retirement Plan",0,1,0,0,0,0,,0,568,0,2168031,2168031,0,,,,"06/30/07 00:00:00",61011744,50467055,,0,-2234,
1668,"WINCHESTER",0,"Town of Winchester Employees' Retirement Plan",0,1,0,0,0,0,,0,98,0,352407,251105,0,,,,"01/01/06 00:00:00",7967164,6699942,,0,340299,
1669,"WOODBURY",0,"Town of Woodbury Pension Plan",0,1,0,0,0,0,,0,80,0,203127,270000,0,,,,"07/01/06 00:00:00",4888890,4040141,,0,0,
1477,"COLCHESTER",0,"Police Department Defined Benefit Plan",0,0,0,1,0,0,,0,8,0,44587,41689,0,,,,"07/01/06 00:00:00",193242,43732,,0,-1974,
1478,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,1,0,0,0,0,,0,173,0,693822,736564,0,,,,"07/01/06 00:00:00",8262143,5728835,,0,-396993,
1479,"CROMWELL",0,"Town of Cromwell Pension Plan",0,1,0,0,0,0,,0,250,0,489073,489073,0,,,,"07/01/06 00:00:00",11126537,11352505,,0,-5618,
1480,"DANBURY",0,"General Employees' Pension Plan",0,0,1,0,0,1,,1,1185,0,0,0,0,,,,"07/01/05 00:00:00",81604546,104464850,,0,0,
1481,"DANBURY",0,"Pre 1967 Police Pension Plan",0,0,0,1,0,0,,0,39,0,857000,857000,0,,,,"07/01/05 00:00:00",13139006,7019283,,0,0,
1482,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,0,0,0,1,0,,0,37,0,910000,910000,0,,,,"07/01/05 00:00:00",12223443,5753625,,0,0,
1483,"DANBURY",0,"Post 1967 Police Pension Plan",0,0,0,1,0,0,,0,105,0,713000,713000,0,,,,"07/01/06 00:00:00",50028155,54386012,,0,0,
1484,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,1,0,,0,163,0,342000,342000,0,,,,"07/01/06 00:00:00",52290625,61402936,,0,0,
1485,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,1,0,0,,0,136,0,611000,611000,0,,,,"07/01/06 00:00:00",13309142,11036832,,0,0,
1486,"DARIEN",0,"Town of Darien Town Pension Fund",0,1,0,0,0,0,,0,482,0,1037960,1133022,0,,,,"07/01/05 00:00:00",,,,1,-55509,
1487,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,1,0,0,,0,100,0,675337,675337,0,,,,"07/01/05 00:00:00",,,,1,0,
1488,"EAST HAMPTON",0,"Employees' Retirement Plan",0,1,0,0,0,0,,0,296,0,615792,646582,0,,,,"01/01/06 00:00:00",17166458,15713232,,0,-1000838,
1489,"EAST HARTFORD",0,"East Hartford Employees' Retirement Plan",0,1,0,0,0,0,,0,1450,0,6496000,6759000,0,,,,"07/01/06 00:00:00",217546000,166999000,,0,1338000,
1490,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,1,0,0,0,0,,0,205,0,531455,531455,0,,,,"07/01/07 00:00:00",9761154,6876025,,0,-42316,
1491,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,1,0,0,0,0,,0,740,0,1134000,1134000,0,,,,"07/01/06 00:00:00",35262000,33849000,,0,0,
1492,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,1,0,0,,0,138,0,555000,556000,0,,,,"07/01/06 00:00:00",34814,33573000,,0,0,
1493,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,1,0,0,0,0,,0,42,0,74225,74225,0,,,,"07/01/05 00:00:00",1628479,1556254,,0,-12661,
1494,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,1,0,,0,63,0,63087,63087,0,,,,"07/01/05 00:00:00",705067,379018,,0,-6186,
1495,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,1,0,0,,0,4,0,37677,37677,0,,,,"07/01/05 00:00:00",317984,210164,,0,0,
1496,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,1,0,0,0,0,,0,500,0,854474,854474,0,,,,"07/01/06 00:00:00",61614757,58415397,,0,-229179,
1497,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,1,0,0,0,0,,0,744,0,1716948,1716948,0,,,,"01/01/07 00:00:00",88238760,83347263,,0,-158114,
1498,"GOSHEN",0,"Town of Goshen Pension Plan",0,1,0,0,0,0,,0,8,0,39801,20000,0,,,,"07/01/06 00:00:00",158658,19820,,0,212110,
1499,"GRANBY",0,"Town of Granby Pension Plan",0,1,0,0,0,0,,0,101,0,307277,307277,0,,,,"07/01/06 00:00:00",9918890,8236615,,0,92908,
1500,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,1,0,0,0,0,,0,2531,0,3992000,3992000,0,,,,"07/01/06 00:00:00",312240736,315460272,,0,0,
1501,"GROTON",0,"Town of Groton - Retirement System",0,1,0,0,0,0,,0,614,0,848582,872005,0,,,,"07/01/06 00:00:00",75542546,78791829,,0,-1223406,
1502,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,1,0,0,0,0,,0,39,0,190042,90000,0,,,,"01/01/06 00:00:00",2164766,1766739,,0,437374,
1503,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,1,0,,0,98,0,61741,75000,0,,,,"07/01/06 00:00:00",1158097,923144,,0,-27288,
1504,"HAMDEN",0,"Retirement Plan of The Town of Hamden",0,1,0,0,0,0,,0,1304,0,15956437,9000000,0,,,,"07/01/06 00:00:00",278857512,82718403,,0,103310264,
1505,"HARTFORD",0,"City MERF",0,1,0,0,0,0,,0,5336,0,14329000,16481000,0,,,,"07/01/05 00:00:00",,,,1,10172000,
1506,"HARTFORD",0,"RAF/PBF/FRF pre 5/1/1947 PLAN",0,0,0,0,0,0,,1,261,0,1757000,1757000,0,,,,"07/01/06 00:00:00",9389000,0,,0,0,
1507,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,1,0,0,0,0,,0,151,0,71529,71529,0,,,,"07/01/06 00:00:00",4207000,4618037,,0,0,
1508,"LEDYARD",0,"Town of Ledyard Pension Plan",0,1,0,0,0,0,,0,228,0,1149339,1055608,0,,,,"07/01/07 00:00:00",15846058,9847538,,0,1036036,
1509,"LITCHFIELD",0,"Town of Litchfield Municipal Employees Retirement Plan",0,1,0,0,0,0,,0,176,0,360000,391000,0,,,,"07/01/07 00:00:00",8708000,5799000,,0,-89000,
1510,"LITCHFIELD",0,"Volunteer Fire Dept. Supplemental Retirement Plan",1,0,0,0,1,0,,0,239,0,106000,109000,0,,,,"07/01/07 00:00:00",2754000,1983000,,0,-266000,
1511,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,1,0,0,0,0,,0,1080,0,185534,195258,0,,,,"07/01/06 00:00:00",114597050,128680666,,0,-344269,
1512,"MERIDEN",0,"Meriden Police Pension Plan",0,0,0,1,0,0,,0,225,0,3601188,3611172,0,,,,"07/01/06 00:00:00",79947211,53745820,,0,13307109,
1513,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,0,0,0,1,0,,0,190,0,2605081,2615076,0,,,,"07/01/06 00:00:00",65036368,46026189,,0,13047095,
1514,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,1,0,0,0,0,,0,95,0,436651,436651,0,,,,"07/01/05 00:00:00",11263062,8253783,,0,0,
1515,"MIDDLETOWN",0,"City of Middletown Retirement System",0,1,0,0,0,0,,0,929,0,525000,525000,0,,,,"07/01/06 00:00:00",,,,1,-2000,
1516,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,1,0,0,0,,1,121,0,81560,81560,0,,,,"01/01/06 00:00:00",6963392,7590537,,0,155489,
1517,"MONROE",0,"Town of Monroe Board of Education Plan",0,0,0,0,0,1,,0,139,0,230521,230521,0,,,,"01/01/07 00:00:00",7743658,7241315,,0,276133,
1518,"MORRIS",0,"Town of Morris Pension Plan",0,1,0,0,0,0,,0,10,0,38660,39845,0,,,,"07/01/06 00:00:00",465930,467883,,0,6440,
1519,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,1,0,,0,35,0,5034,6219,0,,,,"07/01/06 00:00:00",71466,70874,,0,-2689,
