Record Num,Entity,Type of Plan,Plan Name,Volunteer,All Grps,Gen'l Twn Grp,Police Grp,Fire Grp,NonCrtfd Ed Grp,Other Dscrptn,Other Grp,Number of Members:,Pay-As-You-Go,req'd emplyr contrib,emplyr contrib made,contrib percentage,GASB5 ValDate,GASB5 PBO,GASB5 NetAssets,GASB27 ValDate,GASB27 AAL,GASB27 AssetValue,Comments,Aggregate Method,Plan NPO,footnotes
1272,"NORTH HAVEN",0,"Town of North Haven Police Department Pension Plan",0,0,0,1,0,0,,0,86,0,599774,599774,0,,,,"07/01/06 00:00:00",19727754,16512240,,0,0,
1273,"NORTH HAVEN",0,"Town of North Haven Fire Department Pension Plan",0,0,0,0,1,0,,0,49,0,424659,424659,0,,,,"07/01/06 00:00:00",12530477,10518860,,0,0,
1274,"NORTH HAVEN",0,"Town of North Haven Volunteer Firefighters'  Pension Plan",1,0,0,0,1,0,,0,114,0,145034,145034,0,,,,"07/01/05 00:00:00",958512,388329,,0,-15797,
1275,"NORTH HAVEN",0,"Town of North Haven Pension Plan - Elected Officials",0,0,0,0,0,0,,1,6,0,130577,100665,0,,,,"07/01/05 00:00:00",1357230,0,,0,535909,
1276,"PLAINFIELD",0,"Town of Plainfield Employees' Retirement Plan",0,1,0,0,0,0,,0,304,0,1024681,596300,0,,,,"07/01/05 00:00:00",9864480,8014434,,0,1524973,
1277,"PLYMOUTH",0,"Town of Plymouth Pension Plan",0,0,1,0,0,0,,0,91,0,263676,263676,0,,,,"07/01/05 00:00:00",6681834,5964894,,0,0,
1278,"PLYMOUTH",0,"Town of Plymouth Board of Education Pension Plan",0,0,0,0,0,1,,0,66,0,214249,214249,0,,,,"07/01/04 00:00:00",3022632,2599567,,0,0,
1279,"PORTLAND",0,"Town of Portland Defined Benefit Plan",0,1,0,0,0,0,,0,178,0,786214,888395,0,,,,"07/01/06 00:00:00",13100194,8672330,,0,-165536,
1280,"PORTLAND",0,"Portland Volunteer Fire Department Plan",1,0,0,0,1,0,,0,,0,,,0,,,,,,,,0,,
1281,"PUTNAM",0,"Town of Putnam Pension Plan",0,1,0,0,0,0,,0,213,0,151040,151040,0,,,,"07/01/04 00:00:00",,,,1,0,
1282,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Town",0,0,1,0,0,0,"BD. Of Education",1,514,0,1148279,1152628,0,,,,"07/01/06 00:00:00",24153151,23680169,,0,-432048,
1283,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Police Plan",0,0,0,1,0,0,,0,68,0,621352,587848,0,,,,"07/01/06 00:00:00",16129825,13943583,,0,-354145,
1284,"RIDGEFIELD",0,"Retirement Plan of Ridgefield-Fire Plan",0,0,0,0,1,0,,0,45,0,314349,318142,0,,,,"07/01/06 00:00:00",10197125,8882355,,0,-130538,
1285,"ROCKY HILL",0,"Town of Rocky Hill: General Employees Pension Plan",0,0,1,0,0,0,,0,291,0,1009123,636124,0,,,,"09/01/04 00:00:00",18540266,15351849,,0,1085499,
1286,"ROCKY HILL",0,"Town of Rocky Hill: Police Officer Pension Plan",0,0,0,1,0,0,,0,44,0,485918,345418,0,,,,"09/01/04 00:00:00",12978585,10500158,,0,278276,
1287,"ROCKY HILL",0,"Town of Rocky Hill: Firefighters Pension Plan",1,0,0,0,1,0,,0,127,0,54557,46000,0,,,,"07/01/04 00:00:00",,,,1,19800,
1288,"ROCKY HILL",0,"Town of Rocky Hill: Ambulance Pension Plan",1,0,0,0,0,0,"volunteer ambulance personnel",1,37,0,32500,32500,0,,,,"07/01/05 00:00:00",,,,1,0,
1289,,0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1290,,0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1291,,0,".",0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1292,"BETHEL",0,"Town of Bethel Town Retirement  Plan",0,1,0,0,0,0,,0,234,0,1126030,1001859,0,,,,"07/01/06 00:00:00",20719691,11085239,,0,718676,
1293,"BETHEL",0,"Town of Bethel Police Retirement  Plan",0,0,0,1,0,0,,0,41,0,280668,256147,0,,,,"07/01/06 00:00:00",6590664,4347326,,0,-10494,
1294,"BETHLEHEM",0,"SEE COMMENT",0,1,0,0,0,0,,0,6,0,,,0,,,,,,,"The Town has tansferred its legal obligation to provide specific pension benefits - insurance",0,,
1295,"BLOOMFIELD",0,"The Town of Bloomfield Retirement Income Plan",0,1,0,0,0,0,,0,333,0,1120994,1120994,0,,,,"01/01/05 00:00:00",32286409,24944729,,0,-668,
1296,"BLOOMFIELD",0,"The Town of Bloomfield Police Retirement Income Plan",0,0,0,1,0,0,,0,89,0,837461,837461,0,,,,"01/01/05 00:00:00",24791464,18169144,,0,0,
1297,"BRISTOL",0,"City of Bristol Retirement System",0,0,1,0,0,0,,1,1135,0,80000,49000,0,,,,"07/01/05 00:00:00",118404000,152259000,,0,-1986000,
1298,"BRISTOL",0,"City of Bristol Firefighter's Benefit Fund",0,0,0,0,1,0,,0,170,0,0,0,0,,,,"07/01/05 00:00:00",58373000,111168000,,0,-2020000,
1299,"BRISTOL",0,"City of Bristol Police Benefit Fund",0,0,0,1,0,0,,0,207,0,0,0,0,,,,"07/01/05 00:00:00",74674000,122121000,,0,-3384000,
1300,"BROOKFIELD",0,"Town of Brookfield Pension Plan",0,1,0,0,0,0,,0,233,0,573244,330334,0,,,,"01/01/05 00:00:00",19986560,21444475,,0,-196079,
1301,"CANTON",0,"Town of Canton Employee Retirement Plan",0,0,1,0,0,1,"VNA",1,152,0,520966,451527,0,,,,"01/01/06 00:00:00",14280094,10835600,,0,629223,
1302,"CANTON",0,"Town of Canton Volunteer Firefighters and Ambulance Retirement Plan",1,0,0,0,1,0,,0,38,0,28489,27945,0,,,,"07/01/05 00:00:00",377423,170114,,0,77013,
1306,"CHESTER",0,"Town of Chester Employee Retirement Plan",0,1,0,0,0,0,,0,20,0,66059,63486,0,,,,"01/01/06 00:00:00",,,,1,64834,
1307,"CHESTER",0,"Town of Chester Volunteer Firefighter Retirement Plan",1,0,0,0,1,0,,0,48,0,18944,28500,0,,,,"07/01/05 00:00:00",,,,1,-4305,
1308,"COLCHESTER",0,"Police Retirement Plan for Town of Colchester",0,0,0,1,0,0,,0,,0,,,0,,,,,,,"No actuarial or other information disclosed. Plan effective 7/1/05",0,,
1309,"COVENTRY",0,"Retirement Plan For Employees of The Town of Coventry",0,1,0,0,0,0,,0,163,0,630801,693822,0,,,,"07/01/05 00:00:00",7586181,5102210,,0,-365348,
1310,"CROMWELL",0,"Town of Cromwell Pension Plan",0,1,0,0,0,1,,1,244,0,395213,395213,0,,,,"07/01/05 00:00:00",10391205,10574605,,0,-5964,
1311,"DANBURY",0,"General Employees' Pension Plan",0,0,1,0,0,1,,1,1185,0,0,0,0,,,,"07/01/05 00:00:00",81604546,104464850,,0,0,
1312,"DANBURY",0,"Pre 1967 Police Pension Plan",0,0,0,1,0,0,,0,39,0,978000,978000,0,,,,"07/01/05 00:00:00",13139006,7019283,,0,0,
1313,"DANBURY",0,"Pre 1967 Fire Pension Plan",0,0,0,0,1,0,,0,37,0,984000,984000,0,,,,"07/01/05 00:00:00",12223443,5753625,,0,0,
1314,"DANBURY",0,"Post 1967 Police Pension Plan",0,0,0,1,0,0,,0,105,0,690000,690000,0,,,,"07/01/04 00:00:00",51774948,50324387,,0,0,
1315,"DANBURY",0,"Post 1967 Fire Pension Plan",0,0,0,0,1,0,,0,150,0,281000,311910,0,,,,"07/01/04 00:00:00",48112254,54985734,,0,-31709,
1316,"DANBURY",0,"Post 1983 Police Pension Plan",0,0,0,1,0,0,,0,123,0,584000,584000,0,,,,"07/01/04 00:00:00",9038173,8268316,,0,0,
1317,"DARIEN",0,"Town of Darien Town Pension Fund",0,1,0,0,0,0,,0,482,0,1127980,1127980,0,,,,"07/01/05 00:00:00",,,,1,40071,
1318,"DARIEN",0,"Town of Darien Police Pension Fund",0,0,0,1,0,0,,0,100,0,585335,585335,0,,,,"07/01/05 00:00:00",,,,1,0,
1319,"EAST HAMPTON",0,"Employees' Retirement Plan",0,1,0,0,0,0,,0,296,0,597755,597755,0,,,,"01/01/06 00:00:00",17166458,15713232,,0,-1007133,
1320,"EAST HARTFORD",0,"East Hartford Employees' Retirement Plan",0,1,0,0,0,0,,0,1449,0,5321000,5321000,0,,,,"07/01/05 00:00:00",205159000,160101000,,0,1577000,
1321,"EAST LYME",0,"Employee Pension Plan Ga-1006",0,1,0,0,0,0,,0,206,0,469903,469903,0,,,,"01/01/06 00:00:00",,,,1,-45099,
1322,"ELLINGTON",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1323,"ENFIELD",0,"Town of Enfield Pension Plan Gr-1663",0,1,0,0,0,0,,0,698,0,1148000,1148000,0,,,,"07/01/05 00:00:00",32767000,33017000,,0,-7000,
1324,"ENFIELD",0,"Town of Enfield Police Department Pension Plan - Gr2299",0,0,0,1,0,0,,0,136,0,315000,315000,0,,,,"07/01/05 00:00:00",31393000,31703000,,0,5000,
1325,"ESSEX",0,"Town of Essex Employees' Retirement Plan",0,1,0,0,0,0,,0,41,0,81085,81085,0,,,,"07/01/04 00:00:00",1569811,1518885,,0,-13365,
1326,"ESSEX",0,"Town of Essex Merit Service Plan",1,0,0,0,1,0,,0,68,0,60452,60452,0,,,,"07/01/04 00:00:00",672874,350825,,0,-6530,
1327,"ESSEX",0,"Town of Essex Police Retirement Plan",0,0,0,1,0,0,,0,4,0,36135,36135,0,,,,"07/01/04 00:00:00",277276,162788,,0,0,
1328,"FARMINGTON",0,"Town of Farmington Retirement Income Plan",0,1,0,0,0,0,,0,494,0,764182,764182,0,,,,"07/01/05 00:00:00",61614757,58415397,,0,-230376,
1329,"GLASTONBURY",0,"Town of Glastonbury Pension Plan",0,1,0,0,0,0,,0,714,0,1359325,1359325,0,,,,"01/01/06 00:00:00",82341845,77887369,,0,-159332,
1330,"Goshen",0,"Town of Goshen Pension Plan",0,1,0,0,0,0,,0,9,0,58703,20000,0,,,,"07/01/05 00:00:00",241404,36628,,0,213826,
1331,"GRANBY",0,"Town of Granby Pension Plan",0,1,0,0,0,0,,0,97,0,285404,285404,0,,,,"07/01/05 00:00:00",9918890,8236615,,0,91929,
1332,"GREENWICH",0,"Retirement System of The Town of Greenwich",0,1,0,0,0,0,,0,2531,0,688849,688849,0,,,,"07/01/06 00:00:00",312240736,315460272,,0,0,
1333,"GROTON",0,"Town of Groton - Retirement System",0,1,0,0,0,0,,0,617,0,534196,534196,0,,,,"07/01/05 00:00:00",71217521,76641258,,0,-1272214,
1334,"HADDAM",0,"Town of Haddam Employee Pension Plan",0,1,0,0,0,0,,0,40,0,241148,90000,0,,,,"01/01/05 00:00:00",1972787,1640522,,0,346791,
1335,"HADDAM",0,"Town of Haddam Volunteer Firefighter's Plan",1,0,0,0,1,0,,0,101,0,59232,55000,0,,,,"07/01/05 00:00:00",1104544,878196,,0,-15096,
1336,"HAMDEN",0,"Retirement Plan of The Town of Hamden",0,1,0,0,0,0,,0,1275,0,13951743,6000000,0,,,,"07/01/04 00:00:00",239835010,83785549,,0,94172704,
1337,"HARTFORD",0,"City MERF",0,1,0,0,0,0,,0,5236,0,16196000,11948000,0,,,,"07/01/04 00:00:00",,,,1,11548000,
1338,"HARTFORD",0,"RAF/PBF/FRF pre 5/1/1947 PLAN",0,0,0,0,0,0,,1,261,0,1926000,1926000,0,,,,"07/01/05 00:00:00",11123000,0,,0,0,
1339,"KENT",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1340,"KILLINGLY",0,"Town of Killingly Retirement Income Plan",0,1,0,0,0,0,,0,150,0,0,0,0,,,,"07/01/05 00:00:00",3851927,4006583,,0,0,
1341,"LEDYARD",0,"Town of Ledyard Pension Plan",0,1,0,0,0,0,,0,213,0,1125665,697379,0,,,,"07/01/05 00:00:00",13850375,7222674,,0,967132,
1342,"LITCHFIELD",0,"Town of Litchfield Municipal Employees Retirement Plan",0,1,0,0,0,0,,0,174,0,354000,354000,0,,,,"07/01/06 00:00:00",6868000,4984000,,0,-58000,
1343,"LITCHFIELD",0,"Volunteer Fire Dept. Supplemental Retirement Plan(MERIT SERVICE PLAN)",1,0,0,0,1,0,,0,230,0,105000,295000,0,,,,"07/01/06 00:00:00",2556000,1715000,,0,-265000,
1344,"LYME",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
1345,"MERIDEN",0,"Meriden Employees' Retirement Plan",0,1,0,0,0,0,,0,1080,0,74741,74736,0,,,,"06/30/04 00:00:00",103416190,122127232,,0,-345505,
1346,"MERIDEN",0,"Meriden Police Pension Plan",0,0,0,1,0,0,,0,225,0,3540516,3240504,0,,,,"06/30/04 00:00:00",72823660,48752364,,0,13471480,
1347,"MERIDEN",0,"Meriden Firemen's Pension Plan",0,0,0,0,1,0,,0,190,0,2574201,2206320,0,,,,"06/30/04 00:00:00",64094542,43396288,,0,13208462,
1348,"MIDDLEBURY",0,"Town of Middlebury Retirement Plan",0,1,0,0,0,0,,0,95,0,359998,359998,0,,,,"07/01/05 00:00:00",11263062,8253783,,0,0,
1349,"MIDDLETOWN",0,"City of Middletown Retirement System",0,1,0,0,0,0,,0,900,0,200000,200000,0,,,,"07/01/05 00:00:00",,,,1,-2000,
1350,"MONROE",0,"Town of Monroe Retirement Income Plan",0,0,1,0,0,0,,1,119,0,88422,85226,0,,,,"07/01/04 00:00:00",6609256,7166828,,0,144722,
1351,"MONROE",0,"Town of Monroe Board of Education Plan",0,0,0,0,0,1,,0,139,0,221664,221664,0,,,,"01/01/05 00:00:00",6625058,6192809,,0,283884,
1352,"MORRIS",0,"Town of Morris Pension Plan",0,1,0,0,0,0,,0,10,0,25475,26510,0,,,,"07/01/05 00:00:00",442698,408260,,0,11067,
1353,"MORRIS",0,"Volunteer Fire Plan",1,0,0,0,1,0,,0,35,0,4483,5518,0,,,,"07/01/05 00:00:00",65111,61717,,0,-2895,
1354,"NAUGATUCK",0,"The Borough of Naugatuck Employee Pension Plan",0,0,1,1,0,0,,1,766,0,1364400,1344145,0,,,,"07/01/05 00:00:00",66426400,67502672,,0,-26552606,"***"
1355,"NAUGATUCK",0,"The Borough of Naugatuck Fire Plan",0,0,0,0,1,0,,0,74,0,411200,437575,0,,,,"07/01/05 00:00:00",19513400,20931700,,0,-8524125,"***"
1356,"NEW BRITAIN",0,"New Britain Policemen's Pension Fund",0,0,0,1,0,0,,0,278,0,650000,607000,0,,,,"03/01/05 00:00:00",71971000,77963000,,0,-417000,"***"
1357,"NEW BRITAIN",0,"New Britain Firemen's Pension Fund",0,0,0,0,1,0,,0,248,0,234000,599000,0,,,,"03/01/05 00:00:00",70151000,78249000,,0,-1264000,"***"
1358,"NEW CANAAN",0,"Town of New Canaan Retirement Plan",0,1,0,0,0,0,,0,728,0,0,0,0,,,,"12/31/04 00:00:00",92905161,92905161,,0,0,
1359,"NEWTOWN",0,"Town of Newtown Selectmen And Board of Education Pension Plan",0,1,0,0,0,0,,0,362,0,420207,420381,0,,,,"07/01/06 00:00:00",12382206,13426175,,0,-297997,
1360,"NEWTOWN",0,"Town of Newtown Pension Plan For Police",0,0,0,1,0,0,,0,61,0,214000,213647,0,,,,"07/01/06 00:00:00",10090519,9783886,,0,-68024,
1361,"NORFOLK",0,"Town of Norfolk Pension Plan",0,1,0,0,0,0,,0,33,0,60125,60125,0,,,,"07/01/04 00:00:00",828494,594649,,0,-10598,
1362,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Municipal Employees",0,0,1,0,0,1,,1,108,0,220132,220132,0,,,,"07/01/06 00:00:00",7174148,5055123,,0,-121280,
1363,"NORTH BRANFORD",0,"Retirement Plan For Employees of The Town of North Branford - Police",0,0,0,1,0,0,,0,29,0,399696,399696,0,,,,"07/01/06 00:00:00",6577698,5163846,,0,-61166,
1364,"NORTH BRANFORD",0,"Retirement Plan For Employees of North Branford - Firefighters",0,0,0,0,1,0,,0,135,0,96430,96430,0,,,,"07/01/06 00:00:00",1218802,814811,,0,-30056,
1365,"NORWALK",0,"Employees' Pension Plan",0,0,1,0,0,1,,1,1332,0,689596,761128,0,,,,"07/01/05 00:00:00",141633432,152687018,,0,671871,
1366,"NORWALK",0,"Police Benefit Fund",0,0,0,1,0,0,,0,307,0,1240090,1240090,0,,,,"07/01/05 00:00:00",83468237,76869181,,0,901067,
1367,"NORWALK",0,"Food Service Employees' Plan",0,0,0,0,0,0,,1,73,0,77967,203189,0,,,,"07/01/05 00:00:00",1546526,977739,,0,-72061,
1368,"NORWALK",0,"Fire Benefit Fund",0,0,0,0,1,0,,0,284,0,0,0,0,,,,"07/01/05 00:00:00",73211471,80821609,,0,0,
1369,"NORWICH",0,"City of Norwich Employees' Retirement Fund",0,1,0,0,0,1,,0,952,0,1862000,2006000,0,,,,"01/01/05 00:00:00",148850000,129290000,,0,495000,
1370,"NORWICH",0,"City of Norwich Volunteer Firefighters' Relief Plan",1,0,0,0,1,0,,0,154,0,151000,120000,0,,,,"07/01/04 00:00:00",2779000,1057000,,0,62000,
1371,"OLD SAYBROOK",0,"Town of Old Saybrook Retirement Plan",0,1,0,0,0,0,,0,153,0,0,205721,0,,,,"07/01/04 00:00:00",12639779,16006886,,0,-1413677,
1372,"ORANGE",0,"Retirement Plan For Police Officers of Town of Orange",0,0,0,1,0,0,,0,51,0,530496,530496,0,,,,"01/01/06 00:00:00",17509786,13532572,,0,0,
1373,"ORANGE",0,"Town of Orange Employee Pension And Retirement Income Plan",0,1,0,0,0,0,,0,96,0,225612,225612,0,,,,"01/01/06 00:00:00",10300392,9602643,,0,0,
1374,"PLAINVILLE",0,"Town of Plainville Retirement Plan - Municipal Employees",0,1,0,0,0,0,,0,155,0,197797,197797,0,,,,"07/01/05 00:00:00",9507371,9106768,,0,0,
1375,"PLAINVILLE",0,"Town of Plainville Retirement Plan For Policemen",0,0,0,1,0,0,,0,51,0,250907,250907,0,,,,"07/01/05 00:00:00",10198975,9678351,,0,0,
1376,"REDDING",0,,0,0,0,0,0,0,,0,,0,,,0,,,,,,,,0,,
